# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR21013141_sorted.bam" "SRR21013146_sorted.bam" "SRR21013150_sorted.bam" "SRR21013144_sorted.bam" "SRR21013140_sorted.bam" "SRR21013139_sorted.bam" "SRR21013138_sorted.bam" "SRR21013145_sorted.bam" "SRR21013142_sorted.bam" "SRR21013136_sorted.bam" "SRR21013149_sorted.bam" "SRR21013137_sorted.bam" "SRR21013143_sorted.bam" "SRR21013147_sorted.bam" "SRR21013148_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR21013141_sorted.bam	SRR21013146_sorted.bam	SRR21013150_sorted.bam	SRR21013144_sorted.bam	SRR21013140_sorted.bam	SRR21013139_sorted.bam	SRR21013138_sorted.bam	SRR21013145_sorted.bam	SRR21013142_sorted.bam	SRR21013136_sorted.bam	SRR21013149_sorted.bam	SRR21013137_sorted.bam	SRR21013143_sorted.bam	SRR21013147_sorted.bam	SRR21013148_sorted.bam
gene-b2732	U00096.3	2856453	2856806	-	354	24	237	117	448	61	30	11	183	90	6	172	21	120	289	69
gene-b2733	U00096.3	2857093	2859654	+	2562	431	4112	4621	2642	955	604	279	3498	1996	113	5714	392	1716	5041	2490
gene-b2734	U00096.3	2859760	2860416	+	657	4	65	28	184	20	3	2	34	28	0	40	5	28	61	35
gene-b2735	U00096.3	2860467	2861234	-	768	49	554	653	757	100	61	29	438	121	23	690	46	152	858	298
gene-b2736	U00096.3	2861430	2862338	+	909	25	359	323	778	67	45	14	229	97	7	566	32	87	466	138
gene-b2737	U00096.3	2862335	2863501	+	1167	63	1113	989	1001	167	121	52	668	254	14	1060	73	228	1449	459
gene-b2738	U00096.3	2863593	2864231	+	639	37	398	371	464	82	47	26	261	137	5	446	31	104	575	188
gene-b2739	U00096.3	2864236	2865012	+	777	39	397	362	602	82	45	21	285	116	13	492	34	127	571	189
gene-b2740	U00096.3	2865101	2866465	+	1365	36	429	344	1076	73	31	21	237	93	8	365	27	89	595	145
gene-b2741	U00096.3	2866559	2867551	-	993	637	10721	13110	1882	1756	950	753	7879	1946	290	12510	966	1879	14735	4881
gene-b2742	U00096.3	2867614	2868753	-	1140	246	2532	3673	1196	568	322	160	2027	671	79	3656	242	743	4020	1410
gene-b2743	U00096.3	2868893	2869519	-	627	244	2963	3665	989	529	283	172	1970	757	75	3390	189	843	4181	1579
gene-b2744	U00096.3	2869513	2870274	-	762	251	3349	4090	1146	668	335	178	2367	1049	81	3705	243	1147	4637	1722
gene-b2745	U00096.3	2870255	2871304	-	1050	369	4084	5836	1837	947	513	253	3261	1619	133	5495	429	1760	5797	2552
gene-b2746	U00096.3	2871301	2871780	-	480	184	1778	2311	732	492	238	137	1410	702	70	2428	191	858	2251	1072
gene-b2747	U00096.3	2871780	2872490	-	711	242	3183	3069	1285	688	312	207	2260	896	87	3183	281	1188	3501	1391
gene-b2748	U00096.3	2872509	2872820	-	312	165	2333	1910	751	446	193	99	1492	528	58	2199	176	660	2811	776
gene-b2749	U00096.3	2873014	2873337	-	324	54	1176	601	298	202	65	26	465	148	22	699	71	267	1013	325
gene-b2750	U00096.3	2873387	2873992	-	606	192	3373	2091	801	776	325	117	1106	732	66	2116	337	1415	2171	1261
gene-b2751	U00096.3	2873992	2875419	-	1428	854	15544	10267	2233	2901	1421	633	6088	2794	338	10866	1422	5111	9533	5677
gene-b2752	U00096.3	2875421	2876329	-	909	565	10584	5842	1351	1836	694	408	4248	1510	198	11853	896	2488	6040	3877
gene-b2753	U00096.3	2876581	2877618	+	1038	63	772	540	482	179	80	43	444	197	14	760	47	239	905	235
gene-b2754	U00096.3	2878569	2878853	-	285	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2755	U00096.3	2878855	2879772	-	918	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1
gene-b2756	U00096.3	2879788	2880387	-	600	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0
gene-b2757	U00096.3	2880374	2881048	-	675	0	7	7	3	2	0	1	3	1	0	1	0	2	8	5
gene-b2758	U00096.3	2881051	2882142	-	1092	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
gene-b2759	U00096.3	2882155	2882637	-	483	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2760	U00096.3	2882630	2884138	-	1509	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
gene-b2761	U00096.3	2884553	2887219	-	2667	0	2	1	0	2	2	2	0	0	0	2	0	1	0	1
gene-b4701	U00096.3	2887353	2887411	+	59	2	9	15	43	15	2	0	6	12	0	10	4	10	25	7
gene-b2762	U00096.3	2887578	2888312	-	735	263	6372	5156	742	1136	393	289	2173	1175	123	4815	509	2120	4122	2592
gene-b2763	U00096.3	2888387	2890099	-	1713	1335	29591	14634	3509	4948	1746	1248	8268	4761	441	19305	2366	8901	16769	9149
gene-b2764	U00096.3	2890099	2891898	-	1800	1201	27310	9573	3093	4154	1390	843	9061	3075	308	22476	1850	5871	12539	6913
gene-b2765	U00096.3	2892214	2892579	+	366	133	1631	934	616	409	171	207	1239	687	37	1538	145	679	1705	570
gene-b2766	U00096.3	2892657	2893928	+	1272	135	2892	1862	1362	368	182	94	1810	424	46	2496	182	536	2995	967
gene-b2767	U00096.3	2893919	2894179	+	261	17	597	387	276	60	46	17	356	64	2	604	39	68	638	239
gene-b2768	U00096.3	2894196	2894771	+	576	25	564	294	316	64	35	27	397	55	14	597	39	71	649	223
gene-b2769	U00096.3	2894919	2895779	-	861	7	219	145	1139	30	18	7	131	34	5	189	12	43	274	51
gene-b2770	U00096.3	2895776	2896555	-	780	4	76	68	904	18	7	7	48	21	6	62	12	22	132	23
gene-b2771	U00096.3	2896533	2897870	-	1338	3	83	98	979	10	4	2	40	19	2	88	4	16	83	29
gene-b4463	U00096.3	2897964	2899418	-	1455	6	149	141	1065	29	7	3	84	24	4	156	5	32	202	52
gene-b2774	U00096.3	2899488	2900273	-	786	1	8	13	356	9	3	1	11	5	1	12	2	9	19	9
gene-b2775	U00096.3	2900592	2901869	+	1278	7	99	129	955	17	11	5	70	22	0	174	9	32	163	39
gene-b2776	U00096.3	2901896	2903374	+	1479	12	222	207	941	43	22	7	101	46	7	214	22	55	285	72
gene-b2777	U00096.3	2904747	2905418	-	672	62	537	497	493	158	85	40	489	262	18	646	52	292	699	255
gene-b4682	U00096.3	2905557	2905697	+	141	1	1	0	137	2	0	0	2	3	0	1	0	1	2	1
gene-b2778	U00096.3	2905711	2906583	+	873	6	91	34	399	30	12	7	72	37	6	45	4	43	112	25
gene-b2779	U00096.3	2906643	2907941	-	1299	49392	285419	203120	73387	115122	75005	14484	167409	126440	6557	295477	21359	132324	352181	99989
gene-b2780	U00096.3	2908029	2909666	-	1638	4552	54753	59214	12079	10905	6073	2812	41906	18263	1199	70176	4083	17354	161461	27638
gene-b2781	U00096.3	2909894	2910685	-	792	176	2550	2294	1202	422	222	134	1787	534	85	2911	237	614	4199	1202
gene-b2782	U00096.3	2910756	2911091	-	336	60	1336	1327	472	201	88	57	925	248	25	1296	77	248	1956	579
gene-b4844	U00096.3	2911051	2911450	+	400	74	1679	1959	617	283	140	102	1235	332	38	1933	133	328	2568	907
gene-b2783	U00096.3	2911091	2911339	-	249	42	1045	1171	409	182	87	53	754	216	26	1234	73	209	1641	583
gene-b2784	U00096.3	2911417	2913651	-	2235	588	10222	12878	2829	1575	885	625	7405	1969	291	13355	914	1941	15489	5160
gene-b2785	U00096.3	2913699	2915000	-	1302	163	1884	2469	1075	396	209	115	1410	580	47	2520	170	627	3012	986
gene-b2786	U00096.3	2915057	2917813	+	2757	252	5189	4957	2453	675	373	239	3664	834	107	5324	394	916	7294	2293
gene-b2787	U00096.3	2918045	2919385	-	1341	30	502	489	1276	95	47	21	328	120	9	529	40	142	734	178
gene-b2788	U00096.3	2919406	2920746	-	1341	7	158	186	594	27	17	5	112	21	3	211	14	22	262	73
gene-b2789	U00096.3	2920748	2922100	-	1353	10	144	115	1262	18	16	7	101	36	2	161	12	23	193	64
gene-b2790	U00096.3	2922535	2922984	-	450	143	2859	3004	610	345	190	105	1574	411	50	3987	175	469	3726	1374
gene-b2791	U00096.3	2923002	2923784	-	783	110	804	841	784	235	120	63	659	471	31	1022	102	429	915	418
gene-b2792	U00096.3	2923784	2924113	-	330	36	290	304	260	67	34	16	202	145	4	374	31	135	392	131
gene-b4408	U00096.3	2924156	2924524	-	369	18879	28907	23871	16474	42664	27173	30231	20104	20389	19834	27810	31498	27006	47532	11992
gene-b2793	U00096.3	2924735	2925280	-	546	213	3319	3140	777	564	292	118	2336	723	71	3145	197	891	5118	1279
gene-b2794	U00096.3	2925348	2926196	+	849	260	4005	3690	1126	787	442	221	2846	1225	111	5021	312	1168	4915	1888
gene-b2795	U00096.3	2926308	2927672	+	1365	2218	19310	17321	4941	5534	2972	1088	11493	6516	453	25181	1768	7346	27161	9061
gene-b2796	U00096.3	2928229	2929518	+	1290	1934	15870	21250	5061	4219	3343	1059	13913	8790	559	18502	1422	5943	23689	9440
gene-b2797	U00096.3	2929576	2930943	+	1368	651	6097	9075	2480	1517	1207	428	6104	3639	191	6079	507	2487	9251	3854
gene-b2798	U00096.3	2931055	2931810	+	756	90	1349	1196	772	213	114	56	1045	352	28	1435	95	303	1772	565
gene-b2799	U00096.3	2931865	2933013	-	1149	13	200	232	1301	34	23	8	129	31	4	259	9	38	310	106
gene-b2800	U00096.3	2933041	2933688	-	648	2	34	39	277	7	6	5	27	22	1	42	8	13	48	14
gene-b2801	U00096.3	2934235	2935551	+	1317	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
gene-b2802	U00096.3	2935584	2937359	+	1776	27	338	380	1162	64	37	16	230	81	3	371	24	77	523	136
gene-b2803	U00096.3	2937468	2938886	+	1419	23	333	413	968	64	22	19	269	63	6	479	17	88	570	160
gene-b2804	U00096.3	2938888	2939310	+	423	43	756	808	335	95	50	25	499	90	14	921	25	118	1082	293
gene-b2805	U00096.3	2939368	2940099	+	732	54	1379	1186	489	160	74	58	956	150	29	1305	69	192	1768	548
gene-b2806	U00096.3	2940143	2941243	-	1101	203	2127	2360	1557	519	253	159	1941	939	66	2950	213	1018	2829	1298
gene-b2807	U00096.3	2941236	2941631	-	396	55	719	719	413	141	68	43	644	203	16	1007	73	295	1000	373
gene-b2808	U00096.3	2941650	2942567	-	918	80	1200	1272	706	201	88	66	927	306	20	1519	126	321	1757	537
gene-b4443	U00096.3	2942696	2942901	+	206	8235	49935	49018	15481	23674	14946	6518	69496	37693	2444	88004	10116	37763	89521	34445
gene-b2809	U00096.3	2942918	2943145	-	228	111	2481	677	425	262	117	57	1520	434	16	940	85	382	2952	514
gene-b2810	U00096.3	2943337	2944542	+	1206	551	7231	6288	2413	1628	742	474	5082	2077	157	7728	761	2505	8913	3382
gene-b2811	U00096.3	2944542	2944985	+	444	330	3176	3244	1244	917	448	277	2366	1288	113	3678	389	1391	4027	1583
gene-b2812	U00096.3	2945036	2945842	-	807	228	2613	2394	1589	625	311	171	2054	1125	85	2961	272	1138	3231	1297
gene-b2813	U00096.3	2946081	2947178	-	1098	326	3366	3324	1636	881	471	230	3180	1662	95	4580	336	1455	4632	1751
gene-b2814	U00096.3	2947387	2947463	+	77	3743	8655	4797	4636	11830	4197	3480	6968	10819	820	6836	4237	16045	10711	2862
gene-b2815	U00096.3	2947497	2947573	+	77	8502	18774	8254	11010	21744	8282	5886	11805	18009	1852	13098	6806	25440	19249	4671
gene-b2816	U00096.3	2947607	2947683	+	77	4404	10111	4076	5185	9881	3908	2920	5757	8365	895	6619	3189	12315	9596	2160
gene-b2817	U00096.3	2947757	2949010	-	1254	210	3485	3163	1356	633	308	216	2717	840	104	4037	282	902	4667	1543
gene-b2818	U00096.3	2949242	2950573	+	1332	219	4424	5291	1112	501	371	200	3690	681	107	5562	277	602	6002	2867
gene-b2819	U00096.3	2950635	2952461	-	1827	216	4160	3288	1693	569	353	187	2494	876	88	3789	264	819	5029	1837
gene-b2820	U00096.3	2952461	2956003	-	3543	725	11516	9075	4372	1965	938	503	7377	3015	242	9678	785	2865	13040	4539
gene-b2821	U00096.3	2955996	2958884	-	2889	456	4459	4728	2235	1083	575	381	3559	1449	148	5953	438	1523	6538	2414
gene-b2822	U00096.3	2959060	2962428	-	3369	375	6092	7683	2897	844	514	348	4293	1228	134	6638	443	1086	8665	3458
gene-b2823	U00096.3	2962441	2962764	-	324	12	230	316	431	54	17	14	178	49	4	285	15	62	380	143
gene-b2824	U00096.3	2962749	2963156	-	408	10	209	221	337	22	15	10	143	50	7	191	17	41	304	109
gene-b2825	U00096.3	2963153	2963716	-	564	18	256	293	762	37	29	6	164	56	4	258	17	68	366	112
gene-b2826	U00096.3	2963707	2964177	-	471	5	72	59	318	9	5	3	43	17	1	62	7	27	102	32
gene-b2827	U00096.3	2964361	2965155	-	795	979	9861	7440	2925	2193	1185	575	6850	4177	255	13740	788	4137	12358	4548
gene-b2828	U00096.3	2965162	2966037	-	876	344	5098	4941	1554	896	478	283	3856	1591	129	5275	440	1643	6970	2290
gene-b2829	U00096.3	2966188	2968434	-	2247	729	14821	16075	3041	2119	1035	734	10416	2272	348	17904	1140	2394	20208	7064
gene-b2830	U00096.3	2968447	2968977	-	531	301	6655	8166	932	954	480	307	4684	1050	133	8243	466	1140	9860	3378
gene-b4610	U00096.3	2969330	2969476	-	147	3	81	69	119	7	1	5	58	9	3	78	3	7	120	27
gene-b2831	U00096.3	2969662	2970351	+	690	48	986	1041	694	117	64	48	611	123	17	1177	67	168	1396	445
gene-b2832	U00096.3	2970420	2971133	+	714	343	4138	3620	1542	791	444	248	3467	1870	106	4373	328	1623	5235	2011
gene-b2833	U00096.3	2971271	2971489	+	219	27	530	383	306	88	39	13	379	103	6	573	27	126	765	235
gene-b2834	U00096.3	2971597	2972637	+	1041	923	9819	9864	2374	2239	1625	618	6588	3623	256	13235	892	3239	13455	5317
gene-b2835	U00096.3	2972669	2973862	-	1194	82	1239	1357	1164	204	137	73	987	277	34	1168	100	242	1753	648
gene-b2836	U00096.3	2973855	2976014	-	2160	152	2924	3204	1581	410	262	134	2494	555	73	3713	217	547	4283	1556
gene-b4444	U00096.3	2976102	2976189	-	88	4	111	78	128	20	11	5	90	34	1	61	10	24	139	39
gene-b4445	U00096.3	2976304	2976385	-	82	1	38	29	171	15	2	3	35	19	0	34	1	20	67	24
gene-b2837	U00096.3	2976599	2977630	+	1032	102	1837	2395	867	288	151	100	1291	301	38	2179	131	304	2646	1015
gene-b2838	U00096.3	2977637	2978899	-	1263	88	822	1532	1057	256	121	72	767	352	24	1299	80	353	1380	690
gene-b2839	U00096.3	2979021	2979956	+	936	34	871	1008	916	114	61	40	520	112	11	886	55	128	1242	447
gene-b2840	U00096.3	2979943	2980635	-	693	26	447	453	503	54	24	12	292	51	9	575	23	60	611	172
gene-b2841	U00096.3	2980764	2982182	-	1419	30	514	495	1192	61	37	13	315	73	11	513	23	91	765	215
gene-b2842	U00096.3	2982497	2983258	-	762	18	234	280	748	45	38	13	172	57	8	289	15	89	411	110
gene-b2843	U00096.3	2983288	2984124	-	837	15	234	251	588	50	22	30	169	56	9	243	12	43	348	104
gene-b2844	U00096.3	2984411	2985592	-	1182	19	359	424	988	77	33	31	272	132	14	417	32	167	622	152
gene-b2845	U00096.3	2985847	2987076	+	1230	173	1351	1289	1239	449	197	86	1280	1010	38	1726	133	840	1732	679
gene-b2846	U00096.3	2987536	2988168	+	633	7	24	17	266	8	6	0	27	10	0	17	3	10	28	5
gene-b2847	U00096.3	2988502	2989311	+	810	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-b2848	U00096.3	2989304	2989786	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b4683	U00096.3	2989819	2989899	-	81	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-b2849	U00096.3	2989935	2990360	-	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-b2851	U00096.3	2991268	2991759	+	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2852	U00096.3	2992094	2993470	+	1377	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
gene-b2853	U00096.3	2993638	2993856	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2860	U00096.3	2996372	2997277	-	906	6	49	30	80	6	2	2	18	9	1	32	2	15	59	14
gene-b2861	U00096.3	2997235	2997600	-	366	2	10	9	14	3	0	1	8	1	0	16	0	6	15	3
gene-b2863	U00096.3	2998034	2998828	-	795	6	92	68	356	30	15	3	67	32	1	60	8	33	163	25
gene-b2864	U00096.3	2998984	2999057	-	74	9	164	94	98	34	19	14	91	32	5	108	21	47	187	54
gene-b2865	U00096.3	2999136	2999891	-	756	163	2554	2021	958	447	235	113	1721	558	53	2395	168	572	3609	1023
gene-b2866	U00096.3	3000345	3002603	+	2259	34	408	375	1749	88	54	21	252	100	10	453	28	131	602	177
gene-b2867	U00096.3	3002614	3003492	+	879	12	126	131	571	18	13	7	74	22	5	144	11	37	178	57
gene-b2868	U00096.3	3003489	3003968	+	480	7	148	107	612	37	14	10	84	26	3	99	5	34	199	52
gene-b2869	U00096.3	3004008	3005786	-	1779	41	928	760	1195	133	56	30	598	84	7	724	45	122	1386	297
gene-b2870	U00096.3	3006262	3007452	+	1191	5	167	103	832	23	5	6	95	26	3	73	10	31	197	36
gene-b2871	U00096.3	3007510	3008706	+	1197	34	299	279	860	56	35	13	190	62	3	319	27	76	384	92
gene-b2872	U00096.3	3008764	3009975	+	1212	18	164	166	661	50	32	12	101	66	3	191	20	48	251	78
gene-b2873	U00096.3	3010028	3011413	+	1386	7	160	180	978	33	23	9	92	31	2	186	11	29	219	74
gene-b2874	U00096.3	3011461	3012393	+	933	21	416	434	674	91	36	12	215	90	10	384	32	106	551	158
gene-b2875	U00096.3	3012614	3014239	-	1626	18	336	230	1760	64	22	11	227	59	4	347	28	65	470	122
gene-b2876	U00096.3	3014287	3015057	-	771	14	151	59	621	18	9	5	70	8	0	118	8	29	185	31
gene-b2877	U00096.3	3015160	3015738	+	579	22	474	217	337	67	49	14	211	47	5	301	24	39	626	106
gene-b2878	U00096.3	3016060	3019158	+	3099	39	585	468	2008	72	36	21	354	94	6	575	34	102	878	218
gene-b2879	U00096.3	3019161	3020489	+	1329	10	196	122	938	30	8	11	112	31	1	127	10	53	200	54
gene-b2880	U00096.3	3020540	3021319	+	780	13	186	113	444	47	15	12	94	53	4	176	13	68	240	59
gene-b2881	U00096.3	3021316	3024186	+	2871	69	1100	817	1993	180	96	47	581	246	14	1000	65	275	1442	382
gene-b2882	U00096.3	3024351	3025751	+	1401	16	238	172	971	26	17	11	130	44	4	165	12	68	374	69
gene-b2883	U00096.3	3025766	3027085	+	1320	21	400	471	1011	59	44	19	282	81	7	571	24	71	691	168
gene-b4464	U00096.3	3027121	3028488	+	1368	16	392	449	1256	57	33	14	245	76	6	455	30	73	558	188
gene-b2886	U00096.3	3028524	3029012	-	489	2	123	83	445	24	7	8	71	13	1	122	14	23	148	39
gene-b2887	U00096.3	3029012	3030931	-	1920	15	202	231	1651	55	24	6	150	58	4	258	26	56	340	87
gene-b2888	U00096.3	3031367	3032815	+	1449	9	103	63	1055	25	11	3	54	38	3	81	10	37	105	23
gene-b4684	U00096.3	3032817	3032942	+	126	3	10	4	81	2	4	1	7	8	0	10	0	7	11	1
gene-b4753	U00096.3	3032939	3033010	-	72	5	7	3	56	6	6	1	4	10	0	8	0	8	6	1
gene-b2889	U00096.3	3033065	3033613	+	549	141	1542	1178	590	353	201	80	1012	514	38	1389	114	486	2124	696
gene-b2890	U00096.3	3033657	3035174	-	1518	3595	24009	23524	9168	7131	4818	1696	20136	15699	807	29141	2109	12765	29648	13037
gene-b2891	U00096.3	3035184	3036282	-	1099	2031	18698	17727	7611	4460	2450	1181	15627	10075	560	22478	1674	9111	24462	9287
gene-b2892	U00096.3	3036373	3038106	-	1734	1003	8523	8024	4038	2121	1165	582	6069	4405	230	9311	810	3857	10589	4138
gene-b2893	U00096.3	3038112	3038822	-	711	312	3510	3460	1325	911	454	226	2650	1437	109	4336	320	1376	4682	1767
gene-b2894	U00096.3	3038847	3039743	-	897	258	3358	3611	1305	618	309	174	2316	909	63	3859	303	972	4763	1529
gene-b2895	U00096.3	3039855	3040376	+	522	376	6258	5822	1043	786	449	264	3896	1086	107	6959	406	1142	9457	2533
gene-b2896	U00096.3	3040416	3040823	-	408	252	4240	3784	994	687	382	180	2562	856	78	4027	248	910	5862	1788
gene-b2897	U00096.3	3040804	3041070	-	267	244	3337	3277	749	714	347	183	2185	814	85	3477	263	929	4505	1611
gene-b2898	U00096.3	3041313	3042293	+	981	626	8340	12501	1910	1653	975	659	5351	2199	260	14311	921	2585	14323	5151
gene-b2899	U00096.3	3042489	3043148	-	660	127	2863	2418	905	304	144	95	1638	344	37	2192	133	410	4739	985
gene-b2900	U00096.3	3043312	3043623	-	312	97	1331	1242	337	235	167	49	1005	281	30	1588	91	312	2208	637
gene-b2901	U00096.3	3043662	3045101	+	1440	466	4582	4600	1885	1086	698	282	3032	1706	120	5660	435	1648	6463	2304
gene-b2902	U00096.3	3045158	3045901	-	744	33	298	452	619	84	48	26	249	125	8	298	46	100	545	190
gene-b2903	U00096.3	3046168	3049041	-	2874	1485	13802	33180	4463	3812	4027	1302	13650	8755	1136	18298	2292	4399	22062	15919
gene-b2904	U00096.3	3049160	3049549	-	390	854	8640	19146	1794	2052	2197	621	9661	3973	436	13455	974	2256	16338	8819
gene-b2905	U00096.3	3049573	3050667	-	1095	630	8196	19426	2155	1784	1475	626	9075	3071	428	14233	952	2060	10686	8547
gene-b4754	U00096.3	3050958	3051041	+	84	0	51	13	45	8	2	0	24	4	0	21	0	7	55	10
gene-b2906	U00096.3	3051115	3052317	-	1203	320	4968	4455	1870	830	436	321	3252	1159	168	6239	496	1135	7218	2420
gene-b2907	U00096.3	3052340	3053518	-	1179	602	10642	11002	2204	1522	998	588	6144	2249	252	10637	915	2027	15586	5334
gene-b2908	U00096.3	3053515	3054840	-	1326	985	14344	16014	2481	2277	1478	745	9668	3461	388	16214	1293	2921	20684	7976
gene-b2909	U00096.3	3054866	3055444	-	579	516	10422	11046	1768	1542	912	515	7186	2225	212	12451	770	2030	14615	5524
gene-b2910	U00096.3	3055612	3055941	+	330	580	13554	12012	1472	1705	776	514	8882	1973	177	12597	798	2545	19574	4770
gene-b2911	U00096.3	3055983	3056165	+	183	35586	52773	67393	24007	65337	41815	42586	47389	44551	13366	76132	43859	59796	97259	28625
gene-b2912	U00096.3	3056241	3056789	+	549	157	3516	2145	803	500	233	95	1770	559	35	2041	151	542	4617	1018
gene-b4446	U00096.3	3056851	3056991	+	141	44	507	407	260	145	67	46	334	152	18	547	50	157	744	200
gene-b4665	U00096.3	3056890	3056949	-	60	36	368	288	182	107	51	39	250	106	17	391	40	127	512	145
gene-b2913	U00096.3	3057178	3058410	-	1233	639	8365	12816	1983	1549	1080	660	8111	1798	387	14907	844	1865	12027	6586
gene-b2914	U00096.3	3058666	3059325	-	660	589	10421	11446	1531	1727	1054	490	6578	2064	205	14448	806	2388	14693	5393
gene-b2916	U00096.3	3059753	3060646	+	894	294	5099	5708	1147	812	514	292	4116	892	117	6640	403	865	7617	2916
gene-b2917	U00096.3	3060850	3062994	+	2145	44	818	693	1803	142	66	46	568	188	17	671	67	171	1191	301
gene-b2918	U00096.3	3062987	3063982	+	996	15	217	197	892	33	21	10	141	54	4	178	18	42	271	76
gene-b2919	U00096.3	3063993	3064778	+	786	24	172	150	409	44	46	17	131	71	4	250	18	94	264	73
gene-b2920	U00096.3	3064802	3066280	+	1479	50	370	284	958	81	54	17	259	138	11	425	28	123	540	154
gene-b2921	U00096.3	3066277	3067173	-	897	29	265	179	613	62	37	19	168	79	8	243	14	90	340	93
gene-b2922	U00096.3	3067340	3068080	-	741	162	2501	3518	954	459	284	154	1804	578	74	3917	213	637	3819	1531
gene-b2923	U00096.3	3068173	3068808	-	636	46	848	898	664	131	78	47	701	190	17	940	62	194	1226	448
gene-b2924	U00096.3	3068947	3069807	-	861	500	9187	10589	1494	1305	800	424	7007	1773	216	13331	631	1782	13198	5592
gene-b2925	U00096.3	3070165	3071244	-	1080	22938	146666	95524	43444	58160	35844	8327	86088	68955	3810	150712	13618	94686	172035	49600
gene-b2926	U00096.3	3071459	3072622	-	1164	8353	115107	69497	16770	20355	13342	4879	64942	22098	2669	115200	8381	26796	150964	36205
gene-b2927	U00096.3	3072672	3073691	-	1020	1317	40966	45856	2382	3765	2078	1131	23230	3006	447	45801	1566	3257	57389	16772
gene-b2928	U00096.3	3073976	3074689	-	714	65	1994	1524	607	205	121	49	1209	289	18	1598	113	275	2597	674
gene-b2929	U00096.3	3074686	3075195	-	510	63	1852	1628	573	238	108	49	1228	287	26	1783	78	255	2647	801
gene-b2930	U00096.3	3075217	3076182	-	966	3	32	30	842	5	6	2	24	15	2	45	4	22	72	13
gene-b4465	U00096.3	3076179	3077456	-	1278	6	50	51	768	18	9	5	35	11	1	47	7	14	79	21
gene-b2933	U00096.3	3077471	3078859	-	1389	1	34	39	1196	15	8	1	26	11	2	39	3	19	72	12
gene-b2934	U00096.3	3078887	3079330	-	444	1	10	12	286	2	0	0	5	4	0	9	3	1	24	6
gene-b2935	U00096.3	3079644	3081635	-	1992	5303	30102	41050	12023	10208	7811	2791	24279	17654	1260	43479	3691	15621	41440	17868
gene-b2936	U00096.3	3081913	3082671	+	759	180	2472	2668	1100	534	270	118	1607	728	82	2901	192	722	3303	1313
gene-b2937	U00096.3	3082877	3083797	-	921	917	6606	7761	2530	2560	1595	564	5193	3314	283	8764	780	3465	8650	3656
gene-b2938	U00096.3	3083935	3085911	-	1977	3467	24348	34626	10926	8292	5279	2169	24379	17036	970	33305	2763	13979	33096	18268
gene-b2939	U00096.3	3085920	3086051	-	132	190	1985	1537	549	468	242	97	1646	847	48	2291	132	761	2317	966
gene-b4784	U00096.3	3086145	3086288	-	144	324	3168	3359	1107	756	416	184	3191	1493	93	4288	266	1318	4680	1788
gene-b2940	U00096.3	3086187	3086402	+	216	291	2614	2945	1066	657	378	163	2761	1326	84	3618	237	1156	4067	1562
gene-b2941	U00096.3	3086399	3086650	-	252	8	89	141	176	44	9	10	125	78	1	242	18	79	146	87
gene-b2942	U00096.3	3086706	3087860	+	1155	1666	11422	17911	4424	3873	2694	997	10922	7692	490	17212	1280	6545	14231	8122
gene-b2943	U00096.3	3088284	3089678	+	1395	101	1572	1614	1177	270	168	71	1002	365	35	1862	139	333	2211	792
gene-b2944	U00096.3	3089755	3090252	+	498	34	481	420	620	58	35	31	354	94	10	441	32	110	730	185
gene-b2945	U00096.3	3090347	3091054	+	708	383	3234	2388	1433	820	539	175	2271	1655	104	4256	286	1434	3219	1302
gene-b2946	U00096.3	3091134	3091865	+	732	355	6231	6746	1302	1056	479	340	4586	1357	158	7978	504	1398	8628	3010
gene-b2947	U00096.3	3091878	3092828	+	951	630	10219	9443	2421	1851	1002	629	7696	2347	285	13121	927	2458	13710	4655
gene-b2948	U00096.3	3092937	3093500	+	564	348	4292	4355	1494	870	555	291	3573	1425	140	4807	405	1374	5729	2162
gene-b2949	U00096.3	3093500	3093916	+	417	262	3775	3675	1170	700	413	240	2842	1165	122	3620	327	1069	4649	1877
gene-b2950	U00096.3	3094100	3095080	-	981	35	526	517	898	108	49	27	418	155	16	415	50	157	660	234
gene-b2951	U00096.3	3095098	3095802	+	705	143	2158	2136	679	355	185	123	1553	539	56	2884	156	545	2857	1022
