# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948478_sorted.bam" "SRR8948479_sorted.bam" "SRR8948485_sorted.bam" "SRR8948481_sorted.bam" "SRR8948484_sorted.bam" "SRR8948482_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948478_sorted.bam	SRR8948479_sorted.bam	SRR8948485_sorted.bam	SRR8948481_sorted.bam	SRR8948484_sorted.bam	SRR8948482_sorted.bam
gene-PA3424	NC_002516.2	3833774	3835180	+	1407	27	43	3	4	0	12
gene-PA3425	NC_002516.2	3835215	3835559	+	345	9	9	1	2	0	10
gene-PA3426	NC_002516.2	3835579	3836349	-	771	43	78	3	13	3	14
gene-PA3427	NC_002516.2	3836466	3837377	-	912	35	60	2	5	4	16
gene-PA3428	NC_002516.2	3837493	3837786	-	294	10	22	1	1	1	2
gene-PA3429	NC_002516.2	3837885	3838781	-	897	20	35	0	6	0	10
gene-PA3430	NC_002516.2	3838778	3839557	-	780	22	34	5	7	4	10
gene-PA3431	NC_002516.2	3839686	3840372	-	687	52	96	2	9	1	11
gene-PA3432	NC_002516.2	3840359	3840748	-	390	36	62	1	4	3	5
gene-PA3433	NC_002516.2	3840844	3841737	+	894	69	98	7	14	6	21
gene-PA3434	NC_002516.2	3842274	3843290	-	1017	98	164	3	21	2	31
gene-PA3435	NC_002516.2	3843653	3844105	-	453	135	161	9	41	7	78
gene-PA3436	NC_002516.2	3844385	3844942	+	558	20	20	1	0	3	5
gene-PA3437	NC_002516.2	3845053	3845757	+	705	71	142	2	10	3	17
gene-PA3438	NC_002516.2	3845775	3846335	+	561	67	76	4	12	2	36
gene-PA3439	NC_002516.2	3846337	3846708	+	372	71	94	5	13	7	23
gene-PA3440	NC_002516.2	3846837	3847148	+	312	44	47	7	15	7	35
gene-PA3440a	NC_002516.2	3847200	3847538	+	339	67	98	7	19	11	34
gene-PA3441	NC_002516.2	3847718	3847933	-	216	23	50	3	10	1	15
gene-PA3442	NC_002516.2	3847974	3848798	-	825	34	62	0	7	0	12
gene-PA3443	NC_002516.2	3848795	3849583	-	789	11	15	1	3	1	4
gene-PA3444	NC_002516.2	3849604	3850752	-	1149	2	8	1	1	2	1
gene-PA3445	NC_002516.2	3850830	3851801	-	972	10	23	2	5	1	9
gene-PA3446	NC_002516.2	3851920	3852513	-	594	26	35	1	14	2	8
gene-PA3447	NC_002516.2	3852667	3853416	-	750	5	13	1	0	1	2
gene-PA3448	NC_002516.2	3853413	3854237	-	825	6	6	0	1	1	0
gene-PA3449	NC_002516.2	3854241	3855242	-	1002	3	9	0	0	0	2
gene-PA3450	NC_002516.2	3855493	3856131	-	639	55	76	6	23	8	29
gene-PA3451	NC_002516.2	3856337	3856546	+	210	21	32	3	3	4	5
gene-PA3452	NC_002516.2	3856749	3858320	+	1572	1370	876	73	308	75	458
gene-PA3453	NC_002516.2	3858544	3859209	-	666	77	119	4	12	7	37
gene-PA3454	NC_002516.2	3859338	3860522	-	1185	20	37	4	5	4	10
gene-PA3455	NC_002516.2	3860675	3862165	-	1491	111	183	11	27	14	63
gene-PA3456	NC_002516.2	3862309	3864273	+	1965	101	180	7	15	7	42
gene-PA3457	NC_002516.2	3864374	3865126	+	753	86	248	5	17	2	40
gene-PA3458	NC_002516.2	3865281	3865754	-	474	38	116	4	8	6	22
gene-PA3459	NC_002516.2	3865897	3867666	+	1770	93	234	13	32	7	34
gene-PA3460	NC_002516.2	3867707	3869464	+	1758	64	118	10	17	10	30
gene-PA3461	NC_002516.2	3869461	3870657	+	1197	52	65	5	8	4	26
gene-PA3462	NC_002516.2	3870795	3873554	+	2760	25	27	2	7	3	13
gene-PA3463	NC_002516.2	3873606	3873836	+	231	19	30	1	9	2	11
gene-PA3464	NC_002516.2	3874654	3875979	-	1326	24	60	2	8	3	18
gene-PA3465	NC_002516.2	3876196	3877911	+	1716	198	378	19	39	18	113
gene-PA3466	NC_002516.2	3878033	3879373	-	1341	182	281	16	42	9	110
gene-PA3467	NC_002516.2	3879559	3880926	+	1368	25	34	1	3	3	9
gene-PA3468	NC_002516.2	3881093	3882421	+	1329	118	140	8	47	12	62
gene-PA3469	NC_002516.2	3882441	3882983	+	543	34	72	6	26	3	27
gene-PA3470	NC_002516.2	3882980	3883438	+	459	52	71	3	14	3	25
gene-PA3471	NC_002516.2	3883560	3885254	-	1695	289	467	27	87	22	185
gene-PA3472	NC_002516.2	3885711	3886307	+	597	138	194	13	49	13	89
gene-PA3473	NC_002516.2	3886328	3887227	-	900	99	178	10	32	7	56
gene-PA3474	NC_002516.2	3887224	3888084	-	861	87	111	7	16	4	36
gene-PA3475	NC_002516.2	3888178	3888984	-	807	68	111	4	19	10	48
gene-PA3476	NC_002516.2	3889139	3889744	-	606	187	261	13	28	8	97
gene-PA3477	NC_002516.2	3889925	3890650	-	726	183	314	23	56	27	107
gene-PA3478	NC_002516.2	3890775	3892055	-	1281	22	33	2	4	1	16
gene-PA3479	NC_002516.2	3892121	3893008	-	888	20	20	0	3	1	5
gene-PA3480	NC_002516.2	3893432	3893998	-	567	401	622	18	83	19	198
gene-PA3481	NC_002516.2	3894099	3895193	-	1095	147	262	11	40	8	70
gene-PA3482	NC_002516.2	3895324	3897357	+	2034	567	824	52	172	51	401
gene-PA3483	NC_002516.2	3897391	3898191	+	801	241	399	13	37	8	103
gene-PA3484	NC_002516.2	3898278	3899504	+	1227	61	153	10	21	9	32
gene-PA3485	NC_002516.2	3899501	3899938	+	438	30	104	3	6	2	15
gene-PA3486	NC_002516.2	3900233	3902659	+	2427	79	117	5	15	8	33
gene-PA3487	NC_002516.2	3902663	3905962	+	3300	120	157	18	34	14	61
gene-PA3488	NC_002516.2	3906055	3907089	+	1035	59	54	4	16	5	25
gene-PA3489	NC_002516.2	3907268	3907852	+	585	76	119	2	22	7	37
gene-PA3490	NC_002516.2	3907849	3908415	+	567	97	152	7	17	2	30
gene-PA3491	NC_002516.2	3908412	3910736	+	2325	168	300	12	31	4	80
gene-PA3492	NC_002516.2	3910739	3911773	+	1035	89	151	8	24	5	50
gene-PA3493	NC_002516.2	3911773	3912417	+	645	86	185	8	15	4	44
gene-PA3494	NC_002516.2	3912410	3913132	+	723	75	128	5	13	4	24
gene-PA3495	NC_002516.2	3913129	3913767	+	639	48	68	5	15	4	26
gene-PA3496	NC_002516.2	3913876	3914055	+	180	402	406	15	54	15	92
gene-PA3497	NC_002516.2	3914117	3915337	-	1221	41	51	5	7	3	24
gene-PA3498	NC_002516.2	3915807	3916763	-	957	39	67	1	18	3	12
gene-PA3499	NC_002516.2	3916778	3917212	-	435	14	17	0	4	0	3
gene-PA3500	NC_002516.2	3917209	3918228	-	1020	12	8	4	2	3	11
gene-PA3501	NC_002516.2	3918251	3918469	-	219	3	1	1	2	2	5
gene-PA3502	NC_002516.2	3918471	3918788	-	318	5	13	1	2	2	4
gene-PA3504	NC_002516.2	3919774	3921258	-	1485	40	68	2	7	5	16
gene-PA3505	NC_002516.2	3921270	3922073	-	804	16	37	1	3	1	10
gene-PA3506	NC_002516.2	3922084	3923766	-	1683	12	22	2	3	1	7
gene-PA3507	NC_002516.2	3923759	3924556	-	798	8	14	3	2	2	3
gene-PA3508	NC_002516.2	3924543	3925376	-	834	13	21	1	5	0	6
gene-PA3509	NC_002516.2	3925369	3926238	-	870	3	14	2	3	0	6
gene-PA3510	NC_002516.2	3926247	3926777	-	531	3	6	0	1	0	2
gene-PA3511	NC_002516.2	3926791	3927552	-	762	5	9	0	2	1	1
gene-PA3512	NC_002516.2	3927558	3928334	-	777	8	25	1	5	3	6
gene-PA3513	NC_002516.2	3928331	3929338	-	1008	15	27	3	6	4	10
gene-PA3514	NC_002516.2	3929379	3930230	-	852	25	30	0	5	1	6
gene-PA3515	NC_002516.2	3930743	3931816	-	1074	41	45	3	14	5	18
gene-PA3516	NC_002516.2	3931866	3933317	-	1452	20	37	2	5	6	8
gene-PA3517	NC_002516.2	3933317	3934750	-	1434	33	41	2	5	2	13
gene-PA3518	NC_002516.2	3934781	3935767	-	987	6	7	2	2	2	1
gene-PA3519	NC_002516.2	3935800	3936837	-	1038	4	4	1	4	3	2
gene-PA3520	NC_002516.2	3937238	3937432	-	195	2	0	1	0	1	2
gene-PA3521	NC_002516.2	3938020	3939495	-	1476	4	21	2	6	1	3
gene-PA3522	NC_002516.2	3939492	3942653	-	3162	49	76	6	7	1	22
gene-PA3523	NC_002516.2	3942650	3943807	-	1158	17	19	1	2	2	8
gene-PA3524	NC_002516.2	3944184	3944570	+	387	327	537	37	102	41	242
gene-PA3525	NC_002516.2	3944662	3945879	-	1218	538	713	69	187	50	394
gene-PA3526	NC_002516.2	3945997	3946962	-	966	130	322	9	26	8	62
gene-PA3527	NC_002516.2	3947095	3948141	+	1047	155	230	13	52	17	126
gene-PA3528	NC_002516.2	3948138	3948812	+	675	171	287	22	60	13	156
gene-PA3529	NC_002516.2	3948991	3949593	-	603	1374	1706	175	431	145	794
gene-PA3530	NC_002516.2	3949853	3950074	+	222	85	194	16	30	13	144
gene-PA3531	NC_002516.2	3950284	3950760	+	477	592	1983	106	314	80	767
gene-PA3532	NC_002516.2	3950827	3951978	-	1152	112	357	8	44	10	154
gene-PA3533	NC_002516.2	3952061	3952387	-	327	497	640	48	138	26	256
gene-PA3534	NC_002516.2	3952500	3954608	-	2109	38	74	6	10	2	21
gene-PA3535	NC_002516.2	3954907	3957894	+	2988	105	208	14	23	7	45
gene-PA3536	NC_002516.2	3958288	3958755	-	468	80	165	6	14	2	22
gene-PA3537	NC_002516.2	3959033	3959950	+	918	120	175	10	22	6	39
gene-PA3538	NC_002516.2	3959955	3961037	+	1083	131	202	13	36	8	61
gene-PA3539	NC_002516.2	3961144	3961923	+	780	60	77	9	19	4	56
gene-PA3540	NC_002516.2	3962825	3964135	+	1311	20	39	3	10	7	13
gene-PA3541	NC_002516.2	3964275	3965759	+	1485	34	45	3	9	5	11
gene-PA3542	NC_002516.2	3965842	3967011	+	1170	12	19	4	2	1	0
gene-PA3543	NC_002516.2	3967025	3968452	+	1428	19	30	3	7	3	8
gene-PA3544	NC_002516.2	3968449	3969921	+	1473	14	21	1	7	4	7
gene-PA3545	NC_002516.2	3969942	3971573	+	1632	45	55	11	17	9	19
gene-PA3546	NC_002516.2	3971586	3973010	+	1425	7	20	1	1	3	9
gene-PA3547	NC_002516.2	3973014	3974117	+	1104	10	20	1	0	0	7
gene-PA3548	NC_002516.2	3974359	3975921	+	1563	18	36	1	2	2	10
gene-PA3549	NC_002516.2	3975936	3977111	+	1176	6	7	3	3	0	3
gene-PA3550	NC_002516.2	3977184	3977834	+	651	10	16	0	1	0	2
gene-PA3551	NC_002516.2	3978031	3979476	+	1446	20	28	5	12	7	12
gene-PA3552	NC_002516.2	3979860	3981008	+	1149	41	88	5	8	1	18
gene-PA3553	NC_002516.2	3981005	3982024	+	1020	35	59	2	3	3	10
gene-PA3554	NC_002516.2	3982021	3984009	+	1989	78	162	4	18	7	38
gene-PA3555	NC_002516.2	3984006	3984893	+	888	36	75	2	8	2	15
gene-PA3556	NC_002516.2	3984890	3986539	+	1650	69	143	3	13	4	28
gene-PA3557	NC_002516.2	3986536	3986883	+	348	23	48	1	5	2	5
gene-PA3558	NC_002516.2	3986880	3987293	+	414	27	61	0	8	1	6
gene-PA3559	NC_002516.2	3987290	3988684	+	1395	129	250	7	24	9	60
gene-PA3560	NC_002516.2	3988838	3990595	-	1758	336	709	16	52	21	139
gene-PA3561	NC_002516.2	3990597	3991541	-	945	204	395	8	28	9	75
gene-PA3562	NC_002516.2	3991541	3994411	-	2871	480	974	21	69	20	149
gene-PA3563	NC_002516.2	3994739	3995728	+	990	94	174	6	21	6	41
gene-PA3564	NC_002516.2	3995841	3996518	+	678	41	99	3	0	3	12
gene-PA3565	NC_002516.2	3996806	3997726	-	921	41	90	4	11	4	19
gene-PA3566	NC_002516.2	3997822	3998115	+	294	18	18	2	2	3	6
gene-PA3567	NC_002516.2	3998137	3999150	+	1014	52	86	2	10	8	32
gene-PA3568	NC_002516.2	3999208	4001094	-	1887	59	89	8	22	3	32
gene-PA3569	NC_002516.2	4001196	4002092	-	897	59	50	7	12	6	32
gene-PA3570	NC_002516.2	4002108	4003601	-	1494	131	121	22	27	16	59
gene-PA3571	NC_002516.2	4003733	4004656	+	924	40	57	0	5	3	10
gene-PA3572	NC_002516.2	4004783	4004959	+	177	127	122	28	37	29	56
gene-PA3573	NC_002516.2	4004967	4006145	-	1179	179	343	26	30	14	78
gene-PA3574	NC_002516.2	4006510	4007148	+	639	78	141	8	25	4	61
gene-PA3574a	NC_002516.2	4007127	4007324	-	198	47	82	2	11	3	15
gene-PA3575	NC_002516.2	4007507	4008037	+	531	53	81	1	23	5	44
gene-PA3576	NC_002516.2	4008136	4008558	+	423	23	49	3	6	1	11
gene-PA3577	NC_002516.2	4008938	4009051	-	114	44	57	0	3	2	11
gene-PA3578	NC_002516.2	4009542	4010327	-	786	47	118	1	14	6	20
gene-PA3579	NC_002516.2	4010523	4012007	-	1485	225	472	19	45	18	107
gene-PA3580	NC_002516.2	4012071	4012541	-	471	201	451	22	44	12	85
gene-PA3581	NC_002516.2	4012806	4013645	+	840	193	341	13	57	14	83
gene-PA3582	NC_002516.2	4013685	4015202	+	1518	238	463	40	93	23	191
gene-PA3583	NC_002516.2	4015408	4016163	+	756	71	137	8	24	3	34
gene-PA3584	NC_002516.2	4016441	4017979	+	1539	292	435	109	256	54	285
gene-PA3585	NC_002516.2	4018112	4018441	+	330	26	47	1	11	2	16
gene-PA3586	NC_002516.2	4018458	4019444	-	987	39	42	4	4	4	11
gene-PA3587	NC_002516.2	4019743	4020663	+	921	50	86	3	8	5	20
gene-PA3588	NC_002516.2	4020669	4021919	-	1251	21	30	2	1	1	2
gene-PA3589	NC_002516.2	4021972	4023177	-	1206	8	14	0	3	4	3
gene-PA3590	NC_002516.2	4023200	4024732	-	1533	23	40	2	6	5	13
gene-PA3591	NC_002516.2	4024729	4025526	-	798	5	4	0	0	0	2
gene-PA3592	NC_002516.2	4025586	4026773	-	1188	10	9	1	1	3	0
gene-PA3593	NC_002516.2	4026812	4028539	-	1728	49	36	5	5	3	12
gene-PA3594	NC_002516.2	4028653	4029540	+	888	45	43	3	4	2	9
gene-PA3595	NC_002516.2	4029759	4031168	+	1410	41	86	1	8	5	18
gene-PA3596	NC_002516.2	4031165	4032238	-	1074	15	41	4	4	2	7
gene-PA3597	NC_002516.2	4032328	4033650	-	1323	20	38	4	11	5	8
gene-PA3598	NC_002516.2	4033850	4034665	-	816	21	38	3	6	7	15
gene-PA3599	NC_002516.2	4034793	4035578	+	786	100	159	16	27	13	52
gene-PA3600	NC_002516.2	4035606	4035758	-	153	28	25	3	2	2	19
gene-PA3601	NC_002516.2	4035758	4036021	-	264	27	26	8	4	5	22
gene-PA3602	NC_002516.2	4036265	4037875	+	1611	216	286	11	49	16	80
gene-PA3603	NC_002516.2	4037945	4038316	-	372	103	264	3	22	6	45
gene-PA3604	NC_002516.2	4038388	4039041	-	654	207	286	15	58	14	112
gene-PA3605	NC_002516.2	4039174	4040100	+	927	140	188	9	24	8	45
gene-PA3606	NC_002516.2	4040104	4040820	-	717	56	90	5	24	11	32
gene-PA3607	NC_002516.2	4041079	4042170	+	1092	136	174	15	27	13	54
gene-PA3608	NC_002516.2	4042175	4043068	+	894	92	87	8	35	10	51
gene-PA3609	NC_002516.2	4043061	4043831	+	771	52	46	3	11	2	33
gene-PA3610	NC_002516.2	4043920	4044984	+	1065	115	126	5	39	6	59
gene-PA3611	NC_002516.2	4045160	4045570	+	411	75	118	5	23	6	52
gene-PA3612	NC_002516.2	4045589	4045810	+	222	53	100	5	20	4	36
gene-PA3613	NC_002516.2	4045934	4048339	-	2406	207	724	40	37	26	106
gene-PA3614	NC_002516.2	4048519	4049922	+	1404	152	214	35	49	28	75
gene-PA3615	NC_002516.2	4050005	4051075	+	1071	222	447	63	84	41	122
gene-PA3616	NC_002516.2	4051097	4051558	-	462	297	352	63	75	36	192
gene-PA3617	NC_002516.2	4051564	4052604	-	1041	1069	1550	363	472	186	1052
gene-PA3618	NC_002516.2	4052738	4053244	-	507	102	171	5	24	4	41
gene-PA3619	NC_002516.2	4053392	4054399	+	1008	52	65	3	4	5	15
gene-PA3620	NC_002516.2	4054525	4057092	+	2568	448	637	41	126	34	268
gene-PA3621	NC_002516.2	4057159	4057482	+	324	434	566	62	170	49	343
gene-PA3621.1	NC_002516.2	4057543	4057658	-	116	38835	61227	2079	3957	609	10397
gene-PA3622	NC_002516.2	4057909	4058913	-	1005	340	399	51	115	31	186
gene-PA3623	NC_002516.2	4059018	4059911	-	894	442	641	41	109	30	265
gene-PA3624	NC_002516.2	4059957	4060592	-	636	281	366	23	69	24	125
gene-PA3625	NC_002516.2	4060625	4061374	-	750	299	410	15	59	12	131
gene-PA3626	NC_002516.2	4061362	4062429	-	1068	382	618	21	86	15	162
gene-PA3627	NC_002516.2	4062426	4062899	-	474	266	469	26	71	11	94
gene-PA3628	NC_002516.2	4062970	4063821	-	852	97	175	3	19	6	44
gene-PA3629	NC_002516.2	4063875	4064987	-	1113	241	370	27	77	22	117
gene-PA3630	NC_002516.2	4065119	4066027	+	909	19	36	7	6	4	12
gene-PA3631	NC_002516.2	4066103	4067329	+	1227	140	348	16	30	9	107
gene-PA3632	NC_002516.2	4067295	4067543	+	249	148	326	16	23	2	93
gene-PA3633	NC_002516.2	4067604	4068308	-	705	140	290	11	31	14	70
gene-PA3634	NC_002516.2	4068328	4068612	-	285	115	178	15	40	13	63
gene-PA3635	NC_002516.2	4068677	4069966	-	1290	1821	2493	140	542	129	1071
gene-PA3636	NC_002516.2	4070012	4070857	-	846	455	654	54	169	48	324
gene-PA3637	NC_002516.2	4070860	4072488	-	1629	1129	1357	116	362	85	721
gene-PA3638	NC_002516.2	4072659	4073987	-	1329	163	407	11	53	17	98
gene-PA3639	NC_002516.2	4074057	4075007	-	951	740	1883	87	206	63	540
gene-PA3640	NC_002516.2	4075157	4078678	-	3522	1099	1551	111	325	99	685
gene-PA3641	NC_002516.2	4078808	4080223	-	1416	1273	1923	65	293	53	533
gene-PA3642	NC_002516.2	4080440	4081045	-	606	320	620	21	55	13	183
gene-PA3643	NC_002516.2	4081045	4082181	-	1137	490	972	40	124	24	278
gene-PA3644	NC_002516.2	4082185	4082961	-	777	1064	1789	76	283	48	597
gene-PA3645	NC_002516.2	4082958	4083398	-	441	498	926	48	146	27	299
gene-PA3646	NC_002516.2	4083444	4084505	-	1062	1427	2475	91	296	55	661
gene-PA3647	NC_002516.2	4084505	4085011	-	507	769	1206	63	199	40	435
gene-PA3648	NC_002516.2	4085062	4087455	-	2394	2015	2938	139	389	93	1190
gene-PA3649	NC_002516.2	4087526	4088878	-	1353	1028	1668	74	202	39	517
gene-PA3650	NC_002516.2	4088904	4090094	-	1191	1190	1803	63	224	46	518
gene-PA3651	NC_002516.2	4090091	4090906	-	816	760	1266	48	168	52	348
gene-PA3652	NC_002516.2	4090900	4091655	-	756	714	1237	59	191	52	427
gene-PA3653	NC_002516.2	4091671	4092228	-	558	750	1007	57	222	72	525
gene-PA3654	NC_002516.2	4092231	4092968	-	738	527	768	56	163	45	366
gene-PA3655	NC_002516.2	4093167	4094036	-	870	3000	3188	245	909	231	1948
gene-PA3656	NC_002516.2	4094167	4094907	-	741	6980	7522	590	2226	559	5292
gene-PA3657	NC_002516.2	4095172	4095957	+	786	391	575	46	154	41	322
gene-PA3658	NC_002516.2	4096124	4098826	+	2703	198	393	15	53	24	95
gene-PA3659	NC_002516.2	4098844	4100052	+	1209	172	338	11	38	7	87
gene-PA3660	NC_002516.2	4100104	4101849	-	1746	172	338	15	39	8	97
gene-PA3661	NC_002516.2	4102087	4102446	+	360	12	15	3	0	1	3
gene-PA3662	NC_002516.2	4102768	4103061	+	294	161	205	20	39	20	74
gene-PA3663	NC_002516.2	4103076	4103429	-	354	106	189	7	25	8	48
gene-PA3664	NC_002516.2	4103732	4104079	+	348	311	523	21	57	19	115
gene-PA3665	NC_002516.2	4104092	4104715	+	624	122	204	13	13	12	55
gene-PA3666	NC_002516.2	4104745	4105779	+	1035	285	414	14	51	21	112
gene-PA3667	NC_002516.2	4105874	4107079	+	1206	122	182	11	24	16	34
gene-PA3668	NC_002516.2	4107076	4107498	+	423	64	109	7	21	3	25
gene-PA3669	NC_002516.2	4107505	4108485	-	981	128	158	9	19	12	29
gene-PA3670	NC_002516.2	4108489	4110336	-	1848	99	137	8	32	9	32
gene-PA3671	NC_002516.2	4110347	4111081	-	735	45	41	2	13	2	14
gene-PA3672	NC_002516.2	4111078	4112001	-	924	108	133	6	23	10	36
gene-PA3673	NC_002516.2	4112285	4114789	+	2505	247	323	13	73	9	134
gene-PA3674	NC_002516.2	4114933	4115331	+	399	78	97	15	44	6	122
gene-PA3675	NC_002516.2	4115468	4116148	+	681	213	390	14	64	16	107
gene-PA3676	NC_002516.2	4116188	4119265	-	3078	364	1061	38	110	38	239
gene-PA3677	NC_002516.2	4119270	4120373	-	1104	108	359	11	28	12	65
gene-PA3678	NC_002516.2	4120469	4121107	+	639	100	263	17	35	12	68
gene-PA3679	NC_002516.2	4121114	4122391	-	1278	193	326	18	38	4	67
gene-PA3680	NC_002516.2	4122420	4123205	-	786	134	245	11	29	6	47
gene-PA3681	NC_002516.2	4123261	4123956	-	696	154	187	3	40	3	48
gene-PA3682	NC_002516.2	4123961	4124785	-	825	28	41	2	3	0	16
gene-PA3683	NC_002516.2	4124858	4125724	-	867	143	325	7	32	6	88
gene-PA3684	NC_002516.2	4125743	4126090	-	348	134	309	6	30	3	71
gene-PA3685	NC_002516.2	4126164	4126844	-	681	215	538	13	73	10	130
gene-PA3686	NC_002516.2	4126948	4127595	-	648	609	1614	32	129	19	310
gene-PA3687	NC_002516.2	4127756	4130392	-	2637	170	230	16	34	18	55
gene-PA3688	NC_002516.2	4130599	4130943	+	345	38	43	7	14	3	20
gene-PA3689	NC_002516.2	4130952	4131422	-	471	58	85	3	12	7	25
gene-PA3690	NC_002516.2	4131536	4133758	+	2223	346	448	46	148	52	261
gene-PA3691	NC_002516.2	4134138	4134542	+	405	243	442	33	77	34	181
gene-PA3692	NC_002516.2	4134591	4135376	+	786	365	480	63	109	56	279
gene-PA3693	NC_002516.2	4135452	4135973	-	522	81	222	13	19	10	54
gene-PA3694	NC_002516.2	4135970	4136293	-	324	54	113	7	20	8	28
gene-PA3695	NC_002516.2	4136290	4137195	-	906	144	232	9	26	5	46
gene-PA3696	NC_002516.2	4137192	4137938	-	747	92	183	10	13	3	27
gene-PA3697	NC_002516.2	4138007	4139302	-	1296	122	166	12	30	10	43
gene-PA3698	NC_002516.2	4139311	4139862	-	552	120	158	5	21	7	38
gene-PA3699	NC_002516.2	4139959	4140672	-	714	98	145	5	15	5	31
gene-PA3700	NC_002516.2	4140884	4142389	-	1506	571	728	59	235	72	473
gene-PA3701	NC_002516.2	4142570	4143665	-	1096	833	1189	76	250	58	594
gene-PA3702	NC_002516.2	4143788	4144831	-	1044	313	492	19	73	21	103
gene-PA3703	NC_002516.2	4144939	4145946	-	1008	265	455	20	47	9	75
gene-PA3704	NC_002516.2	4145943	4148252	-	2310	316	699	26	59	20	111
gene-PA3705	NC_002516.2	4148249	4148938	-	690	64	140	4	18	3	24
gene-PA3706	NC_002516.2	4148931	4150199	-	1269	158	308	13	32	8	49
gene-PA3707	NC_002516.2	4150196	4150711	-	516	118	274	11	31	10	43
gene-PA3708	NC_002516.2	4150716	4152344	-	1629	415	749	29	92	22	160
gene-PA3709	NC_002516.2	4152611	4154230	-	1620	40	72	5	8	3	18
gene-PA3710	NC_002516.2	4154339	4156012	-	1674	53	84	6	16	8	29
gene-PA3711	NC_002516.2	4156184	4157089	+	906	63	88	6	20	7	33
gene-PA3712	NC_002516.2	4157126	4157821	-	696	59	110	5	21	8	36
gene-PA3713	NC_002516.2	4158143	4160005	+	1863	105	108	4	21	7	28
gene-PA3714	NC_002516.2	4160329	4160970	+	642	15	26	1	3	3	9
gene-PA3715	NC_002516.2	4161091	4161894	+	804	98	138	3	21	6	39
gene-PA3716	NC_002516.2	4161973	4163679	-	1707	550	768	33	117	33	233
gene-PA3717	NC_002516.2	4163890	4164231	+	342	25	58	5	7	1	18
gene-PA3718	NC_002516.2	4164330	4165571	-	1242	40	54	2	2	0	5
gene-PA3719	NC_002516.2	4165719	4165880	-	162	19	17	0	4	0	7
gene-PA3720	NC_002516.2	4165888	4166313	-	426	22	35	3	11	6	19
gene-PA3721	NC_002516.2	4166518	4167159	+	642	175	312	26	44	13	77
gene-PA3722	NC_002516.2	4167172	4167522	-	351	85	192	12	23	6	43
gene-PA3723	NC_002516.2	4167711	4168817	-	1107	88	76	8	27	15	31
gene-PA3724	NC_002516.2	4168987	4170483	-	1497	67	96	9	25	8	34
gene-PA3725	NC_002516.2	4170770	4172485	-	1716	215	345	18	58	22	149
gene-PA3726	NC_002516.2	4172529	4173068	-	540	129	219	7	22	10	59
gene-PA3727	NC_002516.2	4173175	4173867	-	693	80	108	1	9	7	23
gene-PA3728	NC_002516.2	4173886	4179126	-	5241	876	1039	31	103	49	189
gene-PA3729	NC_002516.2	4179276	4181342	-	2067	832	865	29	139	48	223
gene-PA3730	NC_002516.2	4181378	4182019	-	642	190	189	9	47	16	63
gene-PA3731	NC_002516.2	4182075	4182770	-	696	350	380	25	80	41	98
gene-PA3732	NC_002516.2	4182785	4183405	-	621	368	349	23	86	43	83
gene-PA3733	NC_002516.2	4183710	4184939	+	1230	102	160	9	25	9	40
gene-PA3733a	NC_002516.2	4185125	4185481	-	357	34	57	3	21	1	26
gene-PA3734	NC_002516.2	4185522	4186727	+	1206	24	36	2	6	2	13
gene-PA3735	NC_002516.2	4186781	4188190	-	1410	385	395	23	101	22	199
gene-PA3736	NC_002516.2	4188243	4189547	-	1305	512	681	35	101	28	195
gene-PA3737	NC_002516.2	4189761	4190489	-	729	406	667	18	80	18	253
gene-PA3738	NC_002516.2	4190616	4191512	-	897	53	92	2	12	3	27
gene-PA3739	NC_002516.2	4191727	4193562	+	1836	110	214	17	59	10	109
gene-PA3740	NC_002516.2	4193675	4194361	+	687	59	79	4	9	11	21
gene-PA3741	NC_002516.2	4194431	4194856	-	426	160	216	6	28	8	55
gene-PA3742	NC_002516.2	4195008	4195358	-	351	2686	2908	264	803	191	1439
gene-PA3743	NC_002516.2	4195400	4196158	-	759	3947	4869	493	1342	351	2360
gene-PA3744	NC_002516.2	4196165	4196692	-	528	4806	7618	752	2000	451	3943
gene-PA3745	NC_002516.2	4196708	4196959	-	252	5318	9479	605	1490	316	2998
gene-PA3746	NC_002516.2	4197169	4198542	-	1374	1261	2001	135	430	95	834
gene-PA3747	NC_002516.2	4198843	4199643	+	801	280	415	12	60	13	155
gene-PA3748	NC_002516.2	4199656	4200948	+	1293	176	256	11	27	6	75
gene-PA3749	NC_002516.2	4201252	4202565	+	1314	57	179	2	14	3	21
gene-PA3750	NC_002516.2	4202573	4203322	-	750	128	358	6	20	6	57
gene-PA3751	NC_002516.2	4203324	4204505	-	1182	172	403	16	40	11	70
gene-PA3752	NC_002516.2	4204543	4204737	-	195	46	94	1	11	4	28
gene-PA3753	NC_002516.2	4204734	4205258	-	525	201	362	10	40	9	90
gene-PA3754	NC_002516.2	4205296	4205907	-	612	94	153	6	24	5	35
gene-PA3755	NC_002516.2	4206048	4206602	+	555	106	148	6	22	4	32
gene-PA3756	NC_002516.2	4206665	4207165	+	501	246	352	15	65	21	83
gene-PA3757	NC_002516.2	4207408	4208151	+	744	18	30	1	12	4	16
