Orthogroup	CP000029.1	CP001340.1	CP027476.1	CP045224.1	CP045225.1	NC_002516.2	NC_009641.1	NC_017564.1	NC_017565.1	NC_018289.1	NZ_CP059180.1	U00096.3
OG0008165				gene-FTB24_00595								
OG0008166						gene-PA3793						
OG0008167	gene-SERP0352											
OG0008168	gene-SERP1283											
OG0008169		gene-CCNA_01407										
OG0008170						gene-PA4820						
OG0008171												gene-b3068
OG0008172		gene-CCNA_02631										
OG0008173				gene-FTB24_05230								
OG0008174				gene-FTB24_11540								
OG0008175								gene-Y11_RS23495				
OG0008176						gene-PA1711						
OG0008177										gene-MSMEI_RS25035		
OG0008178						gene-PA3684						
OG0008179		gene-CCNA_02942										
OG0008180				gene-FTB24_14725								
OG0008181	gene-SERP2164											
OG0008182										gene-MSMEI_RS11860		
OG0008183										gene-MSMEI_RS06335		
OG0008184						gene-PA1369						
OG0008185				gene-FTB24_02150								
OG0008186						gene-PA4644						
OG0008187								gene-Y11_RS16810				
OG0008188						gene-PA5397						
OG0008189		gene-CCNA_03771										
OG0008190						gene-PA2254						
OG0008191								gene-Y11_RS06475				
OG0008192						gene-PA1664						
OG0008193		gene-CCNA_00380										
OG0008194	gene-SERP1578											
OG0008195										gene-MSMEI_RS32650		
OG0008196										gene-MSMEI_RS00095		
OG0008197						gene-PA0365						
OG0008198				gene-FTB24_05260								
OG0008199										gene-MSMEI_RS33885		
OG0008200								gene-Y11_RS05980				
OG0008201				gene-FTB24_13850								
OG0008202	gene-SERP0971											
OG0008203												gene-b3267
OG0008204										gene-MSMEI_RS24280		
OG0008205						gene-PA2208						
OG0008206										gene-MSMEI_RS03750		
OG0008207						gene-PA1791						
OG0008208								gene-Y11_RS09555				
OG0008209										gene-MSMEI_RS01705		
OG0008210				gene-FTB24_08170								
OG0008211						gene-PA5183a						
OG0008212								gene-Y11_RS11555				
OG0008213						gene-PA0359						
OG0008214						gene-PA1230						
OG0008215		gene-CCNA_02400										
OG0008216										gene-MSMEI_RS12605		
OG0008217						gene-PA2733						
OG0008218										gene-MSMEI_RS01795		
OG0008219										gene-MSMEI_RS05900		
OG0008220										gene-MSMEI_RS25205		
OG0008221			gene-NRS_1986									
OG0008222										gene-MSMEI_RS35185		
OG0008223										gene-MSMEI_RS18520		
OG0008224						gene-PA5043						
OG0008225										gene-MSMEI_RS22750		
OG0008226										gene-MSMEI_RS11910		
OG0008227		gene-CCNA_03313										
OG0008228										gene-MSMEI_RS35570		
OG0008229						gene-PA3499						
OG0008230				gene-FTB24_09750								
OG0008231												gene-b1446
OG0008232										gene-MSMEI_RS36210		
OG0008233										gene-MSMEI_RS23710		
OG0008234						gene-PA3414						
OG0008235								gene-Y11_RS08410				
OG0008236						gene-PA4071						
OG0008237						gene-PA1276						
OG0008238						gene-PA4573						
OG0008239												gene-b2073
OG0008240		gene-CCNA_01632										
OG0008241				gene-FTB24_14300								
OG0008242										gene-MSMEI_RS15655		
OG0008243												gene-b3625
OG0008244							gene-NWMN_RS10400					
OG0008245		gene-CCNA_03199										
OG0008246										gene-MSMEI_RS22725		
OG0008247										gene-MSMEI_RS35430		
OG0008248									gene-Y11_RS21155			
OG0008249				gene-FTB24_12095								
OG0008250		gene-CCNA_02513										
OG0008251										gene-MSMEI_RS26995		
OG0008252		gene-CCNA_03486										
OG0008253												gene-b2332
OG0008254												gene-b1754
OG0008255						gene-PA1026						
OG0008256		gene-CCNA_01929										
OG0008257				gene-FTB24_09395								
OG0008258												gene-b4300
OG0008259		gene-CCNA_03916										
OG0008260						gene-PA1896						
OG0008261										gene-MSMEI_RS30180		
OG0008262				gene-FTB24_08290								
OG0008263												gene-b2642
OG0008264								gene-Y11_RS16800				
OG0008265										gene-MSMEI_RS35300		
OG0008266												gene-b0987
OG0008267										gene-MSMEI_RS32625		
OG0008268										gene-MSMEI_RS32370		
OG0008269										gene-MSMEI_RS30600		
OG0008270	gene-SERP1607											
OG0008271										gene-MSMEI_RS27120		
OG0008272				gene-FTB24_15015								
OG0008273	gene-SERP0593											
OG0008274		gene-CCNA_02026										
OG0008275										gene-MSMEI_RS12905		
OG0008276										gene-MSMEI_RS03415		
OG0008277		gene-CCNA_03570										
OG0008278		gene-CCNA_01868										
OG0008279		gene-CCNA_00494										
OG0008280		gene-CCNA_03377										
OG0008281	gene-SERP1548											
OG0008282	gene-SERP2243											
OG0008283						gene-PA3909						
OG0008284						gene-PA1865						
OG0008285								gene-Y11_RS05325				
OG0008286										gene-MSMEI_RS14365		
OG0008287						gene-PA2464						
OG0008288	gene-SERP0017											
OG0008289								gene-Y11_RS02620				
OG0008290												gene-b0836
OG0008291										gene-MSMEI_RS35820		
OG0008292		gene-CCNA_01489										
OG0008293				gene-FTB24_05485								
OG0008294										gene-MSMEI_RS08975		
OG0008295						gene-PA0585						
OG0008296	gene-SERP2456											
OG0008297				gene-FTB24_13460								
OG0008298										gene-MSMEI_RS10210		
OG0008299												gene-b0024
OG0008300										gene-MSMEI_RS14500		
OG0008301		gene-CCNA_02433										
OG0008302												gene-b3629
OG0008303								gene-Y11_RS12625				
OG0008304				gene-FTB24_01070								
OG0008305										gene-MSMEI_RS32640		
OG0008306										gene-MSMEI_RS03120		
OG0008307					gene-FTB24_19255							
OG0008308										gene-MSMEI_RS02950		
OG0008309										gene-MSMEI_RS20945		
OG0008310		gene-CCNA_03964										
OG0008311						gene-PA4116						
OG0008312		gene-CCNA_02880										
OG0008313				gene-FTB24_13080								
OG0008314							gene-NWMN_RS01485					
OG0008315						gene-PA3544						
OG0008316										gene-MSMEI_RS03810		
OG0008317	gene-SERP1623											
OG0008318				gene-FTB24_04335								
OG0008319								gene-Y11_RS12010				
OG0008320										gene-MSMEI_RS31310		
OG0008321	gene-SERP2135											
OG0008322				gene-FTB24_04135								
OG0008323		gene-CCNA_02159										
OG0008324						gene-PA0541						
OG0008325		gene-CCNA_03252										
OG0008326								gene-Y11_RS08100				
OG0008327												gene-b4675
OG0008328			gene-NRS_1450									
OG0008329						gene-PA0599						
OG0008330	gene-SERP2224											
OG0008331										gene-MSMEI_RS24170		
OG0008332								gene-Y11_RS04485				
OG0008333				gene-FTB24_12395								
OG0008334						gene-PA1830						
OG0008335						gene-PA3441						
OG0008336				gene-FTB24_17570								
OG0008337		gene-CCNA_01510										
OG0008338				gene-FTB24_05625								
OG0008339		gene-CCNA_02262										
OG0008340										gene-MSMEI_RS16460		
OG0008341		gene-CCNA_00499										
OG0008342	gene-SERP2282											
OG0008343						gene-PA2415						
OG0008344						gene-PA1218						
OG0008345										gene-MSMEI_RS21695		
OG0008346		gene-CCNA_01304										
OG0008347						gene-PA4452						
OG0008348	gene-SERP1529											
OG0008349				gene-FTB24_12180								
OG0008350										gene-MSMEI_RS02090		
OG0008351												gene-b3014
OG0008352				gene-FTB24_16575								
OG0008353								gene-Y11_RS00500				
OG0008354	gene-SERP0711											
OG0008355		gene-CCNA_00527										
OG0008356										gene-MSMEI_RS14865		
OG0008357										gene-MSMEI_RS28725		
OG0008358		gene-CCNA_02359										
OG0008359						gene-PA1967						
OG0008360										gene-MSMEI_RS01790		
OG0008361												gene-b2450
OG0008362						gene-PA3906						
OG0008363										gene-MSMEI_RS14200		
OG0008364		gene-CCNA_03934										
OG0008365										gene-MSMEI_RS11785		
OG0008366						gene-PA2755a						
OG0008367		gene-CCNA_00910										
OG0008368		gene-CCNA_00714										
OG0008369				gene-FTB24_10045								
OG0008370		gene-CCNA_02173										
OG0008371								gene-Y11_RS12380				
OG0008372				gene-FTB24_15680								
OG0008373		gene-CCNA_03428										
OG0008374								gene-Y11_RS11495				
OG0008375												gene-b0295
OG0008376												gene-b2112
OG0008377				gene-FTB24_06915								
OG0008378		gene-CCNA_00221										
OG0008379						gene-PA2336						
OG0008380				gene-FTB24_07235								
OG0008381												gene-b1358
OG0008382										gene-MSMEI_RS33910		
OG0008383								gene-Y11_RS11380				
OG0008384				gene-FTB24_10035								
OG0008385									gene-Y11_RS20745			
OG0008386			gene-NRS_1516									
OG0008387	gene-SERP2399											
OG0008388				gene-FTB24_13710								
OG0008389	gene-SERP0983											
OG0008390	gene-SERP2186											
OG0008391										gene-MSMEI_RS35805		
OG0008392		gene-CCNA_02249										
OG0008393						gene-PA1676						
OG0008394						gene-PA0435						
OG0008395						gene-PA3428						
OG0008396						gene-PA1645						
OG0008397						gene-PA4224						
OG0008398				gene-FTB24_09335								
OG0008399						gene-PA1550						
OG0008400	gene-SERP2202											
OG0008401						gene-PA2116						
OG0008402								gene-Y11_RS05935				
OG0008403						gene-PA1040						
OG0008404												gene-b4818
OG0008405										gene-MSMEI_RS31160		
OG0008406		gene-CCNA_03857										
OG0008407		gene-CCNA_03825										
OG0008408		gene-CCNA_03308										
OG0008409										gene-MSMEI_RS31075		
OG0008410										gene-MSMEI_RS27825		
OG0008411				gene-FTB24_17800								
OG0008412						gene-PA4299						
OG0008413						gene-PA3032						
OG0008414										gene-MSMEI_RS29385		
OG0008415	gene-SERP2248											
OG0008416		gene-CCNA_01201										
OG0008417										gene-MSMEI_RS28355		
OG0008418								gene-Y11_RS04950				
OG0008419										gene-MSMEI_RS21110		
OG0008420										gene-MSMEI_RS31290		
OG0008421				gene-FTB24_12945								
OG0008422		gene-CCNA_00866										
OG0008423						gene-PA0135						
OG0008424	gene-SERP2461											
OG0008425		gene-CCNA_02138										
OG0008426										gene-MSMEI_RS29860		
OG0008427						gene-PA4027a						
OG0008428		gene-CCNA_02590										
OG0008429				gene-FTB24_11985								
OG0008430				gene-FTB24_17320								
OG0008431		gene-CCNA_01707										
OG0008432	gene-SERP2341											
OG0008433						gene-PA4817						
OG0008434					gene-FTB24_19395							
OG0008435				gene-FTB24_13490								
OG0008436				gene-FTB24_18610								
OG0008437						gene-PA5502						
OG0008438				gene-FTB24_17270								
OG0008439						gene-PA0098						
OG0008440		gene-CCNA_00589										
OG0008441										gene-MSMEI_RS20675		
OG0008442		gene-CCNA_03403										
OG0008443		gene-CCNA_01087										
OG0008444				gene-FTB24_02300								
OG0008445										gene-MSMEI_RS06205		
OG0008446						gene-PA3681						
OG0008447		gene-CCNA_00578										
OG0008448										gene-MSMEI_RS00225		
OG0008449				gene-FTB24_14550								
OG0008450										gene-MSMEI_RS06210		
OG0008451												gene-b1357
OG0008452										gene-MSMEI_RS31265		
OG0008453		gene-CCNA_00961										
OG0008454										gene-MSMEI_RS30445		
OG0008455										gene-MSMEI_RS04550		
OG0008456		gene-CCNA_00583										
OG0008457	gene-SERP2480											
OG0008458				gene-FTB24_08230								
OG0008459	gene-SERP2063											
OG0008460								gene-Y11_RS10200				
OG0008461										gene-MSMEI_RS35240		
OG0008462				gene-FTB24_09625								
OG0008463				gene-FTB24_16505								
OG0008464										gene-MSMEI_RS15460		
OG0008465				gene-FTB24_16250								
OG0008466										gene-MSMEI_RS01200		
OG0008467												gene-b1137
OG0008468	gene-SERP1561											
OG0008469		gene-CCNA_01964										
OG0008470	gene-SERP0271											
OG0008471				gene-FTB24_05680								
OG0008472												gene-b2001
OG0008473										gene-MSMEI_RS15815		
OG0008474										gene-MSMEI_RS23210		
OG0008475										gene-MSMEI_RS13565		
OG0008476				gene-FTB24_00315								
OG0008477										gene-MSMEI_RS33045		
OG0008478												gene-b1462
OG0008479										gene-MSMEI_RS09315		
OG0008480								gene-Y11_RS04530				
OG0008481										gene-MSMEI_RS01040		
OG0008482						gene-PA3881						
OG0008483		gene-CCNA_02354										
OG0008484						gene-PA1775						
OG0008485										gene-MSMEI_RS09470		
OG0008486										gene-MSMEI_RS02830		
OG0008487										gene-MSMEI_RS15015		
OG0008488										gene-MSMEI_RS09160		
OG0008489				gene-FTB24_11490								
OG0008490										gene-MSMEI_RS21300		
OG0008491										gene-MSMEI_RS27890		
OG0008492										gene-MSMEI_RS31805		
OG0008493				gene-FTB24_15370								
OG0008494		gene-CCNA_01601										
OG0008495												gene-b4668
OG0008496		gene-CCNA_01003										
OG0008497				gene-FTB24_06320								
OG0008498		gene-CCNA_02733										
OG0008499										gene-MSMEI_RS21920		
OG0008500										gene-MSMEI_RS27605		
OG0008501										gene-MSMEI_RS30495		
OG0008502										gene-MSMEI_RS12450		
OG0008503		gene-CCNA_00428										
OG0008504	gene-SERP0502											
OG0008505				gene-FTB24_06925								
OG0008506										gene-MSMEI_RS04650		
OG0008507				gene-FTB24_15990								
OG0008508		gene-CCNA_00297										
OG0008509										gene-MSMEI_RS28605		
OG0008510												gene-b2122
OG0008511		gene-CCNA_01363										
OG0008512		gene-CCNA_03961										
OG0008513		gene-CCNA_03540										
OG0008514										gene-MSMEI_RS33475		
OG0008515						gene-PA0638						
OG0008516		gene-CCNA_01429										
OG0008517										gene-MSMEI_RS30295		
OG0008518				gene-FTB24_07290								
OG0008519				gene-FTB24_03565								
OG0008520		gene-CCNA_00895										
OG0008521						gene-PA0679						
OG0008522								gene-Y11_RS07405				
OG0008523										gene-MSMEI_RS13845		
OG0008524										gene-MSMEI_RS35305		
OG0008525				gene-FTB24_00600								
OG0008526		gene-CCNA_02468										
OG0008527						gene-PA3847						
OG0008528								gene-Y11_RS11995				
OG0008529						gene-PA2817						
OG0008530										gene-MSMEI_RS28125		
OG0008531										gene-MSMEI_RS12220		
OG0008532										gene-MSMEI_RS07450		
OG0008533		gene-CCNA_01221										
OG0008534								gene-Y11_RS15240				
OG0008535						gene-PA3502						
OG0008536										gene-MSMEI_RS23880		
OG0008537										gene-MSMEI_RS32940		
OG0008538				gene-FTB24_10765								
OG0008539		gene-CCNA_00609										
OG0008540												gene-b4686
OG0008541	gene-SERP1656											
OG0008542				gene-FTB24_15030								
OG0008543		gene-CCNA_03401										
OG0008544												gene-b2878
OG0008545						gene-PA0672						
OG0008546				gene-FTB24_17565								
OG0008547		gene-CCNA_01520										
OG0008548						gene-PA4124						
OG0008549										gene-MSMEI_RS11790		
OG0008550				gene-FTB24_11070								
OG0008551				gene-FTB24_04495								
OG0008552				gene-FTB24_02185								
OG0008553	gene-SERP0096											
OG0008554						gene-PA3323						
OG0008555										gene-MSMEI_RS19760		
OG0008556	gene-SERP0584											
OG0008557		gene-CCNA_03339										
OG0008558		gene-CCNA_00371										
OG0008559		gene-CCNA_03943										
OG0008560		gene-CCNA_01597										
OG0008561						gene-PA5273						
OG0008562												gene-b4513
OG0008563						gene-PA0851						
OG0008564										gene-MSMEI_RS02315		
OG0008565										gene-MSMEI_RS12680		
OG0008566						gene-PA2702						
OG0008567										gene-MSMEI_RS12020		
OG0008568						gene-PA0026						
OG0008569								gene-Y11_RS18615				
OG0008570												gene-b3168
OG0008571						gene-PA2191						
OG0008572										gene-MSMEI_RS06415		
