Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA5196	16	39	53	36	host	gene-PA5196
gene-PA2318	10	23	25	10	host	gene-PA2318
gene-PA4567	454	803	710	628	host	rpmA
gene-PA1545	132	332	379	345	host	gene-PA1545
gene-PA2351	2	6	3	1	host	gene-PA2351
gene-PA2234	150	269	232	168	host	pslD
gene-PA3112	250	463	270	259	host	accD
gene-PA0794	42	91	82	88	host	gene-PA0794
gene-PA5386	1	5	6	5	host	cdhA
gene-PA0173	2	3	10	10	host	gene-PA0173
gene-PA2421	1	9	7	11	host	gene-PA2421
gene-PA3993	24	44	36	30	host	gene-PA3993
gene-PA5036	398	817	524	396	host	gltB
gene-PA4198	78	163	128	101	host	gene-PA4198
gene-PA4746.2	2462	3280	2236	1699	host	gene-PA4746.2
gene-PA2284	2	8	7	9	host	gene-PA2284
gene-PA1505	195	388	259	267	host	moaA2
gene-PA0244	13	32	10	20	host	gene-PA0244
gene-PA5308	43	116	93	70	host	lrp
gene-PA1910	13	23	27	28	host	femA
gene-PA0162	38	60	86	70	host	opdC
gene-PA5033	12	21	35	29	host	gene-PA5033
gene-PA3728	945	2107	2192	2024	host	gene-PA3728
gene-PA1360	50	144	156	104	host	gene-PA1360
gene-PA4541.2	394	597	392	300	host	gene-PA4541.2
gene-PA4036	37	99	80	88	host	gene-PA4036
gene-PA0198	5	28	23	20	host	exbB1
gene-PA0250	32	52	51	40	host	gene-PA0250
gene-PA2372	43	137	185	144	host	gene-PA2372
gene-PA3462	18	31	30	26	host	gene-PA3462
gene-PA3463	13	24	25	15	host	gene-PA3463
gene-PA3191	45	88	54	41	host	gene-PA3191
gene-PA0341	150	356	266	241	host	lgt
gene-PA3391	34	87	237	220	host	nosR
gene-PA4281	26	85	84	72	host	sbcD
gene-PA0057	4	18	17	5	host	gene-PA0057
gene-PA0560	32	97	88	70	host	gene-PA0560
gene-PA1629	8	13	19	16	host	gene-PA1629
gene-PA0087	82	168	280	202	host	gene-PA0087
gene-PA4938	331	703	693	607	host	purA
gene-PA1965	38	63	52	50	host	gene-PA1965
gene-PA5150	59	126	103	98	host	gene-PA5150
gene-PA2430	5	12	16	9	host	gene-PA2430
gene-PA2808	0	0	0	3	host	ptrA
gene-PA4464	284	781	909	727	host	ptsN
gene-PA1104	152	262	290	258	host	fliI
gene-PA3781	16	35	39	25	host	gene-PA3781
gene-PA2364	6	24	19	17	host	gene-PA2364
gene-PA3734	12	21	33	41	host	gene-PA3734
gene-PA0689	68	172	223	149	host	gene-PA0689
gene-PA3523	2	25	22	10	host	gene-PA3523
gene-PA3989	82	171	133	109	host	holA
gene-PA4915	15	54	93	77	host	gene-PA4915
gene-PA4149	7	12	13	11	host	gene-PA4149
gene-PA2579	33	92	97	89	host	kynA
gene-PA0525	37	77	75	56	host	gene-PA0525
gene-PA2281	49	71	74	45	host	gene-PA2281
gene-PA1444	68	171	213	225	host	fliN
gene-PA3259	16	56	63	53	host	gene-PA3259
gene-PA2460	39	83	161	156	host	gene-PA2460
gene-PA0369	38	52	56	36	host	gene-PA0369
gene-PA0993	5	13	19	12	host	cupC2
gene-PA3469	18	50	32	34	host	gene-PA3469
gene-PA3565	13	36	33	26	host	gene-PA3565
gene-PA0215	13	42	91	107	host	gene-PA0215
gene-PA3595	8	21	26	19	host	gene-PA3595
gene-PA2308	4	6	5	3	host	gene-PA2308
gene-PA0683	1	7	5	13	host	gene-PA0683
gene-PA4937.2	6503	8565	5257	5275	host	gene-PA4937.2
gene-PA2641	331	795	511	406	host	nuoF
gene-PA1867	9	8	10	5	host	xphA
gene-PA4399	33	81	63	68	host	gene-PA4399
gene-PA3640	558	1321	1246	1067	host	dnaE
gene-PA0603	429	1035	767	702	host	gene-PA0603
gene-PA0357	71	170	152	116	host	mutM
gene-PA2871	10	23	24	17	host	gene-PA2871
gene-PA3470	25	45	59	40	host	gene-PA3470
gene-PA4074	15	37	26	20	host	gene-PA4074
gene-PA1485	4	9	20	25	host	gene-PA1485
gene-PA4383	28	49	61	44	host	gene-PA4383
gene-PA4441	183	471	487	365	host	gene-PA4441
gene-PA3174	3	10	12	18	host	gene-PA3174
gene-PA0355	8	14	13	9	host	pfpI
gene-PA3214	16	42	27	38	host	gene-PA3214
gene-PA4123	18	28	24	23	host	hpcC
gene-F358_gp51	4367	5789	4986	4872	phage	gene-F358_gp51
gene-PA4548	53	117	115	103	host	gene-PA4548
gene-PA4408	483	28626	2211	2189	host	ftsA
gene-PA3929	13	61	61	36	host	cioB
gene-PA5215	96	279	298	253	host	gcvT1
gene-PA1250	12	16	64	26	host	aprI
gene-PA0709	7	13	3	4	host	gene-PA0709
gene-PA0888	153	360	304	281	host	aotJ
gene-PA1933	236	577	754	522	host	gene-PA1933
gene-PA5345	184	388	310	249	host	recG
gene-PA3155	368	753	948	747	host	wbpE
gene-PA2568	34	89	92	73	host	gene-PA2568
gene-PA4761	1513	3116	3325	2113	host	dnaK
gene-PA2449	61	102	153	118	host	gene-PA2449
gene-PA4460	281	876	760	548	host	gene-PA4460
gene-PA0464	97	175	139	140	host	creC
gene-PA3906	82	106	138	109	host	gene-PA3906
gene-PA1170	82	195	171	179	host	gene-PA1170
gene-PA4431	451	904	1719	1584	host	gene-PA4431
gene-PA3752	34	93	62	57	host	gene-PA3752
gene-PA2961	149	281	188	172	host	holB
gene-PA4468	3	8	7	4	host	sodM
gene-PA4054	262	468	172	129	host	ribB
gene-PA5076	111	223	194	158	host	gene-PA5076
gene-PA0128	67	133	151	104	host	gene-PA0128
gene-PA0677	1	14	4	0	host	gene-PA0677
gene-PA3395	9	17	26	5	host	nosY
gene-PA0213	4	2	7	5	host	gene-PA0213
gene-PA3824	177	379	329	280	host	queA
gene-PA5306	12	29	35	27	host	gene-PA5306
gene-PA3670	23	39	40	33	host	gene-PA3670
gene-PA2397	21	57	51	47	host	pvdE
gene-PA3165	98	231	162	125	host	hisC2
gene-PA4421.1	18643	3175	3390	1973	host	rnpB
gene-PA5075	85	220	238	198	host	gene-PA5075
gene-PA2480	44	109	60	41	host	gene-PA2480
gene-PA2216	6	8	9	0	host	gene-PA2216
gene-PA2337	16	44	47	27	host	mtlR
gene-PA2420	9	16	12	9	host	gene-PA2420
gene-PA3085	46	115	86	64	host	gene-PA3085
gene-PA4187	11	23	18	32	host	gene-PA4187
gene-PA3192	66	152	86	53	host	gltR
gene-PA3903	257	627	523	484	host	prfC
gene-PA2894	6	29	27	34	host	gene-PA2894
gene-PA4272.1	217	368	371	305	host	gene-PA4272.1
gene-PA2810	16	19	27	20	host	copS
gene-PA4540	11	16	8	10	host	gene-PA4540
gene-PA4499	139	448	431	367	host	gene-PA4499
gene-PA3556	24	61	38	31	host	arnT
gene-PA2171	1	1	3	3	host	gene-PA2171
gene-PA3246	48	84	67	60	host	rluA
gene-PA0937	198	608	625	594	host	gene-PA0937
gene-PA4288	14	27	43	31	host	gene-PA4288
gene-PA3552	31	84	54	33	host	arnB
gene-PA2741	1269	1498	1451	1285	host	rplT
gene-PA0562	34	88	82	59	host	gene-PA0562
gene-PA0612	6	5	4	5	host	ptrB
gene-PA2919	1	3	3	1	host	gene-PA2919
gene-PA5032	3	8	8	2	host	gene-PA5032
gene-PA0274	3	7	14	10	host	gene-PA0274
gene-PA3876	7	14	52	25	host	narK2
gene-PA1825	27	58	53	31	host	gene-PA1825
gene-PA0004	988	1923	1452	1181	host	gyrB
gene-PA1123	20	76	69	49	host	gene-PA1123
gene-PA5300	370	743	956	784	host	cycB
gene-PA0887.1	9	17	21	19	host	gene-PA0887.1
gene-PA2163	12	15	8	19	host	gene-PA2163
gene-PA1913	96	206	152	166	host	gene-PA1913
gene-PA3388	15	33	20	16	host	gene-PA3388
gene-PA0510	14	23	20	10	host	gene-PA0510
gene-PA0927	26	59	57	44	host	ldhA
gene-PA1138	9	37	34	17	host	gene-PA1138
gene-PA4268	1125	2743	2247	1760	host	rpsL
gene-PA3827	192	473	447	433	host	gene-PA3827
gene-PA3092	15	38	52	28	host	fadH1
gene-PA1687	51	118	132	100	host	speE
gene-PA1188	15	34	32	52	host	gene-PA1188
gene-PA0756	64	119	118	112	host	gene-PA0756
gene-PA0366	25	86	82	72	host	gene-PA0366
gene-PA0013	17	53	54	57	host	gene-PA0013
gene-PA3268	65	123	130	112	host	gene-PA3268
gene-PA4842	119	268	865	185	host	gene-PA4842
gene-PA5512	58	161	122	86	host	mifS
gene-PA0573	14	21	35	19	host	gene-PA0573
gene-PA1404	0	5	7	2	host	gene-PA1404
gene-PA4300	2	14	15	7	host	tadC
gene-PA3709	6	25	23	12	host	gene-PA3709
gene-PA4227	2	18	13	12	host	pchR
gene-PA5529	121	304	292	274	host	gene-PA5529
gene-PA2986	166	330	258	267	host	gene-PA2986
gene-PA0649	95	236	157	110	host	trpG
gene-PA2863	1	5	8	6	host	lipH
gene-PA5361	37	122	120	87	host	phoR
gene-PA4270.1	68	161	343	215	host	gene-PA4270.1
gene-PA4320	580	1270	1302	1109	host	gene-PA4320
gene-PA3284	6	2	11	11	host	gene-PA3284
gene-PA3003	8	46	52	50	host	gene-PA3003
gene-PA0619	14	19	28	23	host	gene-PA0619
gene-PA0590	97	220	174	122	host	apaH
gene-PA3539	49	114	78	81	host	gene-PA3539
gene-PA5329	152	403	510	397	host	gene-PA5329
gene-PA3517	3	10	6	8	host	gene-PA3517
gene-PA1063	19	52	57	50	host	gene-PA1063
gene-PA1020	20	16	22	9	host	gene-PA1020
gene-PA2952	236	449	466	388	host	etfB
gene-PA3015	19	69	75	75	host	gene-PA3015
gene-PA2976	631	1427	1059	897	host	rne
gene-PA1725	36	79	48	34	host	pscL
gene-PA0877	20	68	61	71	host	gene-PA0877
gene-PA4982	11	28	22	28	host	gene-PA4982
gene-PA1422	38	63	62	81	host	gbuR
gene-PA4773	35	64	37	27	host	gene-PA4773
gene-PA1680	21	51	45	49	host	gene-PA1680
gene-PA1466	19	23	29	25	host	gene-PA1466
gene-PA0850	7	18	9	11	host	gene-PA0850
gene-PA0188	4	7	4	8	host	gene-PA0188
gene-PA1960	29	59	56	30	host	gene-PA1960
gene-PA0420	102	285	238	181	host	bioA
gene-PA4881	8	4	9	9	host	gene-PA4881
gene-PA0037	17	43	63	25	host	trpI
gene-PA2640	162	362	252	217	host	nuoE
gene-PA2643	117	316	307	252	host	nuoH
gene-PA0476	24	83	105	115	host	gene-PA0476
gene-PA3962	18	38	38	33	host	gene-PA3962
gene-PA1158	22	79	68	55	host	gene-PA1158
gene-PA3159	723	1080	899	794	host	wbpA
gene-PA1557	110	336	688	584	host	ccoN2
gene-PA2354	4	7	15	9	host	gene-PA2354
gene-PA3156	346	761	1024	794	host	wbpD
gene-PA3124	15	36	47	44	host	gene-PA3124
gene-PA0595	2100	4774	4210	3409	host	ostA
gene-PA0826	32	75	49	27	host	gene-PA0826
gene-PA2770	84	157	172	92	host	gene-PA2770
gene-PA3480	51	164	210	161	host	gene-PA3480
gene-PA0094	79	207	266	289	host	gene-PA0094
gene-PA0861	112	219	262	208	host	gene-PA0861
gene-PA4901	4	21	14	16	host	mdlC
gene-PA2983	104	186	142	129	host	gene-PA2983
gene-PA1590	97	248	195	147	host	braB
gene-PA2392	12	26	26	20	host	pvdP
gene-PA1970	4	15	7	3	host	gene-PA1970
gene-PA4685	60	128	133	97	host	gene-PA4685
gene-PA4152	2	7	6	5	host	gene-PA4152
gene-PA5425	84	226	235	207	host	purK
gene-PA4822	5	26	30	19	host	gene-PA4822
gene-PA5268	50	143	145	99	host	corA
gene-PA4419	108	244	284	216	host	ftsL
gene-PA5327	8	18	19	27	host	gene-PA5327
gene-F358_gp57	1867	2328	1310	1298	phage	gene-F358_gp57
gene-PA1993	31	62	57	39	host	gene-PA1993
gene-PA1536	12	28	28	22	host	gene-PA1536
gene-PA4557	104	201	127	117	host	lytB
gene-PA5051	304	644	626	518	host	argS
gene-PA4411	285	594	600	520	host	murC
gene-PA3281	11	32	34	29	host	gene-PA3281
gene-PA1421	37	79	96	100	host	gbuA
gene-PA4362	4	20	32	19	host	gene-PA4362
gene-PA2134	1	5	6	1	host	gene-PA2134
gene-PA0780	17	41	47	25	host	pruR
gene-PA0645	14	23	44	32	host	gene-PA0645
gene-PA1284	25	28	45	32	host	gene-PA1284
gene-PA0270	3	8	5	10	host	gene-PA0270
gene-PA5335	151	387	288	219	host	gene-PA5335
gene-PA3257	387	924	701	596	host	prc
gene-PA2717	3	4	6	15	host	cpo
gene-PA4120	22	27	16	10	host	gene-PA4120
gene-PA2224	14	33	52	31	host	gene-PA2224
gene-PA1094	934	2019	1993	1669	host	fliD
gene-PA1383	71	171	232	203	host	gene-PA1383
gene-PA2290	200	445	376	281	host	gcd
gene-PA1490	19	61	52	51	host	gene-PA1490
gene-PA3052	47	119	84	68	host	gene-PA3052
gene-PA4404	55	120	109	138	host	gene-PA4404
gene-PA0425	110	305	334	281	host	mexA
gene-PA4791	19	53	45	36	host	gene-PA4791
gene-PA1581	683	1444	1099	871	host	sdhC
gene-PA2238	112	184	238	176	host	pslH
gene-PA3528	107	224	230	259	host	rnt
gene-PA0979	12	16	48	40	host	gene-PA0979
gene-PA2668	29	62	40	30	host	gene-PA2668
gene-PA2877	6	25	41	21	host	gene-PA2877
gene-PA4215	1	2	4	6	host	phzF1
gene-PA2929	1	6	4	11	host	gene-PA2929
gene-PA5200	89	188	195	154	host	amgR
gene-F358_gp24	932	1163	15402	17426	phage	gene-F358_gp24
gene-PA3607	42	109	144	114	host	potA
gene-PA4462	323	781	745	658	host	rpoN
gene-PA3036	5	21	22	32	host	gene-PA3036
gene-PA1688	138	269	287	289	host	gene-PA1688
gene-PA3707	39	98	60	44	host	wspB
gene-PA5267	1	12	24	17	host	hcpB
gene-PA0090	268	517	872	539	host	clpV1
gene-PA1238	1	8	5	5	host	gene-PA1238
gene-PA5291	172	395	386	320	host	gene-PA5291
gene-PA4568	449	809	616	558	host	rplU
gene-PA3073	25	52	42	46	host	gene-PA3073
gene-PA3536	23	55	49	47	host	gene-PA3536
gene-PA1892	9	11	20	31	host	gene-PA1892
gene-PA0376	392	804	578	511	host	rpoH
gene-PA3830	15	39	33	32	host	gene-PA3830
gene-PA2688	8	19	26	23	host	pfeA
gene-PA0377	66	129	67	67	host	gene-PA0377
gene-PA0486	24	78	55	35	host	gene-PA0486
gene-PA4966	154	323	244	217	host	gene-PA4966
gene-PA3095	3	6	1	7	host	xcpZ
gene-PA1632	2	11	58	50	host	kdpF
gene-PA3126	29	51	98	59	host	ibpA
gene-PA0843	8	11	18	17	host	plcR
gene-PA0722	1	3	7	15	host	gene-PA0722
gene-PA3153	198	366	441	369	host	wzx
gene-PA5378	34	68	82	74	host	gene-PA5378
gene-PA2221	27	103	80	58	host	gene-PA2221
gene-PA4628	165	403	270	271	host	lysP
gene-PA4440	82	193	201	269	host	gene-PA4440
gene-PA2240	135	262	254	166	host	pslJ
gene-PA3353	85	183	171	129	host	gene-PA3353
gene-PA3371	5	9	12	5	host	gene-PA3371
gene-PA4396	12	52	27	39	host	gene-PA4396
gene-PA2046	0	4	5	3	host	gene-PA2046
gene-PA2804	2	5	6	7	host	gene-PA2804
gene-PA2317	9	27	29	20	host	gene-PA2317
gene-PA3762	25	69	67	73	host	gene-PA3762
gene-PA2696	9	17	14	8	host	gene-PA2696
gene-PA3020	84	169	165	129	host	gene-PA3020
gene-PA2301	5	14	15	6	host	gene-PA2301
gene-PA0947	423	1017	824	626	host	gene-PA0947
gene-PA1396	82	162	186	121	host	gene-PA1396
gene-PA3002	140	298	312	264	host	mfd
gene-PA4681	5	12	21	17	host	gene-PA4681
gene-PA1951	27	58	40	33	host	gene-PA1951
gene-PA3634	53	121	74	60	host	gene-PA3634
gene-PA2371	10	28	69	42	host	gene-PA2371
gene-PA2110	2	14	14	11	host	gene-PA2110
gene-PA1452	100	258	286	320	host	flhA
gene-PA2837	2	6	6	1	host	gene-PA2837
gene-PA5264	128	386	386	315	host	gene-PA5264
gene-PA4834	6	25	30	31	host	gene-PA4834
gene-PA1790	48	126	174	97	host	gene-PA1790
gene-PA4210	1	2	5	1	host	phzA1
gene-PA4105	1	2	2	2	host	gene-PA4105
gene-PA4840	44	80	143	105	host	gene-PA4840
gene-PA4931	309	666	465	424	host	dnaB
gene-PA2971	386	546	437	382	host	gene-PA2971
gene-PA2057	18	38	39	26	host	gene-PA2057
gene-PA1959	83	203	261	194	host	bacA
gene-PA2085	3	6	4	8	host	gene-PA2085
gene-PA0704	68	150	94	55	host	gene-PA0704
gene-PA0359	16	36	58	64	host	gene-PA0359
gene-PA1436	14	36	37	27	host	gene-PA1436
gene-PA4663	135	227	210	152	host	moeB
gene-PA1578	13	45	42	36	host	gene-PA1578
gene-PA3466	73	181	114	90	host	gene-PA3466
gene-PA0112	13	25	15	19	host	gene-PA0112
gene-PA4039	9	30	27	21	host	gene-PA4039
gene-PA0671	5	9	15	5	host	gene-PA0671
gene-PA2258	21	23	36	23	host	ptxR
gene-PA0605	106	316	169	165	host	gene-PA0605
gene-PA1988	3	12	15	4	host	pqqD
gene-PA1369	75	177	169	125	host	gene-PA1369
gene-PA4458	240	538	463	380	host	gene-PA4458
gene-PA0908	3	12	5	7	host	gene-PA0908
gene-PA3714	5	21	20	5	host	gene-PA3714
gene-PA0849	13	37	66	43	host	trxB2
gene-PA0164	25	61	65	64	host	gene-PA0164
gene-PA4877	3	8	6	3	host	gene-PA4877
gene-PA4980	7	21	28	18	host	gene-PA4980
gene-PA3063	44	94	44	34	host	pelB
gene-PA2148	4	8	5	5	host	gene-PA2148
gene-PA1922	3	12	15	4	host	gene-PA1922
gene-F358_gp88	317	844	1526	1495	phage	gene-F358_gp88
gene-PA2253	78	200	58	68	host	ansA
gene-PA1940	40	90	81	59	host	gene-PA1940
gene-PA1438	14	44	36	24	host	gene-PA1438
gene-PA5445	132	356	138	101	host	gene-PA5445
gene-PA2665	31	71	95	67	host	gene-PA2665
gene-PA1729	26	62	60	56	host	gene-PA1729
gene-PA3263	75	144	135	101	host	gene-PA3263
gene-PA3846	14	27	26	21	host	gene-PA3846
gene-PA4313	74	144	121	114	host	gene-PA4313
gene-PA1103	109	225	304	244	host	gene-PA1103
gene-PA0776	6	10	8	7	host	gene-PA0776
gene-PA1588	895	1381	1436	1216	host	sucC
gene-PA0720	1	11	11	7	host	gene-PA0720
gene-PA2070	7	22	34	27	host	gene-PA2070
gene-PA3175	4	20	6	12	host	gene-PA3175
gene-PA0527	101	235	210	155	host	dnr
gene-PA4004	128	229	199	169	host	gene-PA4004
gene-PA5141	216	550	319	270	host	hisA
gene-PA5017	182	405	318	220	host	gene-PA5017
gene-PA3574	37	81	58	45	host	nalD
gene-PA4616	33	79	82	60	host	gene-PA4616
gene-PA0697	2	5	14	1	host	gene-PA0697
gene-PA2880	4	6	10	9	host	gene-PA2880
gene-PA2092	4	9	7	5	host	gene-PA2092
gene-PA5399	11	7	23	18	host	dgcB
gene-PA4917	20	87	94	97	host	gene-PA4917
gene-PA1575	13	31	27	36	host	gene-PA1575
gene-PA0337	285	693	719	515	host	ptsP
gene-PA0607	106	233	156	117	host	rpe
gene-PA2283	3	11	23	16	host	gene-PA2283
gene-PA4734	27	68	70	62	host	gene-PA4734
gene-PA3606	30	32	49	24	host	gene-PA3606
gene-PA0880	1	2	0	2	host	gene-PA0880
gene-PA1985	3	4	2	1	host	pqqA
gene-PA5270	71	190	160	173	host	gene-PA5270
gene-PA3305.1	383	1110	1088	989	host	phrS
gene-PA1852	247	603	554	447	host	gene-PA1852
gene-PA2291	152	324	230	169	host	gene-PA2291
gene-PA4033	4	7	7	9	host	gene-PA4033
gene-PA2658	62	83	64	77	host	gene-PA2658
gene-PA2120	4	6	5	6	host	gene-PA2120
gene-PA2490	5	16	11	8	host	gene-PA2490
gene-PA1262	11	25	21	17	host	gene-PA1262
gene-PA3736	218	455	359	352	host	hom
gene-PA4369	28	74	81	81	host	gene-PA4369
gene-PA2691	9	40	17	14	host	gene-PA2691
gene-PA1750	248	536	434	429	host	gene-PA1750
gene-PA4762	211	392	480	313	host	grpE
gene-PA3139	246	579	458	372	host	gene-PA3139
gene-PA0172	207	573	504	373	host	gene-PA0172
gene-PA5169	49	98	17	15	host	gene-PA5169
gene-PA1857	48	130	157	151	host	gene-PA1857
gene-PA0395	130	314	232	178	host	pilT
gene-PA0564	8	20	22	21	host	gene-PA0564
gene-PA1211	0	5	1	1	host	gene-PA1211
gene-PA0630	6	16	20	27	host	gene-PA0630
gene-PA2260	1	1	6	2	host	gene-PA2260
gene-PA2898	3	1	0	2	host	gene-PA2898
gene-PA2434	3	5	4	3	host	gene-PA2434
gene-PA2812	51	101	148	73	host	gene-PA2812
gene-PA4862	3	8	2	2	host	gene-PA4862
gene-PA4061	80	169	135	99	host	gene-PA4061
gene-PA1659	17	30	82	38	host	gene-PA1659
gene-PA3374	7	23	26	12	host	gene-PA3374
gene-PA2396	9	35	41	31	host	pvdF
gene-PA4768	171	391	305	233	host	smpB
gene-PA0177	3	9	13	9	host	gene-PA0177
gene-F358_gp02	540	1224	1494	1465	phage	gene-F358_gp02
gene-PA1347	8	13	21	12	host	gene-PA1347
gene-PA3502	2	6	3	2	host	gene-PA3502
gene-PA5434	46	103	75	76	host	mtr
gene-PA3815	137	293	138	134	host	iscR
gene-PA5104	16	27	43	21	host	gene-PA5104
gene-PA2881	2	8	2	7	host	gene-PA2881
gene-PA0522	0	2	2	0	host	gene-PA0522
gene-PA0708	26	49	37	39	host	gene-PA0708
gene-PA2482	149	245	97	77	host	gene-PA2482
gene-PA2629	158	352	355	253	host	purB
gene-PA4532	21	52	47	46	host	gene-PA4532
gene-F358_gp82	1337	2153	1991	1823	phage	gene-F358_gp82
gene-PA1547	19	42	50	47	host	gene-PA1547
gene-PA3858	30	66	54	56	host	gene-PA3858
gene-PA1134	22	27	28	68	host	gene-PA1134
gene-PA1511	86	158	182	124	host	gene-PA1511
gene-PA2174	21	96	119	90	host	gene-PA2174
gene-PA0101	25	34	48	51	host	gene-PA0101
gene-PA0814	0	4	5	1	host	gene-PA0814
gene-PA1218	3	15	15	18	host	gene-PA1218
gene-PA0740	11	28	23	35	host	sdsA1
gene-PA1084	68	163	133	123	host	flgI
gene-PA1478	32	61	57	31	host	gene-PA1478
gene-PA2743	1138	2401	1404	1321	host	infC
gene-PA0715	355	781	613	444	host	gene-PA0715
gene-PA3532	81	150	102	81	host	gene-PA3532
gene-PA4643	19	69	55	83	host	gene-PA4643
gene-PA4028	0	1	1	1	host	gene-PA4028
gene-PA0846	42	120	104	94	host	gene-PA0846
gene-PA5401	2	10	14	12	host	gene-PA5401
gene-PA1282	40	82	96	89	host	gene-PA1282
gene-PA0963	742	1506	1426	1247	host	aspS
gene-PA5071	42	85	62	63	host	gene-PA5071
gene-PA0142	26	66	89	68	host	gene-PA0142
gene-PA2091	2	7	5	15	host	gene-PA2091
gene-PA1012	178	550	516	450	host	gene-PA1012
gene-PA5471	29	84	79	92	host	gene-PA5471
gene-PA2173	0	1	1	2	host	gene-PA2173
gene-PA2254	7	20	16	4	host	pvcA
gene-PA1315	22	66	53	53	host	gene-PA1315
gene-PA2522	4	2	3	4	host	czcC
gene-PA0818	9	9	9	4	host	gene-PA0818
gene-PA3764	185	496	317	314	host	gene-PA3764
gene-PA0345	35	58	77	54	host	gene-PA0345
gene-PA3896	33	66	56	40	host	gene-PA3896
gene-PA1117	21	47	55	44	host	gene-PA1117
gene-PA2437	1	11	5	6	host	gene-PA2437
gene-PA4469	1	1	6	4	host	gene-PA4469
gene-PA5539	3	7	13	2	host	gene-PA5539
gene-F358_gp40	271	502	1367	1406	phage	gene-F358_gp40
gene-PA3630	7	29	24	24	host	gene-PA3630
gene-PA2016	59	276	441	357	host	liuR
gene-PA2968	127	269	304	261	host	fabD
gene-PA5086	33	72	114	68	host	gene-PA5086
gene-PA5371	83	205	156	118	host	gene-PA5371
gene-PA4258	881	1538	1444	1213	host	rplV
gene-PA1263	23	49	63	46	host	gene-PA1263
gene-PA3060	15	28	19	11	host	pelE
gene-PA0700	4	8	4	4	host	gene-PA0700
gene-PA4099	1	6	5	2	host	gene-PA4099
gene-PA2022	23	50	55	29	host	gene-PA2022
gene-PA2601	14	32	38	38	host	gene-PA2601
gene-PA0954	30	90	88	65	host	gene-PA0954
gene-PA0975	141	370	580	493	host	gene-PA0975
gene-PA3823	166	401	332	314	host	tgt
gene-PA1253	2	7	6	18	host	gene-PA1253
gene-PA1844	6	28	20	13	host	gene-PA1844
gene-PA4613	20	60	84	82	host	katB
gene-PA3719	1	9	6	9	host	armR
gene-PA0813	2	12	23	16	host	gene-PA0813
gene-PA2383	24	72	75	69	host	gene-PA2383
gene-PA0955	222	544	383	300	host	gene-PA0955
gene-PA4820	3	0	1	3	host	gene-PA4820
gene-PA1126	56	155	161	110	host	gene-PA1126
gene-PA2499	2	2	1	3	host	gene-PA2499
gene-PA0827	21	50	41	35	host	gene-PA0827
gene-PA4895	2	6	9	2	host	gene-PA4895
gene-PA1397	7	33	25	23	host	gene-PA1397
gene-PA0159	36	90	96	81	host	gene-PA0159
gene-PA3368	56	100	57	72	host	gene-PA3368
gene-PA4218	3	8	3	6	host	gene-PA4218
gene-PA1203	8	17	9	4	host	gene-PA1203
gene-PA0905.3	3744	3535	1723	1739	host	gene-PA0905.3
gene-PA3814	408	822	536	438	host	iscS
gene-PA0305	49	128	85	70	host	gene-PA0305
gene-PA0303	92	214	223	181	host	spuG
gene-PA0714.1	1647	5347	4833	4120	host	phrD
gene-PA0301	109	199	169	119	host	spuE
gene-PA2103	53	115	64	57	host	gene-PA2103
gene-PA5283	51	90	73	84	host	gene-PA5283
gene-PA2044	81	174	159	143	host	gene-PA2044
gene-PA1522	30	84	105	53	host	gene-PA1522
gene-PA1482	56	114	129	94	host	ccmH
gene-PA4000	187	345	336	314	host	gene-PA4000
gene-PA1977	2	13	14	9	host	gene-PA1977
gene-PA1033	35	65	77	44	host	gene-PA1033
gene-PA3810	481	955	525	471	host	hscA
gene-PA3931	2	20	22	25	host	gene-PA3931
gene-PA4200	17	28	21	19	host	gene-PA4200
gene-PA4541.1	3865	4419	3565	4200	host	gene-PA4541.1
gene-PA5149	37	67	75	39	host	gene-PA5149
gene-PA5052	37	87	97	81	host	gene-PA5052
gene-PA0459	8	24	63	46	host	gene-PA0459
gene-PA5523	44	162	159	142	host	gene-PA5523
gene-PA0900	82	206	182	144	host	gene-PA0900
gene-PA4551	13	26	30	32	host	pilV
gene-PA0077	269	581	727	576	host	icmF1
gene-PA1023	12	20	16	21	host	gene-PA1023
gene-PA1338	107	203	115	87	host	ggt
gene-PA2169	0	4	7	3	host	gene-PA2169
gene-PA3790	68	148	131	129	host	oprC
gene-PA3434	24	33	31	43	host	gene-PA3434
gene-PA0875	45	81	86	84	host	gene-PA0875
gene-PA2823	75	164	174	171	host	gene-PA2823
gene-PA4849	64	135	170	116	host	gene-PA4849
gene-PA0378	41	125	128	92	host	gene-PA0378
gene-PA4347	32	55	76	54	host	gene-PA4347
gene-PA2943	16	22	28	26	host	gene-PA2943
gene-PA3161	44	106	96	64	host	himD
gene-PA4253	1055	1619	1400	1150	host	rplN
gene-PA2930	52	159	155	148	host	gene-PA2930
gene-PA3448	3	2	2	1	host	gene-PA3448
gene-PA1795	518	922	982	808	host	cysS
gene-PA0453	10	30	15	13	host	gene-PA0453
gene-PA2020	49	107	90	66	host	gene-PA2020
gene-PA3546	3	6	6	1	host	algX
gene-PA0412	346	648	593	418	host	pilK
gene-PA3488	28	33	34	29	host	gene-PA3488
gene-PA1025	10	13	13	18	host	gene-PA1025
gene-PA5470	30	65	45	41	host	gene-PA5470
gene-PA1393	6	36	19	21	host	cysC
gene-PA4100	4	11	14	5	host	gene-PA4100
