Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA2946	75	89	134	193	host	gene-PA2946
gene-PA0826	94	48	77	107	host	gene-PA0826
gene-PA5514	47	18	47	79	host	gene-PA5514
mifR	150	80	131	202	host	mifR
gene-PA0864	20	16	24	34	host	gene-PA0864
gene-PA3938	7	11	19	19	host	gene-PA3938
gene-PA3602	79	82	161	158	host	gene-PA3602
gene-JG005_00112	1351	1391	1483	1863	phage	gene-JG005_00112
gene-PA4150	16	9	15	27	host	gene-PA4150
pscO	66	50	28	57	host	pscO
gene-PA3228	117	77	151	186	host	gene-PA3228
fliC	2966	2194	3480	4689	host	fliC
gene-PA3034	37	28	51	74	host	gene-PA3034
trpB	120	108	209	250	host	trpB
gene-PA4398	111	52	106	137	host	gene-PA4398
gene-PA0360	86	84	145	181	host	gene-PA0360
gene-PA0239	41	34	66	83	host	gene-PA0239
gene-PA1143	6	1	5	2	host	gene-PA1143
prc	821	570	762	1201	host	prc
gene-PA4651	4	2	9	5	host	gene-PA4651
gene-PA3727	323	231	788	1405	host	gene-PA3727
rpsQ	549	597	517	734	host	rpsQ
gene-PA4461	700	482	854	1302	host	gene-PA4461
lon	1228	908	1169	1784	host	lon
gene-PA3932	15	9	23	53	host	gene-PA3932
cobL	59	22	59	71	host	cobL
hisD	254	166	237	325	host	hisD
gene-PA0473	21	19	19	29	host	gene-PA0473
ambD	11	11	21	16	host	ambD
gene-PA1751	53	36	67	73	host	gene-PA1751
pgi	209	138	232	264	host	pgi
gene-PA3174	12	9	11	15	host	gene-PA3174
gene-PA5475	94	113	191	305	host	gene-PA5475
gene-JG005_00092	2378	2427	2656	3423	phage	gene-JG005_00092
nosL	20	15	8	14	host	nosL
gene-PA3177	65	37	125	160	host	gene-PA3177
gene-PA0422	67	86	125	124	host	gene-PA0422
gene-PA2718	37	26	56	70	host	gene-PA2718
msbA	849	544	621	843	host	msbA
gene-PA1434	36	28	78	88	host	gene-PA1434
gene-PA0541	86	63	149	231	host	gene-PA0541
gene-PA3202	86	56	82	144	host	gene-PA3202
gene-PA0276	13	12	40	36	host	gene-PA0276
gene-PA2535	20	22	36	32	host	gene-PA2535
gene-PA5249	90	57	114	161	host	gene-PA5249
gene-PA5298	181	120	211	249	host	gene-PA5298
gbuR	48	52	58	92	host	gbuR
gene-PA1741	53	25	34	36	host	gene-PA1741
gene-PA0905.3	2166	3428	3639	4186	host	gene-PA0905.3
atpB	2213	1648	2842	3600	host	atpB
gene-PA0452	7	7	14	26	host	gene-PA0452
gene-PA1830	102	112	132	147	host	gene-PA1830
toxA	22	8	18	20	host	toxA
gene-PA2657	60	50	66	97	host	gene-PA2657
gene-PA0351	92	57	134	194	host	gene-PA0351
gene-PA2805	84	64	116	161	host	gene-PA2805
bfrA	46	34	56	87	host	bfrA
gene-PA1981	2	0	2	1	host	gene-PA1981
panD	46	30	47	56	host	panD
gene-PA4434	46	37	68	80	host	gene-PA4434
rplM	1143	890	1073	1559	host	rplM
gene-PA3680	58	54	81	87	host	gene-PA3680
gene-PA4531	33	16	20	38	host	gene-PA4531
moeA1	24	15	84	109	host	moeA1
gene-PA0216	6	12	26	38	host	gene-PA0216
gene-PA4037	10	6	20	12	host	gene-PA4037
gene-PA0113	37	39	66	97	host	gene-PA0113
hflC	794	527	925	945	host	hflC
gene-PA2203	15	13	38	44	host	gene-PA2203
gene-PA0285	280	156	203	325	host	gene-PA0285
gene-PA3400	61	31	48	74	host	gene-PA3400
pcrG	53	58	43	67	host	pcrG
gene-PA1209	48	40	70	103	host	gene-PA1209
bfiR	39	35	99	142	host	bfiR
phzB2	3	7	7	10	host	phzB2
glmU	316	182	291	300	host	glmU
chpD	40	18	23	40	host	chpD
dnaX	1047	717	900	1129	host	dnaX
ftsK	1338	862	1296	1806	host	ftsK
gene-PA0115	53	31	47	77	host	gene-PA0115
gene-JG005_00142	2117	1474	8394	7775	phage	gene-JG005_00142
ampR	32	26	61	57	host	ampR
gene-PA5090	76	44	86	99	host	gene-PA5090
gene-PA0306	42	40	54	58	host	gene-PA0306
gene-PA3294	87	66	147	152	host	gene-PA3294
gene-PA1941	140	124	190	227	host	gene-PA1941
betC	41	40	63	91	host	betC
zwf	362	205	352	621	host	zwf
oprE	510	336	412	507	host	oprE
bfiS	51	45	84	113	host	bfiS
gene-PA4277.3	3374	4203	3143	3062	host	gene-PA4277.3
gene-PA2207	19	17	21	12	host	gene-PA2207
gene-PA3284	5	4	16	13	host	gene-PA3284
gene-PA0725	0	0	4	9	host	gene-PA0725
cysS	919	530	898	1080	host	cysS
pscC	375	263	181	220	host	pscC
gene-PA3460	8	13	21	28	host	gene-PA3460
phzD1	1	4	3	2	host	phzD1
gene-PA3133.3	253	228	265	328	host	gene-PA3133.3
gene-PA3539	86	62	119	150	host	gene-PA3539
gene-PA2762	5	9	10	15	host	gene-PA2762
gene-PA1921	3	2	6	9	host	gene-PA1921
nalD	95	51	65	99	host	nalD
soj	515	320	454	652	host	soj
gene-PA2039	52	37	68	91	host	gene-PA2039
gene-PA0735	60	56	65	125	host	gene-PA0735
gene-PA0015	149	76	227	197	host	gene-PA0015
gene-PA0121	8	12	16	13	host	gene-PA0121
infA	161	112	161	227	host	infA
gene-PA3818	330	219	526	704	host	gene-PA3818
acoB	15	12	19	27	host	acoB
gene-PA2945	113	69	142	174	host	gene-PA2945
gene-PA0338	115	49	129	164	host	gene-PA0338
gene-PA2540	153	127	170	301	host	gene-PA2540
flgL	595	395	498	670	host	flgL
gene-PA0166	23	16	30	31	host	gene-PA0166
gene-PA0753	156	127	67	86	host	gene-PA0753
gene-PA1940	76	59	89	120	host	gene-PA1940
gene-PA0494	90	41	46	57	host	gene-PA0494
dinB	150	105	231	227	host	dinB
gene-PA5528	237	159	268	370	host	gene-PA5528
gene-PA1404	2	3	4	4	host	gene-PA1404
moaE	15	13	28	55	host	moaE
gene-PA3960	32	21	24	37	host	gene-PA3960
xylL	4	4	0	5	host	xylL
gene-PA2869	55	50	74	124	host	gene-PA2869
gene-PA0418	149	97	170	205	host	gene-PA0418
gene-JG005_00132	5693	4330	6367	7853	phage	gene-JG005_00132
gene-PA0533	47	36	45	73	host	gene-PA0533
gene-PA3053	37	26	33	53	host	gene-PA3053
phoR	74	60	118	160	host	phoR
gene-PA5306	16	26	42	67	host	gene-PA5306
gene-PA5540	13	5	10	23	host	gene-PA5540
str	17	17	24	46	host	str
gene-PA3842	37	32	52	43	host	gene-PA3842
gene-PA3076	61	35	72	58	host	gene-PA3076
gene-PA2355	5	1	8	14	host	gene-PA2355
gene-PA3019	361	227	424	514	host	gene-PA3019
azoR2	12	8	24	24	host	azoR2
gene-PA4323	393	243	436	683	host	gene-PA4323
gene-JG024_gp46	108	140	2167	2855	phage	gene-JG024_gp46
gene-PA4913	25	16	19	28	host	gene-PA4913
gene-PA0797	58	33	65	73	host	gene-PA0797
gene-PA0334	99	72	105	167	host	gene-PA0334
gene-PA0922	277	185	386	424	host	gene-PA0922
gene-PA1196	100	85	154	236	host	gene-PA1196
ppyR	16	24	89	135	host	ppyR
gene-JG024_gp51	2915	3336	5466	8154	phage	gene-JG024_gp51
gene-PA0719	16	3	22	19	host	gene-PA0719
gene-PA2097	6	7	9	18	host	gene-PA2097
rsaL	189	194	275	388	host	rsaL
gene-PA0621	50	29	60	65	host	gene-PA0621
amiE	47	45	44	102	host	amiE
pelE	31	27	27	28	host	pelE
gene-JG024_gp44	457	424	2715	3747	phage	gene-JG024_gp44
hcnC	29	19	56	87	host	hcnC
ccmF	719	522	866	1106	host	ccmF
gene-PA3534	34	11	23	35	host	gene-PA3534
gene-PA2032	75	48	100	150	host	gene-PA2032
gene-PA0387	98	99	95	135	host	gene-PA0387
gene-PA1263	40	33	63	104	host	gene-PA1263
gene-PA2361	32	15	42	45	host	gene-PA2361
catC	0	2	3	3	host	catC
gene-PA5295	412	255	384	521	host	gene-PA5295
gene-PA3071	77	62	66	116	host	gene-PA3071
bglX	242	161	176	238	host	bglX
gene-PA0378	84	73	145	187	host	gene-PA0378
gene-PA2797	217	148	237	337	host	gene-PA2797
gene-PA2140	0	1	0	0	host	gene-PA2140
gene-PA5064	183	116	219	255	host	gene-PA5064
gene-PA0731	92	71	138	167	host	gene-PA0731
gene-JG005_00008	706	758	799	1115	phage	gene-JG005_00008
gene-PA5474	207	160	292	331	host	gene-PA5474
gene-PA0537	46	48	68	123	host	gene-PA0537
gene-PA4489	819	538	862	1096	host	gene-PA4489
gene-PA3923	50	44	60	86	host	gene-PA3923
gene-PA0666	253	180	386	501	host	gene-PA0666
gene-PA0333	127	72	141	177	host	gene-PA0333
gene-PA1728	16	21	38	57	host	gene-PA1728
gene-PA2021	30	22	41	39	host	gene-PA2021
trpI	25	15	55	65	host	trpI
gene-PA1809	144	113	181	245	host	gene-PA1809
gene-JG005_00099_gene_prs	5322	5644	6107	7411	phage	gene-JG005_00099_gene_prs
copS	18	17	23	47	host	copS
katN	13	9	26	17	host	katN
gene-PA3139.1	16531	16321	31987	23721	host	gene-PA3139.1
fepD	5	1	5	6	host	fepD
gene-PA0468	51	29	73	76	host	gene-PA0468
prfB	648	413	600	743	host	prfB
gene-PA4361	50	24	73	76	host	gene-PA4361
gene-PA5294	53	37	61	77	host	gene-PA5294
gene-PA1881	6	6	4	3	host	gene-PA1881
gene-PA4496	410	286	443	462	host	gene-PA4496
gene-JG024_gp50	5819	6982	9235	13016	phage	gene-JG024_gp50
gene-PA0496	60	48	53	64	host	gene-PA0496
priA	137	109	134	173	host	priA
gene-JG005_00111	2574	2277	2565	3522	phage	gene-JG005_00111
mmsB	3	4	9	5	host	mmsB
gene-PA1258	8	6	5	14	host	gene-PA1258
gene-PA2701	12	5	15	18	host	gene-PA2701
gene-PA5348	73	55	80	130	host	gene-PA5348
pcaQ	34	11	58	60	host	pcaQ
gene-PA1040	64	68	119	141	host	gene-PA1040
gene-PA3172	97	63	131	162	host	gene-PA3172
gcvP1	95	69	107	162	host	gcvP1
gene-PA0014	10	8	43	42	host	gene-PA0014
gene-PA1188	36	22	46	57	host	gene-PA1188
gene-PA0545	62	58	219	281	host	gene-PA0545
gene-PA4320	1093	660	1062	1529	host	gene-PA4320
gene-PA2736.1	618	1028	715	823	host	gene-PA2736.1
gene-JG024_gp72	130	102	232	292	phage	gene-JG024_gp72
xcpY	56	23	50	60	host	xcpY
gene-PA0938	601	492	795	1096	host	gene-PA0938
valS	899	557	692	984	host	valS
gene-PA2793	175	108	200	296	host	gene-PA2793
gene-PA0562	103	58	137	128	host	gene-PA0562
xdhA	56	41	50	72	host	xdhA
gene-PA4170	41	29	40	66	host	gene-PA4170
nosZ	92	86	47	72	host	nosZ
gene-PA3348	223	182	289	391	host	gene-PA3348
psrA	310	285	730	893	host	psrA
gene-JG005_00020	1106	921	1538	2188	phage	gene-JG005_00020
gene-JG024_gp67	4788	5355	25837	36960	phage	gene-JG024_gp67
cysB	254	217	329	474	host	cysB
gene-PA3486	114	75	164	191	host	gene-PA3486
gene-PA5135	85	51	91	94	host	gene-PA5135
gene-PA1005	199	134	252	309	host	gene-PA1005
gene-JG005_00049	1659	1066	27001	26089	phage	gene-JG005_00049
gene-PA0252	19	6	14	11	host	gene-PA0252
gene-PA1603	16	9	28	47	host	gene-PA1603
gene-PA4713	14	28	47	49	host	gene-PA4713
rnt	228	125	265	343	host	rnt
gene-PA3073	51	42	58	77	host	gene-PA3073
gene-PA4004	259	165	193	268	host	gene-PA4004
gene-PA3170	171	106	178	239	host	gene-PA3170
gene-PA0120	11	14	14	25	host	gene-PA0120
gene-PA3259	47	33	67	83	host	gene-PA3259
kynA	67	35	83	110	host	kynA
rbsB	239	211	357	396	host	rbsB
mutM	117	109	156	213	host	mutM
gene-PA3808	216	151	154	206	host	gene-PA3808
gene-PA4298	1	3	1	3	host	gene-PA4298
gene-PA0644	61	31	70	110	host	gene-PA0644
gene-JG005_00161	3552	2702	4060	6154	phage	gene-JG005_00161
gene-PA3734	22	27	33	40	host	gene-PA3734
gene-PA4425	164	106	180	239	host	gene-PA4425
gene-PA1152	11	6	16	27	host	gene-PA1152
gene-PA5384	3	1	1	2	host	gene-PA5384
rrmA	100	113	105	157	host	rrmA
gene-PA2912	8	12	15	14	host	gene-PA2912
gene-PA4288	35	33	31	51	host	gene-PA4288
gene-PA0088	373	250	483	576	host	gene-PA0088
narK1	30	34	151	272	host	narK1
mgtE	1297	726	1061	1340	host	mgtE
gene-PA5085	57	33	52	83	host	gene-PA5085
serC	468	293	405	527	host	serC
gene-PA0925	157	111	188	248	host	gene-PA0925
nadB	600	392	625	880	host	nadB
gene-PA0202	33	21	59	81	host	gene-PA0202
gene-PA5269	44	33	50	97	host	gene-PA5269
gene-PA2078	11	15	25	31	host	gene-PA2078
gene-PA5424	44	39	77	78	host	gene-PA5424
gene-PA5316.1	676	579	765	1060	host	gene-PA5316.1
gene-PA4279	242	186	239	275	host	gene-PA4279
gene-PA1790	110	60	136	217	host	gene-PA1790
gene-PA2089	39	30	57	85	host	gene-PA2089
gene-PA3596	4	3	11	20	host	gene-PA3596
gene-PA3660	104	68	126	144	host	gene-PA3660
gene-PA1195	25	21	40	28	host	gene-PA1195
gene-PA5080	186	124	239	275	host	gene-PA5080
gatC	236	136	176	272	host	gatC
gene-PA4338	64	57	87	120	host	gene-PA4338
flhF	313	241	407	658	host	flhF
gene-PA1869	30	22	25	30	host	gene-PA1869
gene-PA0011	107	96	184	216	host	gene-PA0011
pheC	27	23	43	50	host	pheC
exbD2	5	0	7	4	host	exbD2
fabA	427	274	289	422	host	fabA
gene-PA3304	19	18	30	31	host	gene-PA3304
gene-PA3723	13	6	24	34	host	gene-PA3723
oprC	96	89	110	156	host	oprC
gene-PA2819.2	710	1028	515	541	host	gene-PA2819.2
fdnG	1010	636	556	913	host	fdnG
gene-PA2716	12	4	14	16	host	gene-PA2716
exaC	19	8	19	25	host	exaC
gene-PA2281	66	37	75	91	host	gene-PA2281
gene-PA1470	3	8	10	16	host	gene-PA1470
gene-PA4638	26	20	27	36	host	gene-PA4638
speC	254	165	329	410	host	speC
gene-PA2374	2	0	6	5	host	gene-PA2374
gene-PA1135	19	12	17	18	host	gene-PA1135
gene-PA2811	47	40	66	100	host	gene-PA2811
arr	131	85	170	254	host	arr
gene-PA3964	16	10	31	25	host	gene-PA3964
gene-PA1185	4	5	1	10	host	gene-PA1185
gene-PA1224	16	11	18	14	host	gene-PA1224
lldA	37	32	82	110	host	lldA
pscU	79	56	38	63	host	pscU
gene-JG005_00089	2044	1995	2070	2364	phage	gene-JG005_00089
fimV	1200	811	1322	1690	host	fimV
minC	173	119	203	230	host	minC
gene-PA3316	18	17	26	33	host	gene-PA3316
gene-JG024_gp27	156	142	4140	6801	phage	gene-JG024_gp27
gene-PA5409	89	64	107	146	host	gene-PA5409
gene-PA5459	81	69	56	71	host	gene-PA5459
gene-PA0222	12	11	20	22	host	gene-PA0222
gene-PA1324.1	30	26	55	83	host	gene-PA1324.1
fecA	100	87	163	180	host	fecA
cobN	255	145	217	237	host	cobN
phrS	712	743	1217	2162	host	phrS
popB	240	209	166	251	host	popB
gene-PA1245	30	24	33	67	host	gene-PA1245
gene-PA4105	1	0	2	2	host	gene-PA4105
gene-PA2803	3	1	8	4	host	gene-PA2803
lpdG	565	451	542	748	host	lpdG
gene-PA2138	8	2	12	24	host	gene-PA2138
gene-PA1132	148	89	158	165	host	gene-PA1132
gene-PA2043	91	88	76	91	host	gene-PA2043
gene-PA2581.1	1109	732	1221	1412	host	gene-PA2581.1
gene-PA3913	26	22	57	55	host	gene-PA3913
gene-PA1933	546	412	907	1100	host	gene-PA1933
gene-PA4635	26	14	71	72	host	gene-PA4635
bfmS	28	8	25	29	host	bfmS
gene-PA3839	111	105	232	311	host	gene-PA3839
gene-PA4136	17	9	31	27	host	gene-PA4136
gene-JG005_00058	2787	1861	9743	10928	phage	gene-JG005_00058
gene-PA3889	9	15	39	46	host	gene-PA3889
gene-PA4038	5	6	3	14	host	gene-PA4038
gene-PA1645	43	31	45	71	host	gene-PA1645
cysG	315	155	315	382	host	cysG
gene-PA2605	28	21	28	34	host	gene-PA2605
gene-PA3295	60	44	56	72	host	gene-PA3295
gene-PA1468	16	8	10	21	host	gene-PA1468
gene-PA0243	51	20	65	70	host	gene-PA0243
gene-JG005_00062	2906	2714	9229	10849	phage	gene-JG005_00062
nqrD	387	229	312	356	host	nqrD
nqrF	407	235	355	533	host	nqrF
gene-PA5508	254	184	188	279	host	gene-PA5508
gene-PA2930	81	92	110	177	host	gene-PA2930
gene-PA4166	4	3	1	4	host	gene-PA4166
gene-PA1350	9	5	18	32	host	gene-PA1350
gene-PA1617	67	55	121	182	host	gene-PA1617
gene-PA2199	111	64	85	124	host	gene-PA2199
gene-PA1924	3	3	6	3	host	gene-PA1924
aroP1	331	190	284	381	host	aroP1
gpuP	20	12	21	31	host	gpuP
gene-PA2448	33	28	50	43	host	gene-PA2448
gene-PA3178	58	44	84	129	host	gene-PA3178
gene-PA0191	27	18	27	26	host	gene-PA0191
gene-PA1031	273	191	420	457	host	gene-PA1031
bioB	118	72	72	130	host	bioB
gene-PA0861	193	136	282	298	host	gene-PA0861
gene-PA0802	8	12	12	18	host	gene-PA0802
gene-PA2815	57	43	91	149	host	gene-PA2815
gene-PA5505	333	214	289	407	host	gene-PA5505
gene-PA4712	24	19	41	48	host	gene-PA4712
gene-PA1233	4	4	18	22	host	gene-PA1233
ftsH	1303	918	1316	1859	host	ftsH
gene-JG005_00182	8635	7714	25850	28593	phage	gene-JG005_00182
gene-PA4558	118	83	106	172	host	gene-PA4558
gene-PA5494	145	154	363	478	host	gene-PA5494
gene-JG005_00001	1029	1231	1209	1542	phage	gene-JG005_00001
gene-PA2323	106	148	157	245	host	gene-PA2323
gene-PA2116	42	24	50	47	host	gene-PA2116
rplN	1133	895	799	1151	host	rplN
gene-PA3036	21	9	37	31	host	gene-PA3036
moaC	31	32	49	80	host	moaC
gene-PA3854	39	23	33	64	host	gene-PA3854
gene-PA2316	18	35	48	49	host	gene-PA2316
gene-PA4937.1	4134	4585	3773	3985	host	gene-PA4937.1
gene-PA1535	57	43	80	116	host	gene-PA1535
gene-PA0503	24	17	32	37	host	gene-PA0503
gene-PA0990	22	18	43	79	host	gene-PA0990
gene-PA2365	7	3	16	26	host	gene-PA2365
gene-PA2733	134	96	213	321	host	gene-PA2733
gene-PA4467	11	8	10	18	host	gene-PA4467
gene-PA4387	103	70	133	159	host	gene-PA4387
gene-PA0722	3	8	10	13	host	gene-PA0722
gene-PA0747	41	42	93	101	host	gene-PA0747
gene-PA4111	17	13	20	26	host	gene-PA4111
gene-PA1602	8	19	8	27	host	gene-PA1602
fadH1	27	26	55	65	host	fadH1
gene-PA5079	45	39	69	80	host	gene-PA5079
gene-PA5431	22	25	23	33	host	gene-PA5431
gene-PA5314	84	86	144	197	host	gene-PA5314
gene-PA0065	65	60	106	160	host	gene-PA0065
gene-PA2499	1	1	1	8	host	gene-PA2499
gene-PA4097	5	3	5	11	host	gene-PA4097
gene-PA5159	41	22	55	65	host	gene-PA5159
gene-PA0665	264	175	273	372	host	gene-PA0665
gene-PA0820	204	157	242	391	host	gene-PA0820
gene-PA5218	16	14	39	56	host	gene-PA5218
gene-PA1503	12	4	5	10	host	gene-PA1503
gene-PA0368	144	97	179	199	host	gene-PA0368
gene-PA1390	44	32	60	62	host	gene-PA1390
gene-PA2121	15	5	24	32	host	gene-PA2121
dauR	62	44	66	101	host	dauR
gene-PA0730	371	161	558	664	host	gene-PA0730
cc4	733	514	1240	1529	host	cc4
gene-PA3285	134	80	99	139	host	gene-PA3285
gene-PA5480	23	32	55	93	host	gene-PA5480
gene-PA4818	15	8	12	33	host	gene-PA4818
exbD1	26	30	51	53	host	exbD1
gene-PA0912	9	1	13	22	host	gene-PA0912
toxR	34	20	17	22	host	toxR
gene-PA0655	95	61	107	164	host	gene-PA0655
gene-PA5478	209	159	253	382	host	gene-PA5478
tig	1781	1427	1666	2333	host	tig
gene-JG005_00029	2252	1670	12304	13226	phage	gene-JG005_00029
gene-PA5290	63	46	92	137	host	gene-PA5290
gene-PA5551	120	118	252	279	host	gene-PA5551
gene-PA2103	63	64	104	115	host	gene-PA2103
gene-PA0146	15	8	26	18	host	gene-PA0146
gene-PA3469	43	22	46	88	host	gene-PA3469
pvdE	39	26	45	94	host	pvdE
dgkA	71	44	125	108	host	dgkA
gene-PA0891	336	268	187	297	host	gene-PA0891
gene-PA3434	32	18	32	45	host	gene-PA3434
gene-PA5488	408	258	322	500	host	gene-PA5488
mdcA	47	33	49	56	host	mdcA
spuD	307	260	279	392	host	spuD
dapE	251	145	217	302	host	dapE
aroE	71	58	90	115	host	aroE
gene-PA2672	10	7	2	13	host	gene-PA2672
gene-PA3756	109	86	163	209	host	gene-PA3756
gene-PA5446	133	110	401	487	host	gene-PA5446
gene-PA0822	121	114	169	266	host	gene-PA0822
fdnI	79	78	99	129	host	fdnI
gene-PA1396	198	88	193	236	host	gene-PA1396
bphP	220	134	180	281	host	bphP
gene-JG024_gp70	1136	1118	4203	7426	phage	gene-JG024_gp70
gene-PA0989	59	50	89	109	host	gene-PA0989
gene-PA5445	276	192	145	215	host	gene-PA5445
gene-PA5498	184	119	243	259	host	gene-PA5498
gene-PA3906	109	79	104	144	host	gene-PA3906
gene-JG005_00186	3534	3374	6233	9055	phage	gene-JG005_00186
pgsA	229	125	216	272	host	pgsA
gene-PA4775	59	34	64	104	host	gene-PA4775
gene-PA5491	598	364	622	877	host	gene-PA5491
gene-PA2224	19	16	48	67	host	gene-PA2224
pdxJ	146	115	149	215	host	pdxJ
gene-PA4817	9	10	10	9	host	gene-PA4817
gene-PA1509	153	129	215	400	host	gene-PA1509
gene-PA5285	281	231	495	571	host	gene-PA5285
gene-PA5212	28	19	38	60	host	gene-PA5212
aotQ	196	124	157	212	host	aotQ
gene-PA2670	11	5	10	11	host	gene-PA2670
gene-PA0189	11	7	13	26	host	gene-PA0189
murI	264	161	215	252	host	murI
gene-PA4165	26	13	32	45	host	gene-PA4165
gene-PA1441	160	104	150	191	host	gene-PA1441
cycH	197	121	155	232	host	cycH
ygbP	161	102	163	230	host	ygbP
gene-PA1382	263	184	359	517	host	gene-PA1382
gene-PA5343	84	42	89	112	host	gene-PA5343
gene-PA1907	12	9	11	17	host	gene-PA1907
gene-PA0236	16	11	31	51	host	gene-PA0236
gene-PA1348	28	18	30	43	host	gene-PA1348
gene-PA0850	6	8	15	17	host	gene-PA0850
pscB	181	109	118	167	host	pscB
gene-PA2296	19	19	31	25	host	gene-PA2296
hcpC	20	12	27	25	host	hcpC
gene-PA0540	22	18	19	24	host	gene-PA0540
mtlY	7	4	5	7	host	mtlY
gene-PA2662	32	20	122	161	host	gene-PA2662
pcaF	18	7	14	20	host	pcaF
gene-PA3949	118	70	96	137	host	gene-PA3949
gene-JG005_00073	595	331	784	808	phage	gene-JG005_00073
phnE	4	3	8	11	host	phnE
gene-PA1034	46	25	32	75	host	gene-PA1034
gene-PA1975	14	9	16	16	host	gene-PA1975
gene-PA1514	22	16	25	52	host	gene-PA1514
fruK	93	67	64	95	host	fruK
gene-PA2201	38	31	52	65	host	gene-PA2201
gene-PA3409	11	9	8	10	host	gene-PA3409
gene-PA0633	13	9	12	21	host	gene-PA0633
gene-PA0134	61	57	114	143	host	gene-PA0134
hemN	588	532	1244	1551	host	hemN
rpmB	1113	933	1263	1738	host	rpmB
quiP	412	252	426	625	host	quiP
gene-PA1825	35	36	58	52	host	gene-PA1825
hisH2	180	125	290	518	host	hisH2
gene-PA5461	109	116	160	228	host	gene-PA5461
rcpA	15	9	23	26	host	rcpA
lpdV	52	26	45	71	host	lpdV
gene-PA0459	39	25	58	64	host	gene-PA0459
gene-PA3785	23	11	26	20	host	gene-PA3785
gene-PA4453	211	159	202	286	host	gene-PA4453
gene-PA2831	44	33	44	60	host	gene-PA2831
gene-PA5349	162	90	135	215	host	gene-PA5349
gene-PA4610	104	116	332	408	host	gene-PA4610
gene-PA5236	331	213	248	405	host	gene-PA5236
gene-PA1547	39	30	50	70	host	gene-PA1547
algB	78	62	208	276	host	algB
mexA	275	238	323	429	host	mexA
gene-PA1437	63	29	97	161	host	gene-PA1437
gene-PA0505	60	66	88	168	host	gene-PA0505
secF	538	353	520	627	host	secF
gene-PA0886	26	19	38	41	host	gene-PA0886
gene-PA2474	20	8	13	9	host	gene-PA2474
gene-PA3963	15	12	22	32	host	gene-PA3963
gene-PA0419	56	54	65	87	host	gene-PA0419
gene-PA3630	25	18	24	25	host	gene-PA3630
gene-PA4420	732	510	845	1168	host	gene-PA4420
gene-PA5436	239	204	523	699	host	gene-PA5436
gene-PA1536	38	16	46	32	host	gene-PA1536
gene-PA3891	26	17	32	34	host	gene-PA3891
gene-PA0454	181	122	163	235	host	gene-PA0454
gene-PA4991	135	105	132	197	host	gene-PA4991
fusA2	100	75	161	192	host	fusA2
glyS	561	377	444	663	host	glyS
gene-PA1761	10	11	22	15	host	gene-PA1761
gene-PA3800	789	481	765	1023	host	gene-PA3800
gene-PA2167	7	9	10	15	host	gene-PA2167
katA	177	150	266	330	host	katA
gene-JG005_00075	2614	2772	3969	5103	phage	gene-JG005_00075
wspF	143	58	88	154	host	wspF
mqoA	387	283	390	473	host	mqoA
gene-PA4374	146	80	128	175	host	gene-PA4374
gene-PA2985	23	17	30	40	host	gene-PA2985
gene-JG005_00181	2330	2485	3357	4352	phage	gene-JG005_00181
gene-PA2040	560	426	493	554	host	gene-PA2040
flgF	209	142	195	289	host	flgF
gene-PA5139	289	194	319	312	host	gene-PA5139
gene-PA4188	6	2	7	2	host	gene-PA4188
gene-PA0262	205	134	225	340	host	gene-PA0262
gene-PA4615	154	135	171	588	host	gene-PA4615
gene-PA2095	23	15	18	28	host	gene-PA2095
cupB5	23	21	25	36	host	cupB5
gene-PA5237	510	337	412	608	host	gene-PA5237
rmf	67	59	87	119	host	rmf
gene-PA1510	204	116	247	363	host	gene-PA1510
pscT	26	29	37	31	host	pscT
gene-PA2082	53	55	84	124	host	gene-PA2082
gene-PA1290	12	12	28	19	host	gene-PA1290
exoY	55	44	51	67	host	exoY
gene-PA3442	26	27	27	23	host	gene-PA3442
gene-PA0728	36	33	50	60	host	gene-PA0728
putA	859	615	540	772	host	putA
gene-PA3404	7	3	16	14	host	gene-PA3404
uvrB	115	77	130	159	host	uvrB
gene-PA3447	8	6	5	14	host	gene-PA3447
ddlA	76	83	128	137	host	ddlA
gene-PA3497	21	8	28	35	host	gene-PA3497
gene-PA4155	11	4	11	14	host	gene-PA4155
gene-PA4918	252	271	401	582	host	gene-PA4918
gene-PA1064	205	133	222	260	host	gene-PA1064
pntB	38	39	59	98	host	pntB
gene-PA1229	16	20	33	37	host	gene-PA1229
purE	259	155	250	336	host	purE
gene-PA2177	19	20	41	50	host	gene-PA2177
gene-PA3591	3	0	5	6	host	gene-PA3591
pfeA	25	20	50	68	host	pfeA
cobB	160	107	131	184	host	cobB
fabI	50	37	109	101	host	fabI
gene-PA4490	123	72	135	206	host	gene-PA4490
ppiC1	35	34	44	62	host	ppiC1
gene-PA4180	124	63	124	101	host	gene-PA4180
gloA3	44	29	39	76	host	gloA3
gene-PA5455	411	247	332	451	host	gene-PA5455
gene-PA1242	23	16	39	41	host	gene-PA1242
gene-PA0639	25	11	29	32	host	gene-PA0639
hemH	117	66	178	192	host	hemH
dctA	74	108	38	47	host	dctA
gene-PA1731	13	17	22	23	host	gene-PA1731
mexD	77	50	122	141	host	mexD
fadH2	9	2	13	11	host	fadH2
gene-PA5492	218	158	183	340	host	gene-PA5492
gene-PA1575	36	13	47	61	host	gene-PA1575
gene-PA2458	83	55	147	227	host	gene-PA2458
