# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196372_sorted.bam" "SRR17196375_sorted.bam" "SRR17196376_sorted.bam" "SRR17196373_sorted.bam" "SRR17196381_sorted.bam" "SRR17196368_sorted.bam" "SRR17196384_sorted.bam" "SRR17196370_sorted.bam" "SRR17196379_sorted.bam" "SRR17196369_sorted.bam" "SRR17196371_sorted.bam" "SRR17196367_sorted.bam" "SRR17196382_sorted.bam" "SRR17196365_sorted.bam" "SRR17196374_sorted.bam" "SRR17196378_sorted.bam" "SRR17196385_sorted.bam" "SRR17196380_sorted.bam" "SRR17196377_sorted.bam" "SRR17196383_sorted.bam" "SRR17196366_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196372_sorted.bam	SRR17196375_sorted.bam	SRR17196376_sorted.bam	SRR17196373_sorted.bam	SRR17196381_sorted.bam	SRR17196368_sorted.bam	SRR17196384_sorted.bam	SRR17196370_sorted.bam	SRR17196379_sorted.bam	SRR17196369_sorted.bam	SRR17196371_sorted.bam	SRR17196367_sorted.bam	SRR17196382_sorted.bam	SRR17196365_sorted.bam	SRR17196374_sorted.bam	SRR17196378_sorted.bam	SRR17196385_sorted.bam	SRR17196380_sorted.bam	SRR17196377_sorted.bam	SRR17196383_sorted.bam	SRR17196366_sorted.bam
gene-SAURSH1000_RS07910	NZ_CP059180.1	1643287	1644216	-	930	579	710	202	351	157	536	152	466	117	371	512	421	39	341	688	485	34	85	395	71	345
gene-SAURSH1000_RS07915	NZ_CP059180.1	1644235	1644843	-	609	376	484	129	210	71	331	85	312	91	238	332	278	23	216	412	345	12	55	231	41	254
gene-SAURSH1000_RS07920	NZ_CP059180.1	1644985	1645341	-	357	5375	8033	3033	3296	1234	5953	1310	3569	1609	4203	6571	3771	727	5285	4651	4303	356	1299	2255	973	3539
gene-SAURSH1000_RS07925	NZ_CP059180.1	1645388	1645588	-	201	3254	4552	1481	2009	624	3149	706	2180	833	2647	3543	2132	301	2695	2777	2300	147	510	1198	427	2149
gene-SAURSH1000_RS07930	NZ_CP059180.1	1645617	1646144	-	528	5503	7348	2036	3035	1085	5009	1322	3686	1050	4579	5647	3503	399	4427	4123	3696	234	873	1858	784	3537
gene-SAURSH1000_RS07935	NZ_CP059180.1	1646373	1647866	-	1494	1161	1521	818	1771	418	1629	277	1083	431	646	1822	973	176	815	2155	1913	98	303	1141	241	1039
gene-SAURSH1000_RS07940	NZ_CP059180.1	1648292	1650229	-	1938	1731	2631	1161	1811	1288	2733	1149	1762	916	1344	3194	1711	405	1865	3091	4176	220	770	2465	418	2126
gene-SAURSH1000_RS07945	NZ_CP059180.1	1650427	1650549	-	123	776	928	444	1039	311	2129	333	645	230	881	1886	961	64	1326	2017	1227	41	418	1245	254	1693
gene-SAURSH1000_RS07950	NZ_CP059180.1	1650642	1651562	-	921	657	757	308	528	259	753	239	599	175	537	886	511	76	549	813	849	45	173	567	111	723
gene-SAURSH1000_RS07955	NZ_CP059180.1	1651562	1652962	-	1401	711	809	265	533	286	844	249	642	175	595	946	597	77	605	844	919	37	145	627	91	860
gene-SAURSH1000_RS07960	NZ_CP059180.1	1652963	1653433	-	471	334	466	192	340	123	584	134	275	115	312	591	343	59	387	473	522	33	93	329	63	522
gene-SAURSH1000_RS07965	NZ_CP059180.1	1653643	1654668	-	1026	58	74	164	270	29	345	61	365	91	68	326	463	39	201	298	87	18	43	211	34	63
gene-SAURSH1000_RS07970	NZ_CP059180.1	1654838	1655461	-	624	624	572	264	490	210	690	150	552	129	617	699	479	82	487	731	589	41	139	416	88	619
gene-SAURSH1000_RS07975	NZ_CP059180.1	1655477	1656349	-	873	571	522	195	339	149	512	137	496	113	593	587	393	53	387	573	458	37	92	354	68	437
gene-SAURSH1000_RS07980	NZ_CP059180.1	1656365	1658995	-	2631	1266	1180	539	1039	401	1400	379	1078	313	1370	1703	1090	156	903	1586	1305	95	276	936	168	1221
gene-SAURSH1000_RS07985	NZ_CP059180.1	1659289	1660776	-	1488	104	140	34	73	39	140	49	63	7	97	128	49	6	95	181	114	2	39	112	33	95
gene-SAURSH1000_RS07990	NZ_CP059180.1	1661275	1662936	-	1662	365	435	260	561	255	552	203	526	214	438	745	436	74	359	830	667	30	176	606	115	470
gene-SAURSH1000_RS07995	NZ_CP059180.1	1662936	1663640	-	705	187	198	141	343	104	305	101	268	112	240	383	274	43	189	392	352	15	79	288	40	287
gene-SAURSH1000_RS08000	NZ_CP059180.1	1664030	1665298	-	1269	668	549	1296	2188	197	2465	254	2512	546	850	2870	2557	287	1868	2081	441	143	244	871	158	1128
gene-SAURSH1000_RS08005	NZ_CP059180.1	1665347	1666468	-	1122	454	398	727	1481	95	1549	132	1700	294	584	1804	2105	153	1477	939	244	86	176	414	85	778
gene-SAURSH1000_RS08010	NZ_CP059180.1	1666816	1668177	+	1362	2331	2501	2045	3711	660	6416	622	3417	764	2293	5585	2986	300	3228	4979	2521	176	705	2214	774	2976
gene-SAURSH1000_RS08020	NZ_CP059180.1	1670502	1672259	-	1758	7223	8899	2683	4447	3870	5019	3052	3842	1754	6804	6200	3344	908	4012	5861	12435	519	2472	4506	1391	9214
gene-SAURSH1000_RS08025	NZ_CP059180.1	1672281	1673249	-	969	3352	4580	972	1906	1386	2047	1253	1838	720	2956	2781	1537	348	1633	2417	5616	180	845	1861	420	3923
gene-SAURSH1000_RS08030	NZ_CP059180.1	1673518	1674462	-	945	1473	1858	617	1035	342	1501	340	955	232	1082	1757	878	116	1131	1605	1338	96	250	672	206	910
gene-SAURSH1000_RS08035	NZ_CP059180.1	1674462	1675319	-	858	1012	1279	407	757	306	1030	343	717	159	771	1224	582	97	682	1001	986	44	174	470	135	656
gene-SAURSH1000_RS08040	NZ_CP059180.1	1675514	1676743	-	1230	1252	1741	443	861	439	1074	477	826	238	863	1370	758	122	776	1268	1519	83	258	695	231	794
gene-SAURSH1000_RS08045	NZ_CP059180.1	1677193	1680390	-	3198	1290	1260	556	1085	405	1343	403	1071	268	1168	1515	1011	140	881	1558	1398	85	258	849	186	1393
gene-SAURSH1000_RS08050	NZ_CP059180.1	1680411	1681352	-	942	386	393	215	378	137	481	140	412	115	378	502	418	64	285	544	472	35	102	319	65	513
gene-SAURSH1000_RS08055	NZ_CP059180.1	1681613	1682911	-	1299	384	446	187	382	150	497	131	438	120	392	493	442	48	365	506	381	26	114	294	76	594
gene-SAURSH1000_RS08060	NZ_CP059180.1	1683116	1683529	+	414	691	1083	1270	1629	909	3240	860	1297	934	844	2954	1499	721	1787	2779	1825	373	1553	2708	953	1189
gene-SAURSH1000_RS08065	NZ_CP059180.1	1683834	1684523	-	690	249	355	295	514	378	793	304	518	209	350	793	457	138	462	801	644	78	292	982	197	477
gene-SAURSH1000_RS08070	NZ_CP059180.1	1684698	1685753	+	1056	293	340	251	412	177	541	190	372	117	336	665	389	74	355	605	454	45	125	374	78	492
gene-SAURSH1000_RS08075	NZ_CP059180.1	1685847	1685945	-	99	70	74	111	169	51	267	45	192	75	98	241	177	46	179	239	118	20	95	231	71	192
gene-SAURSH1000_RS08080	NZ_CP059180.1	1686069	1687187	-	1119	425	389	1700	3429	219	3649	333	4131	1051	591	3663	4368	430	2861	2576	568	244	413	1484	237	1106
gene-SAURSH1000_RS08085	NZ_CP059180.1	1687328	1687828	+	501	276	270	399	577	1187	830	825	466	562	700	926	743	477	605	1250	1766	263	1323	2346	620	1763
gene-SAURSH1000_RS08090	NZ_CP059180.1	1688074	1689276	-	1203	2687	3625	1670	2814	1185	4462	1171	2160	820	2511	4703	2262	385	2463	4571	4756	188	795	3049	677	2930
gene-SAURSH1000_RS08095	NZ_CP059180.1	1689364	1690311	-	948	904	803	247	510	106	570	111	538	98	941	664	442	31	450	612	380	18	70	228	59	566
gene-SAURSH1000_RS08100	NZ_CP059180.1	1690434	1690928	-	495	1708	1799	1466	2211	376	3626	452	1885	748	1994	3686	1899	326	1955	3002	1242	189	540	1658	452	1575
gene-SAURSH1000_RS08105	NZ_CP059180.1	1691026	1691796	-	771	278	398	101	200	39	267	37	187	30	210	254	182	19	172	280	187	10	40	119	33	175
gene-SAURSH1000_RS08110	NZ_CP059180.1	1691840	1693063	-	1224	610	819	170	350	92	466	106	339	57	428	534	330	39	356	474	432	29	73	164	64	283
gene-SAURSH1000_RS08115	NZ_CP059180.1	1693063	1694211	-	1149	510	636	130	299	73	383	100	292	47	343	442	252	23	257	361	288	18	50	129	42	256
gene-SAURSH1000_RS08120	NZ_CP059180.1	1694360	1694500	+	141	18	16	4	5	3	12	4	4	1	13	9	11	2	7	22	9	1	2	10	4	18
gene-SAURSH1000_RS08125	NZ_CP059180.1	1694574	1696268	-	1695	2211	2789	1465	2539	961	4183	958	2900	937	1892	4929	2637	486	2390	4002	2967	295	898	2598	691	3011
gene-SAURSH1000_RS08130	NZ_CP059180.1	1696405	1696869	+	465	238	268	135	261	67	372	47	173	82	287	321	172	23	204	289	173	13	73	172	45	188
gene-SAURSH1000_RS08135	NZ_CP059180.1	1697113	1697715	+	603	11316	13766	5848	10574	2810	14069	2795	6773	3125	11747	14901	8086	1366	11665	12071	8944	711	3363	5275	2947	8211
gene-SAURSH1000_RS08140	NZ_CP059180.1	1697931	1698674	-	744	40	51	44	49	19	79	18	40	18	36	67	53	8	39	87	52	5	13	54	9	36
gene-SAURSH1000_RS08145	NZ_CP059180.1	1698754	1699200	+	447	170	111	66	150	34	196	23	101	24	202	204	126	11	172	162	87	8	39	74	36	197
gene-SAURSH1000_RS08150	NZ_CP059180.1	1699314	1700474	+	1161	33	45	24	27	10	40	9	25	11	37	41	29	6	36	44	55	3	7	33	8	93
gene-SAURSH1000_RS08155	NZ_CP059180.1	1700461	1702065	+	1605	65	57	29	57	21	68	18	43	16	71	78	46	11	51	79	123	7	19	49	13	142
gene-SAURSH1000_RS08160	NZ_CP059180.1	1702159	1702254	+	96	30	40	16	24	15	37	14	21	15	39	55	30	3	29	44	27	2	8	33	8	39
gene-SAURSH1000_RS08165	NZ_CP059180.1	1702215	1703345	-	1131	208	216	101	146	54	241	48	134	62	211	264	120	24	146	293	189	19	44	177	38	262
gene-SAURSH1000_RS08170	NZ_CP059180.1	1703452	1704918	-	1467	863	1452	810	1239	417	1710	415	1083	327	583	1957	1088	169	1154	2110	1842	92	465	1066	328	624
gene-SAURSH1000_RS08175	NZ_CP059180.1	1705046	1705663	-	618	267	429	284	404	109	642	131	332	113	191	708	367	57	340	705	522	39	109	353	89	206
gene-SAURSH1000_RS08180	NZ_CP059180.1	1705835	1707109	+	1275	714	921	549	932	290	1247	366	1099	283	728	1549	1001	141	913	1295	1011	63	281	676	192	787
gene-SAURSH1000_RS08185	NZ_CP059180.1	1707203	1708465	-	1263	756	1040	524	751	306	1256	290	583	226	534	1529	549	104	610	1296	1009	63	214	715	178	914
gene-SAURSH1000_RS08190	NZ_CP059180.1	1708847	1709752	+	906	90	113	61	107	39	189	32	133	18	113	179	99	9	120	183	128	4	33	94	40	142
gene-SAURSH1000_RS08195	NZ_CP059180.1	1709732	1709824	-	93	17	8	10	30	3	37	5	27	6	20	39	16	0	20	46	29	0	8	16	6	17
gene-SAURSH1000_RS08200	NZ_CP059180.1	1709955	1712642	-	2688	44	54	24	55	9	71	12	76	19	24	67	77	5	58	49	32	7	7	25	10	22
gene-SAURSH1000_RS08205	NZ_CP059180.1	1712641	1712730	+	90	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1
gene-SAURSH1000_RS08210	NZ_CP059180.1	1712976	1714643	-	1668	957	1154	4074	6642	807	7069	1231	8505	2202	1066	7991	9722	997	6885	5845	2311	498	1027	3092	552	2013
gene-SAURSH1000_RS08215	NZ_CP059180.1	1715083	1716789	-	1707	50	76	76	112	32	99	25	224	97	52	114	306	38	82	111	63	14	46	174	18	136
gene-SAURSH1000_RS08220	NZ_CP059180.1	1716958	1717590	+	633	14	9	10	18	6	30	4	10	10	19	38	21	0	14	29	8	1	5	20	1	28
gene-SAURSH1000_RS08225	NZ_CP059180.1	1717615	1718784	+	1170	18	30	31	28	9	37	15	44	9	38	42	31	7	34	58	32	1	10	44	3	60
gene-SAURSH1000_RS08230	NZ_CP059180.1	1718882	1719871	-	990	1421	1845	834	1086	390	2034	388	1218	473	1591	2003	1373	211	970	2109	1392	103	315	1237	240	890
gene-SAURSH1000_RS08235	NZ_CP059180.1	1719944	1720057	-	114	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene-SAURSH1000_RS08240	NZ_CP059180.1	1720411	1721502	-	1092	798	900	390	662	229	1146	194	611	151	708	1107	614	68	676	1166	870	58	201	598	140	853
gene-SAURSH1000_RS08245	NZ_CP059180.1	1721963	1722067	-	105	6	4	1	1	1	5	1	2	0	2	6	2	1	4	6	4	0	1	6	0	2
gene-SAURSH1000_RS08250	NZ_CP059180.1	1722202	1723719	-	1518	778	935	462	482	603	890	445	1046	700	783	607	820	250	798	1943	1318	93	486	2262	267	1282
gene-SAURSH1000_RS08255	NZ_CP059180.1	1723793	1724284	-	492	1637	1925	1465	2621	1154	4311	961	2526	1136	1748	3753	2468	470	2677	4763	2975	246	1261	4288	982	3444
gene-SAURSH1000_RS08260	NZ_CP059180.1	1724358	1725671	-	1314	2094	2260	776	1562	353	2461	422	1562	378	1591	2478	1402	127	1498	2697	1380	111	315	1149	312	1529
gene-SAURSH1000_RS08265	NZ_CP059180.1	1725695	1729519	-	3825	4870	5372	1494	2487	1095	4436	1101	3562	898	3849	3852	3241	340	3388	4930	3169	203	711	2552	501	3361
gene-SAURSH1000_RS08270	NZ_CP059180.1	1729540	1730136	-	597	456	577	160	278	165	486	130	405	104	444	422	331	44	359	498	394	25	96	350	63	375
gene-SAURSH1000_RS08275	NZ_CP059180.1	1730165	1731022	-	858	716	694	242	421	214	750	199	504	91	591	690	456	54	491	778	483	22	118	514	113	552
gene-SAURSH1000_RS08280	NZ_CP059180.1	1731122	1731433	-	312	148	150	106	169	72	218	79	214	76	187	260	161	48	156	291	205	18	75	242	53	271
gene-SAURSH1000_RS08285	NZ_CP059180.1	1731498	1732574	-	1077	485	407	234	427	117	446	114	425	152	563	544	405	68	375	443	424	40	108	305	61	713
gene-SAURSH1000_RS08290	NZ_CP059180.1	1732661	1732972	+	312	287	271	175	334	115	694	84	288	87	309	613	301	32	422	543	252	23	127	379	130	450
gene-SAURSH1000_RS08295	NZ_CP059180.1	1733097	1733939	-	843	186	183	118	169	49	231	48	147	50	193	244	148	17	164	233	148	16	60	176	44	224
gene-SAURSH1000_RS08300	NZ_CP059180.1	1734409	1735053	-	645	1121	1500	516	824	431	1382	393	812	219	757	1530	674	103	797	1471	1476	68	237	782	229	774
gene-SAURSH1000_RS08305	NZ_CP059180.1	1735068	1735859	-	792	1663	2369	853	1484	675	2177	632	1326	435	1270	2499	1229	184	1410	1891	2446	92	447	1122	366	1332
gene-SAURSH1000_RS08310	NZ_CP059180.1	1736409	1737257	-	849	612	688	419	623	303	1089	251	740	223	569	1155	628	96	654	1250	1012	77	189	754	143	744
gene-SAURSH1000_RS08315	NZ_CP059180.1	1737261	1738670	-	1410	847	1071	522	884	355	1297	407	1025	313	815	1683	1025	152	999	1570	1420	87	238	908	179	1218
gene-SAURSH1000_RS08320	NZ_CP059180.1	1739534	1739956	-	423	547	613	308	624	278	737	243	838	291	539	673	659	135	549	938	665	63	184	842	103	778
gene-SAURSH1000_RS08325	NZ_CP059180.1	1739973	1740668	-	696	771	873	327	665	199	812	198	679	123	650	834	573	70	490	912	638	48	143	484	109	593
gene-SAURSH1000_RS08330	NZ_CP059180.1	1740665	1742326	-	1662	1197	1381	585	964	308	1477	330	971	194	966	1526	899	100	858	1509	1136	57	242	806	215	945
gene-SAURSH1000_RS08335	NZ_CP059180.1	1742733	1744001	+	1269	197	214	83	190	61	180	60	138	50	176	295	180	17	176	250	238	19	52	106	43	161
gene-SAURSH1000_RS08340	NZ_CP059180.1	1744118	1750678	-	6561	120	159	30	58	28	85	28	59	13	114	79	60	10	89	98	95	2	25	54	17	96
gene-SAURSH1000_RS08345	NZ_CP059180.1	1751021	1751332	-	312	215	311	139	231	97	323	87	325	59	130	314	214	43	223	397	296	21	56	192	57	143
gene-SAURSH1000_RS08350	NZ_CP059180.1	1751354	1753771	-	2418	1483	2121	849	1552	620	2173	627	1817	476	1022	2387	1607	240	1641	2554	2219	166	409	1264	284	1089
gene-SAURSH1000_RS08355	NZ_CP059180.1	1754059	1755240	-	1182	611	626	198	408	78	463	109	318	59	552	476	311	32	356	478	360	21	96	221	80	355
gene-SAURSH1000_RS08360	NZ_CP059180.1	1755350	1756303	+	954	446	468	190	396	82	470	80	307	70	489	496	316	28	372	365	361	16	87	125	65	305
gene-SAURSH1000_RS08365	NZ_CP059180.1	1756300	1756863	+	564	413	432	156	309	76	440	58	260	50	416	423	237	21	324	300	333	23	71	96	39	267
gene-SAURSH1000_RS08370	NZ_CP059180.1	1756983	1757384	-	402	891	1112	598	920	557	2664	520	796	352	708	2605	853	213	1183	2976	1400	138	739	2268	645	918
gene-SAURSH1000_RS08380	NZ_CP059180.1	1758963	1759790	-	828	478	543	500	762	236	1075	241	694	264	468	1267	588	123	539	1208	563	62	268	869	186	670
gene-SAURSH1000_RS08385	NZ_CP059180.1	1759793	1759912	-	120	4	5	1	5	2	5	0	3	2	1	6	3	0	3	9	4	0	4	5	0	4
gene-SAURSH1000_RS08390	NZ_CP059180.1	1760024	1761025	+	1002	50	79	155	166	52	239	66	236	166	48	256	437	67	183	353	93	35	76	506	50	108
gene-SAURSH1000_RS08395	NZ_CP059180.1	1761147	1761611	-	465	83	121	57	82	21	131	21	90	30	61	153	92	17	97	129	116	3	16	46	16	61
gene-SAURSH1000_RS08400	NZ_CP059180.1	1761624	1762805	-	1182	175	316	99	150	37	233	55	208	45	144	244	160	20	192	224	238	4	24	109	23	117
gene-SAURSH1000_RS08405	NZ_CP059180.1	1762816	1763448	-	633	122	223	53	82	27	109	38	117	16	83	127	88	12	115	119	119	7	16	56	6	58
gene-SAURSH1000_RS08410	NZ_CP059180.1	1763455	1764498	-	1044	254	391	106	191	58	324	66	241	53	172	301	190	27	218	280	263	10	38	148	30	162
gene-SAURSH1000_RS08415	NZ_CP059180.1	1764979	1766481	-	1503	48	70	34	74	38	103	36	87	34	38	89	87	15	57	120	86	4	21	119	13	54
gene-SAURSH1000_RS08420	NZ_CP059180.1	1767004	1767318	+	315	52	101	36	49	14	101	21	38	17	37	110	31	8	68	110	56	4	14	50	20	37
gene-SAURSH1000_RS08425	NZ_CP059180.1	1767318	1768610	+	1293	169	289	88	140	45	272	42	128	34	92	259	101	13	178	274	161	12	36	144	64	97
gene-SAURSH1000_RS08430	NZ_CP059180.1	1768628	1769023	+	396	87	98	49	66	22	117	21	46	23	37	85	38	7	70	141	91	1	20	45	17	23
gene-SAURSH1000_RS08435	NZ_CP059180.1	1769318	1770172	-	855	2420	2742	865	1733	363	2580	430	1490	258	2018	2634	1309	125	1258	1697	1250	89	365	690	340	1224
gene-SAURSH1000_RS08440	NZ_CP059180.1	1770448	1770672	-	225	225	202	76	113	41	273	51	110	25	156	203	118	9	127	213	133	9	37	104	38	141
gene-SAURSH1000_RS08445	NZ_CP059180.1	1770871	1771341	+	471	120	150	21	57	22	114	21	34	12	78	91	33	2	44	110	90	0	10	55	13	32
gene-SAURSH1000_RS08450	NZ_CP059180.1	1771454	1771897	+	444	164	162	40	84	30	160	24	57	17	93	133	66	9	101	116	144	6	27	63	25	52
gene-SAURSH1000_RS08455	NZ_CP059180.1	1771884	1772327	-	444	189	223	40	99	37	209	35	100	23	159	185	64	12	137	185	160	6	35	78	39	117
gene-SAURSH1000_RS08460	NZ_CP059180.1	1772623	1773258	+	636	24	23	9	13	7	23	8	14	0	20	12	9	0	12	24	18	0	3	16	10	16
gene-SAURSH1000_RS08465	NZ_CP059180.1	1773698	1774411	-	714	1198	1058	487	921	169	1334	239	744	224	1870	1320	787	139	764	1175	607	72	222	571	163	1110
gene-SAURSH1000_RS08470	NZ_CP059180.1	1774671	1774973	+	303	236	141	41	111	25	221	25	148	14	185	190	88	2	159	204	94	1	39	106	37	156
gene-SAURSH1000_RS08475	NZ_CP059180.1	1775229	1775594	+	366	75	41	12	27	9	31	9	30	3	38	35	24	1	56	39	44	0	7	18	10	31
gene-SAURSH1000_RS08480	NZ_CP059180.1	1775591	1775944	+	354	53	41	12	26	10	39	11	26	1	37	33	12	4	35	31	37	1	13	27	8	28
gene-SAURSH1000_RS08490	NZ_CP059180.1	1778028	1778861	-	834	215	205	242	352	96	430	110	341	130	298	450	320	60	278	495	312	23	112	256	76	278
gene-SAURSH1000_RS08495	NZ_CP059180.1	1779073	1779981	-	909	1071	1540	638	1115	373	2082	363	934	265	771	2170	855	134	917	2035	1427	86	307	1005	339	848
gene-SAURSH1000_RS08500	NZ_CP059180.1	1780106	1781299	-	1194	1703	2277	715	1031	409	1378	443	892	279	1527	1928	809	119	1060	1330	1747	81	264	665	255	1303
gene-SAURSH1000_RS08505	NZ_CP059180.1	1781670	1783262	+	1593	109	108	982	1516	145	1413	240	2041	544	119	1514	2209	248	1253	1335	246	135	262	871	138	352
gene-SAURSH1000_RS08510	NZ_CP059180.1	1783398	1783883	-	486	39	56	29	60	20	82	13	29	7	48	86	49	2	48	78	59	4	19	35	24	38
gene-SAURSH1000_RS08515	NZ_CP059180.1	1784258	1785004	-	747	136	188	74	119	40	153	43	127	40	160	186	154	21	158	133	159	10	33	58	27	107
gene-SAURSH1000_RS08520	NZ_CP059180.1	1785009	1785482	-	474	85	105	28	71	16	99	30	82	22	90	113	69	6	90	100	88	3	29	46	10	56
gene-SAURSH1000_RS08525	NZ_CP059180.1	1785548	1785805	+	258	208	240	152	225	68	328	73	165	50	257	339	224	31	299	237	195	20	85	139	53	278
gene-SAURSH1000_RS08530	NZ_CP059180.1	1785802	1786803	-	1002	279	288	156	299	66	310	85	299	58	302	360	294	30	293	319	253	18	83	186	46	259
gene-SAURSH1000_RS08535	NZ_CP059180.1	1786808	1788286	-	1479	193	240	121	221	59	290	83	232	49	237	350	261	24	232	332	232	10	59	157	41	191
gene-SAURSH1000_RS08540	NZ_CP059180.1	1788445	1788900	-	456	26	18	8	5	6	10	6	11	2	25	18	10	1	15	14	12	0	2	10	7	21
gene-SAURSH1000_RS08545	NZ_CP059180.1	1789203	1789853	+	651	408	370	604	811	264	1016	289	1295	456	387	1049	1237	171	851	1397	629	114	250	990	141	798
gene-SAURSH1000_RS08550	NZ_CP059180.1	1789934	1790929	+	996	693	687	1160	1441	553	1815	575	2252	882	685	1753	2043	398	1477	2515	1124	241	500	1993	236	1411
gene-SAURSH1000_RS08555	NZ_CP059180.1	1791005	1791631	+	627	30	43	60	75	15	139	27	163	27	24	143	147	6	100	223	65	4	20	97	13	46
gene-SAURSH1000_RS08560	NZ_CP059180.1	1791672	1792016	+	345	18	36	34	62	18	99	21	98	18	23	91	93	3	64	103	46	6	12	62	11	43
gene-SAURSH1000_RS08565	NZ_CP059180.1	1792114	1792665	+	552	30	37	45	55	22	94	29	113	19	23	120	91	8	86	128	57	5	14	64	6	31
gene-SAURSH1000_RS08570	NZ_CP059180.1	1792883	1793524	-	642	46	62	17	29	24	64	19	39	3	50	71	26	1	42	66	46	1	20	59	14	35
gene-SAURSH1000_RS08575	NZ_CP059180.1	1793638	1793823	-	186	7	7	0	5	1	7	3	9	0	11	7	4	0	8	15	3	0	1	6	2	3
gene-SAURSH1000_RS08580	NZ_CP059180.1	1793825	1794001	-	177	22	18	4	12	1	12	6	26	1	21	15	6	1	16	26	11	2	1	20	2	19
gene-SAURSH1000_RS08585	NZ_CP059180.1	1794012	1794395	-	384	36	39	11	36	10	31	12	34	12	54	51	29	4	24	57	26	2	8	38	9	40
gene-SAURSH1000_RS08590	NZ_CP059180.1	1794999	1795142	-	144	17	17	2	20	1	17	5	7	2	14	19	17	3	7	11	17	1	5	18	0	30
gene-SAURSH1000_RS08595	NZ_CP059180.1	1795345	1795440	+	96	885	1545	2111	2238	878	3058	1484	880	1321	1308	3509	2775	2023	4479	2794	2195	1924	3297	2214	2858	2097
gene-SAURSH1000_RS08600	NZ_CP059180.1	1795563	1795664	+	102	35	55	11	18	8	37	9	15	2	25	29	12	1	24	29	16	2	5	11	9	14
gene-SAURSH1000_RS08610	NZ_CP059180.1	1796012	1796389	-	378	80	103	24	55	15	99	19	75	8	68	78	35	3	48	119	49	1	10	62	21	49
gene-SAURSH1000_RS08615	NZ_CP059180.1	1796909	1801021	-	4113	230	353	104	188	60	408	66	216	31	179	292	149	16	182	535	206	13	38	173	41	103
gene-SAURSH1000_RS08620	NZ_CP059180.1	1801871	1803070	-	1200	166	203	82	136	69	205	56	186	44	130	195	139	19	135	291	211	15	39	133	33	122
gene-SAURSH1000_RS08625	NZ_CP059180.1	1803063	1804619	-	1557	234	330	135	185	77	235	87	234	94	137	328	231	35	219	298	336	21	62	205	36	227
gene-SAURSH1000_RS08630	NZ_CP059180.1	1804783	1804917	-	135	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	1	0	0	0	2	0
gene-SAURSH1000_RS08635	NZ_CP059180.1	1804982	1805701	-	720	5	8	6	8	5	14	4	16	6	13	12	6	3	14	17	12	2	8	18	5	6
gene-SAURSH1000_RS08640	NZ_CP059180.1	1805852	1806568	-	717	6	6	2	8	0	2	5	5	0	2	5	3	2	7	7	5	2	1	6	4	2
gene-SAURSH1000_RS08645	NZ_CP059180.1	1806726	1807445	-	720	6	5	1	2	0	1	0	3	3	1	3	5	2	3	6	2	0	5	4	1	5
gene-SAURSH1000_RS08650	NZ_CP059180.1	1807566	1808285	-	720	3	7	1	2	3	5	3	3	1	4	8	3	0	3	14	4	3	3	2	1	5
gene-SAURSH1000_RS08655	NZ_CP059180.1	1808343	1809065	-	723	5	11	1	2	0	3	2	5	0	4	1	1	0	1	1	4	0	0	1	1	1
gene-SAURSH1000_RS08660	NZ_CP059180.1	1809190	1809897	-	708	4	4	0	1	1	1	1	2	0	2	5	4	1	3	7	1	4	1	1	1	2
gene-SAURSH1000_RS08665	NZ_CP059180.1	1810861	1811427	+	567	12	20	3	8	5	13	8	6	2	9	17	6	3	10	16	7	3	2	7	3	9
gene-SAURSH1000_RS08670	NZ_CP059180.1	1811901	1812599	-	699	21	32	19	22	45	37	21	60	26	33	38	35	9	33	86	43	2	18	153	17	77
gene-SAURSH1000_RS08675	NZ_CP059180.1	1812596	1813357	-	762	22	15	10	31	34	46	16	52	24	27	38	32	3	21	70	36	4	8	94	4	50
gene-SAURSH1000_RS08680	NZ_CP059180.1	1813354	1814046	-	693	9	10	12	18	22	41	6	37	22	12	24	26	6	20	50	32	6	17	61	13	52
gene-SAURSH1000_RS08685	NZ_CP059180.1	1814069	1815442	-	1374	19	23	20	24	16	22	15	28	14	30	28	20	8	20	39	30	10	15	27	7	43
gene-SAURSH1000_RS08690	NZ_CP059180.1	1815452	1815970	-	519	1	1	4	2	4	3	4	4	0	4	2	5	0	1	5	5	1	0	8	0	3
gene-SAURSH1000_RS08695	NZ_CP059180.1	1815986	1817230	-	1245	8	15	7	15	6	12	13	6	4	8	9	5	0	7	17	20	1	3	18	4	9
gene-SAURSH1000_RS08700	NZ_CP059180.1	1817223	1820216	-	2994	36	24	11	28	13	34	17	29	3	42	37	18	9	22	61	40	5	10	37	13	17
gene-SAURSH1000_RS08705	NZ_CP059180.1	1820281	1820424	-	144	9	10	12	8	6	18	12	3	6	9	17	14	3	18	10	13	5	16	16	11	7
