# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR12539210_sorted.bam" "SRR12539217_sorted.bam" "SRR12539213_sorted.bam" "SRR12539215_sorted.bam" "SRR12539216_sorted.bam" "SRR12539209_sorted.bam" "SRR12539214_sorted.bam" "SRR12539212_sorted.bam" "SRR12539211_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12539210_sorted.bam	SRR12539217_sorted.bam	SRR12539213_sorted.bam	SRR12539215_sorted.bam	SRR12539216_sorted.bam	SRR12539209_sorted.bam	SRR12539214_sorted.bam	SRR12539212_sorted.bam	SRR12539211_sorted.bam
gene-Saur515_RS02250	NZ_JAKRSL010000002.1	6060	6836	+	777	10	139	36	152	132	15	26	54	45
gene-Saur515_RS02255	NZ_JAKRSL010000002.1	6948	7733	+	786	27	203	45	226	225	29	40	53	70
gene-Saur515_RS02265	NZ_JAKRSL010000002.1	9054	9380	+	327	27	127	32	121	178	19	27	46	51
gene-Saur515_RS02270	NZ_JAKRSL010000002.1	9383	9670	+	288	23	96	22	113	134	17	17	30	48
gene-Saur515_RS02280	NZ_JAKRSL010000002.1	10206	11000	+	795	37	108	26	128	118	15	25	45	44
gene-Saur515_RS02285	NZ_JAKRSL010000002.1	11004	11126	-	123	18	45	16	59	66	10	13	20	30
gene-Saur515_RS02290	NZ_JAKRSL010000002.1	11561	11752	+	192	14401	18894	5933	21790	18436	8597	7410	14314	23614
gene-Saur515_RS02295	NZ_JAKRSL010000002.1	11891	12076	-	186	1217	1607	497	1879	1511	705	678	1250	1848
gene-Saur515_RS02300	NZ_JAKRSL010000002.1	12012	12293	-	282	209	348	86	466	388	115	130	166	269
gene-Saur515_RS02305	NZ_JAKRSL010000002.1	12582	13277	+	696	268	772	278	950	865	184	295	445	434
gene-Saur515_RS02310	NZ_JAKRSL010000002.1	13528	13947	+	420	209	631	207	709	710	147	270	329	314
gene-Saur515_RS02315	NZ_JAKRSL010000002.1	13965	14384	+	420	253	655	236	752	764	180	286	414	332
gene-Saur515_RS02320	NZ_JAKRSL010000002.1	14836	15258	+	423	257	356	93	453	295	148	146	207	209
gene-Saur515_RS02325	NZ_JAKRSL010000002.1	15370	16908	-	1539	52	130	36	182	168	28	52	79	76
gene-Saur515_RS02335	NZ_JAKRSL010000002.1	18222	18587	+	366	75	117	32	128	107	38	35	48	60
gene-Saur515_RS02340	NZ_JAKRSL010000002.1	19453	20274	+	822	2	8	8	10	15	2	5	10	6
gene-Saur515_RS02345	NZ_JAKRSL010000002.1	20285	21103	+	819	3	13	3	16	14	5	5	10	2
gene-Saur515_RS02350	NZ_JAKRSL010000002.1	21096	22397	+	1302	2	15	3	23	22	5	2	6	4
gene-Saur515_RS02355	NZ_JAKRSL010000002.1	22540	24138	+	1599	86	549	118	587	580	56	132	187	154
gene-Saur515_RS02360	NZ_JAKRSL010000002.1	24151	25086	+	936	21	159	36	196	166	20	54	48	50
gene-Saur515_RS02365	NZ_JAKRSL010000002.1	25083	25952	+	870	10	66	14	79	87	10	16	20	19
gene-Saur515_RS02370	NZ_JAKRSL010000002.1	25949	26764	+	816	11	94	31	95	117	11	34	37	30
gene-Saur515_RS02375	NZ_JAKRSL010000002.1	26757	27506	+	750	9	82	42	111	95	4	32	42	32
gene-Saur515_RS02380	NZ_JAKRSL010000002.1	27518	28711	+	1194	35	182	47	207	202	29	40	87	116
gene-Saur515_RS02385	NZ_JAKRSL010000002.1	28935	29684	-	750	56	276	33	355	335	31	49	63	65
gene-Saur515_RS02390	NZ_JAKRSL010000002.1	29879	31456	+	1578	258	771	200	856	846	124	209	369	343
gene-Saur515_RS02395	NZ_JAKRSL010000002.1	31624	32079	-	456	260	475	126	689	469	126	155	247	268
gene-Saur515_RS02400	NZ_JAKRSL010000002.1	32438	32695	+	258	135	314	58	367	296	67	82	163	117
gene-Saur515_RS02405	NZ_JAKRSL010000002.1	32695	32961	+	267	126	310	66	419	297	62	77	177	130
gene-Saur515_RS02410	NZ_JAKRSL010000002.1	33316	34383	+	1068	309	1002	265	1103	1169	160	231	434	447
gene-Saur515_RS02415	NZ_JAKRSL010000002.1	34631	35293	+	663	239	382	143	455	398	108	144	243	223
gene-Saur515_RS02420	NZ_JAKRSL010000002.1	35286	36062	+	777	557	762	322	838	767	285	372	497	545
gene-Saur515_RS02425	NZ_JAKRSL010000002.1	36458	37645	+	1188	252	708	227	745	756	156	235	323	360
gene-Saur515_RS02430	NZ_JAKRSL010000002.1	37707	39059	-	1353	384	578	196	581	616	174	164	334	452
gene-Saur515_RS02435	NZ_JAKRSL010000002.1	39667	41304	-	1638	66	153	60	173	176	63	60	105	129
gene-Saur515_RS02440	NZ_JAKRSL010000002.1	41484	42083	+	600	178	404	111	518	448	99	152	228	213
gene-Saur515_RS02445	NZ_JAKRSL010000002.1	42087	42227	+	141	28	107	31	123	96	26	44	56	53
gene-Saur515_RS02450	NZ_JAKRSL010000002.1	42307	42426	+	120	0	5	0	2	3	1	1	1	2
gene-Saur515_RS02455	NZ_JAKRSL010000002.1	42753	43979	+	1227	446	347	236	386	352	228	188	425	345
gene-Saur515_RS02460	NZ_JAKRSL010000002.1	43976	44611	+	636	195	160	139	208	193	111	113	250	219
gene-Saur515_RS02465	NZ_JAKRSL010000002.1	44628	45569	+	942	405	397	314	451	440	256	239	481	450
gene-Saur515_RS02470	NZ_JAKRSL010000002.1	45569	46264	+	696	302	331	231	379	355	188	218	417	385
gene-Saur515_RS02475	NZ_JAKRSL010000002.1	46558	47958	+	1401	313	748	300	874	902	172	285	393	485
gene-Saur515_RS02480	NZ_JAKRSL010000002.1	48184	49119	+	936	134	357	117	417	346	76	119	187	215
gene-Saur515_RS02485	NZ_JAKRSL010000002.1	49441	50292	+	852	83	366	77	427	411	40	99	129	94
gene-Saur515_RS02490	NZ_JAKRSL010000002.1	50384	51880	-	1497	190	503	125	576	581	112	130	231	205
gene-Saur515_RS02495	NZ_JAKRSL010000002.1	52112	53941	+	1830	190	590	237	627	684	164	232	410	436
gene-Saur515_RS02500	NZ_JAKRSL010000002.1	54081	56159	-	2079	180	844	146	977	968	112	153	239	277
gene-Saur515_RS02505	NZ_JAKRSL010000002.1	56297	57706	-	1410	51	172	44	219	242	21	24	47	55
gene-Saur515_RS02510	NZ_JAKRSL010000002.1	57992	58798	+	807	22	49	11	83	55	9	15	23	16
gene-Saur515_RS02515	NZ_JAKRSL010000002.1	58861	59517	-	657	400	865	199	1183	1005	195	257	378	374
gene-Saur515_RS02520	NZ_JAKRSL010000002.1	59630	60103	+	474	19	50	15	56	64	10	19	28	22
gene-Saur515_RS02525	NZ_JAKRSL010000002.1	60226	61437	-	1212	195	787	176	974	959	124	202	257	384
gene-Saur515_RS02530	NZ_JAKRSL010000002.1	61619	62278	-	660	262	662	162	848	748	156	149	282	370
gene-Saur515_RS02535	NZ_JAKRSL010000002.1	62338	63480	-	1143	140	470	75	559	467	76	89	147	220
gene-Saur515_RS02540	NZ_JAKRSL010000002.1	63748	64134	+	387	59	71	27	101	93	34	35	71	57
gene-Saur515_RS02545	NZ_JAKRSL010000002.1	64268	64375	+	108	47	39	21	60	56	30	19	35	48
gene-Saur515_RS02550	NZ_JAKRSL010000002.1	65003	66766	+	1764	8	22	7	18	30	4	4	14	8
gene-Saur515_RS02555	NZ_JAKRSL010000002.1	66791	68524	+	1734	14	46	13	51	31	6	7	14	17
gene-Saur515_RS02560	NZ_JAKRSL010000002.1	68755	68922	+	168	1	3	0	2	2	0	0	1	0
gene-Saur515_RS02565	NZ_JAKRSL010000002.1	68976	69662	+	687	3	8	2	13	15	2	2	2	1
gene-Saur515_RS02570	NZ_JAKRSL010000002.1	69640	70998	+	1359	7	20	4	27	26	4	9	14	5
gene-Saur515_RS02575	NZ_JAKRSL010000002.1	71000	72007	+	1008	17	43	10	55	45	9	15	31	20
gene-Saur515_RS02580	NZ_JAKRSL010000002.1	71985	73100	+	1116	21	53	12	48	51	12	19	23	15
gene-Saur515_RS02585	NZ_JAKRSL010000002.1	73111	73803	+	693	16	46	8	32	34	7	17	21	17
gene-Saur515_RS02590	NZ_JAKRSL010000002.1	73814	74281	+	468	7	22	5	10	8	2	1	8	7
gene-Saur515_RS02595	NZ_JAKRSL010000002.1	74333	75310	-	978	70	37	40	40	51	41	34	76	99
gene-Saur515_RS02600	NZ_JAKRSL010000002.1	75312	76259	-	948	49	36	45	54	51	45	37	75	84
gene-Saur515_RS02605	NZ_JAKRSL010000002.1	76827	77756	-	930	23	35	10	36	36	10	6	30	32
gene-Saur515_RS02610	NZ_JAKRSL010000002.1	78292	79602	-	1311	404	743	462	849	828	305	429	708	811
gene-Saur515_RS02615	NZ_JAKRSL010000002.1	79697	79801	+	105	7	16	6	6	12	0	2	5	5
gene-Saur515_RS02620	NZ_JAKRSL010000002.1	80354	81220	+	867	61	146	32	171	124	27	53	85	69
gene-Saur515_RS02625	NZ_JAKRSL010000002.1	81547	82233	+	687	3825	9342	2996	10689	9681	2297	3441	5858	5428
gene-Saur515_RS02630	NZ_JAKRSL010000002.1	82387	82491	-	105	73	152	69	172	164	45	81	108	69
gene-Saur515_RS02635	NZ_JAKRSL010000002.1	82665	84104	+	1440	300	592	231	559	566	149	275	365	323
gene-Saur515_RS02640	NZ_JAKRSL010000002.1	84225	85004	+	780	1437	6533	1510	7252	7417	837	1646	2416	1890
gene-Saur515_RS02645	NZ_JAKRSL010000002.1	84985	85704	+	720	1749	6799	1648	7476	7632	995	1744	2621	2401
gene-Saur515_RS02650	NZ_JAKRSL010000002.1	85701	86432	+	732	1526	6044	1430	6403	6661	840	1456	2285	2310
gene-Saur515_RS02655	NZ_JAKRSL010000002.1	86529	87779	-	1251	32	93	29	111	108	20	42	63	54
gene-Saur515_RS02660	NZ_JAKRSL010000002.1	88034	88396	+	363	69	261	75	266	270	55	74	111	116
gene-Saur515_RS02665	NZ_JAKRSL010000002.1	88415	89014	+	600	150	525	127	577	546	97	150	246	223
gene-Saur515_RS02670	NZ_JAKRSL010000002.1	89021	89122	+	102	8	35	10	40	39	7	6	16	16
gene-Saur515_RS02675	NZ_JAKRSL010000002.1	89287	89538	+	252	45	103	23	105	106	24	36	68	57
gene-Saur515_RS02680	NZ_JAKRSL010000002.1	89538	89804	+	267	56	133	33	153	139	28	42	81	63
gene-Saur515_RS02690	NZ_JAKRSL010000002.1	90099	91649	+	1551	74	470	62	520	533	42	69	119	104
gene-Saur515_RS02695	NZ_JAKRSL010000002.1	91835	92302	+	468	16	102	13	114	100	9	14	26	11
gene-Saur515_RS02700	NZ_JAKRSL010000002.1	92386	92568	+	183	39	153	30	180	162	17	29	56	41
gene-Saur515_RS02705	NZ_JAKRSL010000002.1	92785	93609	+	825	283	1288	254	1504	1522	159	245	482	516
gene-Saur515_RS02710	NZ_JAKRSL010000002.1	93842	94378	+	537	35	122	17	206	129	15	38	43	37
gene-Saur515_RS02715	NZ_JAKRSL010000002.1	94608	95339	+	732	198	3540	934	3030	3526	148	863	1292	324
gene-Saur515_RS02720	NZ_JAKRSL010000002.1	95405	97810	+	2406	1015	6278	2531	6178	6116	714	2316	3775	1403
gene-Saur515_RS02725	NZ_JAKRSL010000002.1	97814	98128	+	315	433	1801	837	1810	1857	283	830	1277	520
gene-Saur515_RS02730	NZ_JAKRSL010000002.1	98119	99096	+	978	978	3764	1712	4134	3788	628	1820	2765	1068
gene-Saur515_RS02735	NZ_JAKRSL010000002.1	99405	103094	+	3690	2621	12629	6785	13473	13143	1963	7050	10585	3617
gene-Saur515_RS02740	NZ_JAKRSL010000002.1	103084	104643	+	1560	1469	8148	4199	9049	8290	1296	4365	6390	2271
gene-Saur515_RS02745	NZ_JAKRSL010000002.1	104636	105211	+	576	694	4042	1896	4264	3882	551	2139	3032	988
gene-Saur515_RS02750	NZ_JAKRSL010000002.1	105204	105881	+	678	888	4810	2361	5257	4750	701	2509	3631	1243
gene-Saur515_RS02755	NZ_JAKRSL010000002.1	105901	106353	+	453	819	4020	1951	4362	3755	618	2094	3100	1101
gene-Saur515_RS02760	NZ_JAKRSL010000002.1	106377	107411	+	1035	1477	6894	3482	7196	6520	1151	3587	5048	1998
gene-Saur515_RS02765	NZ_JAKRSL010000002.1	107434	108087	+	654	759	3891	1875	4306	3656	624	1945	2800	1143
gene-Saur515_RS02770	NZ_JAKRSL010000002.1	108345	109085	-	741	19	69	24	74	67	13	22	30	26
gene-Saur515_RS02780	NZ_JAKRSL010000002.1	110348	111517	+	1170	6569	28058	11366	30738	32271	4160	10493	16879	8572
gene-Saur515_RS02785	NZ_JAKRSL010000002.1	111624	112052	-	429	263	837	256	874	893	139	275	392	317
gene-Saur515_RS02790	NZ_JAKRSL010000002.1	112268	112714	-	447	380	910	292	1074	976	238	359	471	530
gene-Saur515_RS02795	NZ_JAKRSL010000002.1	113112	113477	+	366	105	694	159	745	709	76	143	243	140
gene-Saur515_RS02800	NZ_JAKRSL010000002.1	113659	114936	+	1278	520	2561	683	2949	2866	294	731	1054	830
gene-Saur515_RS02805	NZ_JAKRSL010000002.1	115340	115696	-	357	244	812	154	1018	857	144	212	300	304
gene-Saur515_RS02810	NZ_JAKRSL010000002.1	115961	116383	-	423	828	926	351	1152	803	380	489	755	613
gene-Saur515_RS02815	NZ_JAKRSL010000002.1	116454	118559	-	2106	65	297	73	306	357	49	76	100	93
gene-Saur515_RS02820	NZ_JAKRSL010000002.1	120047	120430	-	384	82	236	84	243	311	85	73	113	362
gene-Saur515_RS02825	NZ_JAKRSL010000002.1	120613	122055	+	1443	24	79	15	73	51	18	30	35	40
gene-Saur515_RS02830	NZ_JAKRSL010000002.1	122141	123085	-	945	385	1085	300	1273	1242	235	280	458	507
gene-Saur515_RS02835	NZ_JAKRSL010000002.1	123131	123754	-	624	310	667	202	842	767	160	205	333	363
gene-Saur515_RS02840	NZ_JAKRSL010000002.1	123915	125192	+	1278	19	140	19	123	115	17	21	33	49
gene-Saur515_RS02845	NZ_JAKRSL010000002.1	125399	125830	+	432	217	510	124	648	485	109	168	278	267
gene-Saur515_RS02850	NZ_JAKRSL010000002.1	125935	126051	+	117	9	14	5	19	15	1	13	11	11
gene-Saur515_RS02855	NZ_JAKRSL010000002.1	126062	127096	+	1035	104	342	86	368	340	54	124	142	132
gene-Saur515_RS02860	NZ_JAKRSL010000002.1	127132	127533	+	402	34	110	49	144	123	18	47	45	53
gene-Saur515_RS02865	NZ_JAKRSL010000002.1	127579	128583	-	1005	453	1503	318	1931	1897	240	343	564	664
gene-Saur515_RS02870	NZ_JAKRSL010000002.1	128774	129289	+	516	62	196	21	267	258	39	44	58	70
gene-Saur515_RS02875	NZ_JAKRSL010000002.1	129603	130232	+	630	891	1591	429	1852	1657	470	581	874	797
gene-Saur515_RS02880	NZ_JAKRSL010000002.1	130385	132058	-	1674	296	994	222	1184	1078	168	208	355	363
gene-Saur515_RS02885	NZ_JAKRSL010000002.1	132375	133973	+	1599	13091	43168	10220	47199	44543	6546	9551	17262	16273
gene-Saur515_RS02890	NZ_JAKRSL010000002.1	134354	135832	+	1479	343	994	218	1138	1099	189	261	426	438
gene-Saur515_RS02895	NZ_JAKRSL010000002.1	135898	136353	-	456	26	90	30	102	124	28	36	46	60
gene-Saur515_RS02900	NZ_JAKRSL010000002.1	136350	136793	-	444	60	110	33	148	137	32	42	68	67
gene-Saur515_RS02905	NZ_JAKRSL010000002.1	136956	138329	-	1374	102	287	90	347	331	64	107	167	150
gene-Saur515_RS02910	NZ_JAKRSL010000002.1	138322	138996	-	675	29	98	21	131	103	16	45	41	43
gene-Saur515_RS02915	NZ_JAKRSL010000002.1	139132	140187	+	1056	6	9	9	12	6	1	3	6	5
gene-Saur515_RS02920	NZ_JAKRSL010000002.1	140187	140852	+	666	10	15	8	18	12	2	2	3	3
gene-Saur515_RS02930	NZ_JAKRSL010000002.1	141923	142891	-	969	223	527	147	600	584	112	160	253	269
gene-Saur515_RS02935	NZ_JAKRSL010000002.1	143086	143541	+	456	281	577	164	725	586	168	208	279	401
gene-Saur515_RS02940	NZ_JAKRSL010000002.1	143781	145163	+	1383	164	523	101	610	577	82	123	200	189
gene-Saur515_RS02945	NZ_JAKRSL010000002.1	145194	145322	+	129	7	31	9	49	39	11	14	18	19
gene-Saur515_RS02950	NZ_JAKRSL010000002.1	145432	146640	+	1209	95	340	105	331	324	55	92	131	135
gene-Saur515_RS02955	NZ_JAKRSL010000002.1	146870	147421	-	552	51	335	33	428	364	32	44	69	62
gene-Saur515_RS02960	NZ_JAKRSL010000002.1	147542	148189	+	648	143	695	250	859	868	140	265	262	336
gene-Saur515_RS02965	NZ_JAKRSL010000002.1	148202	150133	+	1932	359	1497	526	1661	1803	286	624	625	826
gene-Saur515_RS02970	NZ_JAKRSL010000002.1	150379	151017	-	639	72	350	72	462	415	40	76	103	143
gene-Saur515_RS02975	NZ_JAKRSL010000002.1	151225	152145	+	921	208	840	135	1071	872	90	219	295	215
gene-Saur515_RS02980	NZ_JAKRSL010000002.1	152253	152672	-	420	197	606	133	749	629	80	153	222	205
gene-Saur515_RS02985	NZ_JAKRSL010000002.1	152669	153160	-	492	141	448	92	552	461	52	97	141	158
gene-Saur515_RS02990	NZ_JAKRSL010000002.1	153257	154204	+	948	136	412	111	419	430	75	132	168	178
gene-Saur515_RS02995	NZ_JAKRSL010000002.1	154235	155284	+	1050	278	838	241	963	951	190	302	410	398
gene-Saur515_RS03000	NZ_JAKRSL010000002.1	155332	156540	-	1209	78	406	67	420	454	49	106	122	135
gene-Saur515_RS03005	NZ_JAKRSL010000002.1	156877	157485	-	609	20	80	18	94	97	21	18	49	40
gene-Saur515_RS03010	NZ_JAKRSL010000002.1	157884	158531	+	648	70	263	66	331	318	46	76	111	109
gene-Saur515_RS03015	NZ_JAKRSL010000002.1	158762	159661	+	900	89	410	85	395	432	63	88	148	145
gene-Saur515_RS03020	NZ_JAKRSL010000002.1	159654	160886	+	1233	145	571	156	611	593	89	171	255	287
gene-Saur515_RS03025	NZ_JAKRSL010000002.1	160870	161055	+	186	36	96	38	130	122	27	41	81	60
gene-Saur515_RS03030	NZ_JAKRSL010000002.1	161104	161430	+	327	109	290	106	352	359	92	132	195	193
gene-Saur515_RS03035	NZ_JAKRSL010000002.1	161460	162479	+	1020	240	628	215	693	696	139	196	359	356
gene-Saur515_RS03040	NZ_JAKRSL010000002.1	162715	163368	-	654	100	356	69	411	358	47	86	132	113
gene-Saur515_RS03045	NZ_JAKRSL010000002.1	163542	164228	+	687	146	508	87	620	552	77	110	177	198
gene-Saur515_RS03050	NZ_JAKRSL010000002.1	164294	165553	-	1260	435	1986	458	2182	2176	226	557	774	674
gene-Saur515_RS03055	NZ_JAKRSL010000002.1	165843	166778	+	936	529	447	214	482	458	175	220	381	385
gene-Saur515_RS03060	NZ_JAKRSL010000002.1	167034	167453	-	420	2	19	1	19	23	1	2	4	5
gene-Saur515_RS03065	NZ_JAKRSL010000002.1	167635	168519	-	885	16	47	14	56	65	5	8	19	15
gene-Saur515_RS03070	NZ_JAKRSL010000002.1	168679	170340	+	1662	33	65	14	53	53	18	13	36	34
gene-Saur515_RS03075	NZ_JAKRSL010000002.1	170340	171578	+	1239	28	91	23	100	99	17	21	40	41
gene-Saur515_RS03080	NZ_JAKRSL010000002.1	171855	172976	+	1122	15	58	16	56	53	11	16	21	17
gene-Saur515_RS03085	NZ_JAKRSL010000002.1	173087	173968	+	882	406	711	148	843	690	169	158	274	408
gene-Saur515_RS03090	NZ_JAKRSL010000002.1	174455	175024	+	570	50	126	32	135	145	39	44	60	53
gene-Saur515_RS03095	NZ_JAKRSL010000002.1	175249	176562	+	1314	118	475	118	554	519	63	127	153	161
gene-Saur515_RS03100	NZ_JAKRSL010000002.1	176729	177235	+	507	733	1757	464	2054	1684	354	564	940	745
gene-Saur515_RS03105	NZ_JAKRSL010000002.1	177293	178057	-	765	32	218	36	314	290	20	53	67	44
gene-Saur515_RS03110	NZ_JAKRSL010000002.1	178387	179991	+	1605	87	390	92	453	442	46	68	119	102
gene-Saur515_RS03115	NZ_JAKRSL010000002.1	180057	180587	-	531	77	251	59	338	333	40	63	113	120
gene-Saur515_RS03120	NZ_JAKRSL010000002.1	180855	181772	+	918	18	80	13	92	83	13	16	12	28
gene-Saur515_RS03125	NZ_JAKRSL010000002.1	181847	182482	+	636	124	380	72	430	377	53	93	111	125
gene-Saur515_RS03130	NZ_JAKRSL010000002.1	182493	182684	+	192	63	182	33	229	172	27	45	63	52
gene-Saur515_RS03135	NZ_JAKRSL010000002.1	182780	182965	-	186	139	384	91	503	403	52	70	138	159
gene-Saur515_RS03140	NZ_JAKRSL010000002.1	182962	183318	-	357	211	555	123	674	557	75	100	191	237
gene-Saur515_RS03145	NZ_JAKRSL010000002.1	183598	184977	+	1380	227	1083	237	1164	1137	119	216	326	337
gene-Saur515_RS03150	NZ_JAKRSL010000002.1	185364	186236	-	873	554	1169	376	1256	1107	337	413	669	722
gene-Saur515_RS03155	NZ_JAKRSL010000002.1	186681	187010	-	330	8	27	5	22	17	5	6	6	8
gene-Saur515_RS03160	NZ_JAKRSL010000002.1	187059	187796	+	738	183	1085	152	1282	1081	93	229	313	262
gene-Saur515_RS03170	NZ_JAKRSL010000002.1	188443	189135	-	693	162	384	86	419	398	103	85	171	268
gene-Saur515_RS03175	NZ_JAKRSL010000002.1	189520	190317	+	798	144	273	100	314	305	80	101	171	141
gene-Saur515_RS03180	NZ_JAKRSL010000002.1	190450	191397	+	948	260	660	160	699	639	131	193	277	327
gene-Saur515_RS03185	NZ_JAKRSL010000002.1	191999	194953	+	2955	1854	2999	1655	3243	3060	1171	1664	2370	2141
gene-Saur515_RS03190	NZ_JAKRSL010000002.1	194953	195426	+	474	611	988	469	1073	921	362	548	738	677
gene-Saur515_RS03195	NZ_JAKRSL010000002.1	195654	195887	+	234	28	176	31	191	225	15	46	35	57
gene-Saur515_RS03200	NZ_JAKRSL010000002.1	195909	196685	+	777	214	1020	258	1084	1285	144	259	371	356
gene-Saur515_RS03205	NZ_JAKRSL010000002.1	196996	198120	+	1125	194	760	171	886	870	114	205	359	275
gene-Saur515_RS03210	NZ_JAKRSL010000002.1	198212	199165	-	954	529	1733	399	1952	1983	286	445	722	766
gene-Saur515_RS03215	NZ_JAKRSL010000002.1	199527	200027	-	501	45	206	46	234	220	25	62	59	115
gene-Saur515_RS03220	NZ_JAKRSL010000002.1	200264	200686	-	423	56	208	62	243	222	30	59	91	55
gene-Saur515_RS03225	NZ_JAKRSL010000002.1	200934	202016	+	1083	251	689	139	787	758	109	159	251	228
gene-Saur515_RS03230	NZ_JAKRSL010000002.1	202111	203511	+	1401	152	340	125	382	384	93	123	157	186
gene-Saur515_RS03235	NZ_JAKRSL010000002.1	203685	203927	+	243	66	116	47	170	142	82	58	81	113
gene-Saur515_RS03240	NZ_JAKRSL010000002.1	203944	204747	-	804	304	2032	361	2530	2677	198	390	463	794
gene-Saur515_RS03245	NZ_JAKRSL010000002.1	205357	207312	+	1956	33	176	29	161	140	28	29	53	46
gene-Saur515_RS03250	NZ_JAKRSL010000002.1	207338	208081	+	744	132	232	53	259	202	67	111	176	98
gene-Saur515_RS03255	NZ_JAKRSL010000002.1	208145	208471	+	327	206	440	110	501	391	142	188	324	183
gene-Saur515_RS03260	NZ_JAKRSL010000002.1	208899	209246	+	348	577	1093	283	1419	1022	296	462	729	583
gene-Saur515_RS03265	NZ_JAKRSL010000002.1	209435	210271	-	837	31	122	23	137	120	14	29	42	38
gene-Saur515_RS03270	NZ_JAKRSL010000002.1	210271	210885	-	615	28	99	29	131	99	19	32	43	39
gene-Saur515_RS03275	NZ_JAKRSL010000002.1	210898	211587	-	690	24	57	13	67	63	9	19	26	29
gene-Saur515_RS03280	NZ_JAKRSL010000002.1	211580	212032	-	453	12	35	8	43	39	3	9	17	20
gene-Saur515_RS03285	NZ_JAKRSL010000002.1	212045	213760	-	1716	29	48	18	59	41	11	24	32	37
gene-Saur515_RS03290	NZ_JAKRSL010000002.1	213757	214167	-	411	11	18	8	16	9	10	5	2	11
gene-Saur515_RS03295	NZ_JAKRSL010000002.1	214181	214483	-	303	4	10	4	7	9	6	0	1	2
gene-Saur515_RS03300	NZ_JAKRSL010000002.1	214743	215648	+	906	17	27	13	33	38	5	11	14	10
gene-Saur515_RS03305	NZ_JAKRSL010000002.1	215865	217019	+	1155	333	906	314	1032	980	200	292	513	412
gene-Saur515_RS03310	NZ_JAKRSL010000002.1	217233	218141	+	909	124	1145	198	1399	1442	117	306	331	248
gene-Saur515_RS03315	NZ_JAKRSL010000002.1	218540	219481	+	942	21	78	33	87	90	13	24	38	39
gene-Saur515_RS03320	NZ_JAKRSL010000002.1	219602	220156	+	555	24	122	41	144	143	10	37	37	50
gene-Saur515_RS03325	NZ_JAKRSL010000002.1	220228	220998	+	771	46	176	54	200	195	24	56	62	57
gene-Saur515_RS03330	NZ_JAKRSL010000002.1	221170	221967	-	798	291	738	131	861	745	178	181	257	300
gene-Saur515_RS03335	NZ_JAKRSL010000002.1	222257	223039	+	783	361	1217	321	1253	1229	257	379	620	551
gene-Saur515_RS03340	NZ_JAKRSL010000002.1	223053	223724	+	672	247	779	256	832	864	182	280	447	427
gene-Saur515_RS03345	NZ_JAKRSL010000002.1	223725	224330	+	606	162	479	155	539	527	99	187	328	271
gene-Saur515_RS03350	NZ_JAKRSL010000002.1	224500	225504	+	1005	219	447	204	527	510	103	191	314	253
gene-Saur515_RS03355	NZ_JAKRSL010000002.1	225535	226041	+	507	87	200	117	273	227	68	118	165	141
gene-Saur515_RS03360	NZ_JAKRSL010000002.1	226043	226537	-	495	112	289	130	355	317	63	152	224	175
gene-Saur515_RS03365	NZ_JAKRSL010000002.1	226600	227859	+	1260	153	361	195	392	409	96	227	339	251
gene-Saur515_RS03370	NZ_JAKRSL010000002.1	227856	228341	+	486	85	245	101	265	244	46	104	162	108
gene-Saur515_RS03375	NZ_JAKRSL010000002.1	228355	228801	+	447	99	331	114	421	357	71	118	188	153
gene-Saur515_RS03380	NZ_JAKRSL010000002.1	228807	229040	+	234	59	273	91	350	359	55	99	180	130
gene-Saur515_RS03385	NZ_JAKRSL010000002.1	229047	229646	+	600	169	592	199	741	729	124	222	329	273
gene-Saur515_RS03390	NZ_JAKRSL010000002.1	229666	230688	+	1023	371	1071	340	1268	1196	240	416	601	512
gene-Saur515_RS03395	NZ_JAKRSL010000002.1	231083	231253	-	171	8	40	18	26	29	7	19	34	12
gene-Saur515_RS03400	NZ_JAKRSL010000002.1	231379	231729	+	351	409	362	148	455	373	250	247	443	491
gene-Saur515_RS03405	NZ_JAKRSL010000002.1	231831	233042	-	1212	34	106	21	122	101	12	34	40	47
gene-Saur515_RS03410	NZ_JAKRSL010000002.1	233035	233475	-	441	5	26	8	49	40	2	7	4	10
gene-Saur515_RS03415	NZ_JAKRSL010000002.1	233637	234401	+	765	81	286	68	321	284	47	76	106	90
gene-Saur515_RS03420	NZ_JAKRSL010000002.1	234393	234644	-	252	63	218	48	242	213	36	55	86	63
gene-Saur515_RS03425	NZ_JAKRSL010000002.1	235033	236298	+	1266	393	1666	398	1983	1885	231	409	649	536
gene-Saur515_RS03430	NZ_JAKRSL010000002.1	236415	239582	+	3168	425	1750	598	1821	1960	331	642	886	816
gene-Saur515_RS03435	NZ_JAKRSL010000002.1	239769	240086	-	318	190	767	180	920	903	106	205	279	276
gene-Saur515_RS03440	NZ_JAKRSL010000002.1	240331	240495	-	165	66	324	66	364	354	34	76	99	113
gene-Saur515_RS03445	NZ_JAKRSL010000002.1	240628	241536	+	909	47	200	25	191	194	33	46	70	63
