# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715794_sorted.bam" "SRR29715795_sorted.bam" "SRR29715801_sorted.bam" "SRR29715800_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715794_sorted.bam	SRR29715795_sorted.bam	SRR29715801_sorted.bam	SRR29715800_sorted.bam
gene-PA2971	AE004091.2	3328399	3328935	-	537	382	437	386	546
gene-PA2972	AE004091.2	3329045	3329623	+	579	30	26	14	38
gene-PA2973	AE004091.2	3329690	3330670	-	981	243	276	192	357
gene-PA2974	AE004091.2	3330663	3331355	-	693	162	158	132	264
gene-PA2975	AE004091.2	3331348	3332304	-	957	245	242	201	412
gene-PA2976	AE004091.2	3332881	3336054	+	3174	897	1059	631	1427
gene-PA2977	AE004091.2	3336212	3337231	-	1020	135	126	118	203
gene-PA2978	AE004091.2	3337228	3337692	-	465	87	102	99	171
gene-PA2979	AE004091.2	3337692	3338456	-	765	51	93	45	109
gene-PA2980	AE004091.2	3338456	3338641	-	186	38	73	53	105
gene-PA2981	AE004091.2	3338679	3339677	-	999	165	225	100	210
gene-PA2982	AE004091.2	3339677	3340117	-	441	64	72	33	80
gene-PA2983	AE004091.2	3340114	3340749	-	636	129	142	104	186
gene-PA2984	AE004091.2	3340822	3343047	-	2226	20	30	9	15
gene-PA2985	AE004091.2	3343178	3343711	+	534	36	24	11	23
gene-PA2986	AE004091.2	3343799	3345100	-	1302	267	258	166	330
gene-PA2987	AE004091.2	3345113	3345796	-	684	138	113	81	173
gene-PA2988	AE004091.2	3345789	3347039	-	1251	206	221	158	325
gene-PA2989	AE004091.2	3346977	3347741	+	765	43	68	21	60
gene-PA2990	AE004091.2	3348073	3348795	+	723	94	112	52	109
gene-PA2991	AE004091.2	3348838	3350232	-	1395	378	523	288	544
gene-PA2992	AE004091.2	3350411	3350638	-	228	60	97	69	97
gene-PA2993	AE004091.2	3350635	3351663	-	1029	179	191	81	202
gene-PA2994	AE004091.2	3351656	3352879	-	1224	309	355	183	426
gene-PA2995	AE004091.2	3352890	3353498	-	609	61	88	53	125
gene-PA2996	AE004091.2	3353498	3354172	-	675	264	296	164	392
gene-PA2997	AE004091.2	3354169	3354954	-	786	152	173	114	213
gene-PA2998	AE004091.2	3354947	3356158	-	1212	184	186	93	194
gene-PA2999	AE004091.2	3356162	3357499	-	1338	443	457	208	476
gene-PA3000	AE004091.2	3357758	3359167	-	1410	177	203	158	288
gene-PA3001	AE004091.2	3359269	3360654	-	1386	595	633	366	743
gene-PA3002	AE004091.2	3360875	3364321	+	3447	264	312	140	298
gene-PA3003	AE004091.2	3364332	3364961	+	630	50	52	8	46
gene-PA3004	AE004091.2	3365007	3365744	-	738	71	95	40	105
gene-PA3005	AE004091.2	3365756	3366754	-	999	100	132	64	140
gene-PA3006	AE004091.2	3366970	3367671	-	702	484	571	194	494
gene-PA3007	AE004091.2	3367903	3368517	+	615	226	215	161	374
gene-PA3008	AE004091.2	3368529	3369014	+	486	65	76	44	115
gene-PA3009	AE004091.2	3369036	3369269	-	234	52	74	51	99
gene-PA3010	AE004091.2	3369475	3369993	-	519	89	88	54	124
gene-PA3011	AE004091.2	3370100	3372706	-	2607	583	639	387	750
gene-PA3012	AE004091.2	3372797	3373171	-	375	67	79	63	116
gene-PA3013	AE004091.2	3373254	3374429	-	1176	132	166	111	257
gene-PA3014	AE004091.2	3374460	3376607	-	2148	238	306	175	346
gene-PA3015	AE004091.2	3377035	3377853	+	819	75	75	19	69
gene-PA3016	AE004091.2	3377870	3378304	-	435	24	27	4	17
gene-PA3017	AE004091.2	3378512	3378949	+	438	59	70	21	55
gene-PA3018	AE004091.2	3378979	3379665	-	687	79	119	36	99
gene-PA3019	AE004091.2	3379815	3381737	-	1923	375	416	181	384
gene-PA3020	AE004091.2	3381963	3383891	+	1929	129	165	84	169
gene-PA3021	AE004091.2	3383948	3384334	+	387	42	49	16	44
gene-PA3022	AE004091.2	3384378	3385184	-	807	80	132	41	103
gene-PA3023	AE004091.2	3385287	3386195	-	909	11	8	11	13
gene-PA3024	AE004091.2	3386270	3387829	-	1560	33	17	14	25
gene-PA3025	AE004091.2	3387850	3389430	-	1581	18	27	6	32
gene-PA3026	AE004091.2	3389436	3391031	-	1596	19	29	22	43
gene-PA3027	AE004091.2	3391208	3392239	+	1032	61	71	40	114
gene-PA3028	AE004091.2	3392268	3393485	-	1218	88	92	64	137
gene-PA3029	AE004091.2	3393482	3394021	-	540	53	41	33	57
gene-PA3030	AE004091.2	3394088	3394684	+	597	9	15	12	16
gene-PA3031	AE004091.2	3394816	3395037	+	222	197	234	119	273
gene-PA3031.1	AE004091.2	3395190	3395266	+	77	1996	2114	8284	3690
gene-PA3032	AE004091.2	3395325	3396728	-	1404	39	54	15	37
gene-PA3033	AE004091.2	3397096	3397374	-	279	80	70	31	105
gene-PA3034	AE004091.2	3397381	3397938	-	558	23	39	27	44
gene-PA3035	AE004091.2	3398104	3398700	+	597	14	17	3	15
gene-PA3036	AE004091.2	3398717	3399649	+	933	32	22	5	21
gene-PA3037	AE004091.2	3399649	3400515	+	867	8	12	3	11
gene-PA3038	AE004091.2	3400684	3401949	+	1266	30	30	58	99
gene-PA3039	AE004091.2	3402134	3403516	-	1383	21	16	5	19
gene-PA3040	AE004091.2	3403812	3404141	+	330	16	30	22	30
gene-PA3041	AE004091.2	3404145	3404525	+	381	27	22	6	18
gene-PA3042	AE004091.2	3404539	3404862	+	324	6	4	4	8
gene-PA3043	AE004091.2	3404979	3406310	+	1332	80	102	40	115
gene-PA3044	AE004091.2	3406321	3408546	-	2226	21	16	10	21
gene-PA3045	AE004091.2	3408560	3409183	-	624	13	12	3	14
gene-PA3046	AE004091.2	3409609	3409953	-	345	65	64	54	94
gene-PA3047	AE004091.2	3410264	3411694	+	1431	112	136	81	181
gene-PA3048	AE004091.2	3411763	3413940	-	2178	123	169	111	201
gene-PA3049	AE004091.2	3414401	3414613	+	213	54	76	32	91
gene-PA3050	AE004091.2	3414701	3415729	-	1029	104	167	84	181
gene-PA3051	AE004091.2	3415786	3416067	-	282	65	81	23	73
gene-PA3052	AE004091.2	3416061	3417041	+	981	68	84	47	119
gene-PA3053	AE004091.2	3417113	3418120	+	1008	33	49	18	40
gene-PA3054	AE004091.2	3418288	3420192	+	1905	37	74	12	47
gene-PA3055	AE004091.2	3420309	3420785	-	477	52	72	29	57
gene-PA3056	AE004091.2	3420823	3421299	-	477	81	88	43	100
gene-PA3057	AE004091.2	3421425	3421655	+	231	5	7	3	5
gene-PA3058	AE004091.2	3421696	3423066	-	1371	32	65	32	91
gene-PA3059	AE004091.2	3423068	3424591	-	1524	21	25	39	74
gene-PA3060	AE004091.2	3424588	3425577	-	990	11	19	15	28
gene-PA3061	AE004091.2	3425555	3426922	-	1368	9	18	16	39
gene-PA3062	AE004091.2	3426928	3427446	-	519	2	6	3	5
gene-PA3063	AE004091.2	3427486	3431067	-	3582	34	44	44	94
gene-PA3064	AE004091.2	3431045	3433891	-	2847	29	39	32	78
gene-PA3065	AE004091.2	3434373	3435359	-	987	11	5	6	12
gene-PA3066	AE004091.2	3435372	3435944	-	573	25	24	8	25
gene-PA3067	AE004091.2	3435987	3436430	-	444	6	6	12	6
gene-PA3068	AE004091.2	3436578	3441440	-	4863	801	850	371	882
gene-PA3069	AE004091.2	3441713	3442330	-	618	18	15	9	20
gene-PA3070	AE004091.2	3442823	3443803	+	981	155	156	77	151
gene-PA3071	AE004091.2	3443814	3444752	+	939	54	89	34	124
gene-PA3072	AE004091.2	3444749	3445243	+	495	29	25	7	34
gene-PA3073	AE004091.2	3445236	3446258	+	1023	46	42	25	52
gene-PA3074	AE004091.2	3446255	3448015	+	1761	47	77	35	113
gene-PA3075	AE004091.2	3448012	3449643	+	1632	45	58	30	62
gene-PA3076	AE004091.2	3449697	3450776	+	1080	43	37	20	65
gene-PA3077	AE004091.2	3450838	3451509	+	672	48	43	21	58
gene-PA3078	AE004091.2	3451506	3452801	+	1296	49	44	29	58
gene-PA3079	AE004091.2	3452872	3455253	-	2382	61	83	64	139
gene-PA3080	AE004091.2	3455266	3456363	-	1098	38	47	29	68
gene-PA3081	AE004091.2	3456543	3457910	-	1368	35	61	39	73
gene-PA3082	AE004091.2	3457969	3459933	-	1965	107	95	66	135
gene-PA3083	AE004091.2	3460380	3463037	-	2658	244	267	172	347
gene-PA3084	AE004091.2	3463056	3463856	-	801	70	94	37	113
gene-PA3085	AE004091.2	3463889	3464152	-	264	64	86	46	115
gene-PA3086	AE004091.2	3464236	3465096	-	861	75	77	34	81
gene-PA3087	AE004091.2	3465093	3466073	-	981	178	209	68	195
gene-PA3088	AE004091.2	3466073	3466960	-	888	177	222	89	260
gene-PA3089	AE004091.2	3467085	3468050	+	966	57	51	19	46
gene-PA3090	AE004091.2	3468108	3468965	+	858	19	25	10	30
gene-PA3091	AE004091.2	3468988	3470427	-	1440	58	57	27	49
gene-PA3092	AE004091.2	3470764	3472803	-	2040	28	52	15	38
gene-PA3093	AE004091.2	3473018	3474136	+	1119	166	175	74	180
gene-PA3094	AE004091.2	3474133	3475170	+	1038	123	136	52	138
gene-PA3094.1	AE004091.2	3475457	3475533	-	77	265	357	273	445
gene-PA3094.2	AE004091.2	3475648	3475724	-	77	251	271	283	427
gene-PA3094.3	AE004091.2	3475741	3475816	-	76	734	798	1087	919
gene-PA3095	AE004091.2	3475956	3476480	-	525	7	1	3	6
gene-PA3096	AE004091.2	3476482	3477630	-	1149	31	44	31	58
gene-PA3097	AE004091.2	3477627	3478628	-	1002	42	56	50	90
gene-PA3098	AE004091.2	3478625	3479338	-	714	13	23	11	23
gene-PA3099	AE004091.2	3479335	3479724	-	390	20	14	9	17
gene-PA3100	AE004091.2	3479721	3480239	-	519	17	29	17	26
gene-PA3101	AE004091.2	3480246	3480692	-	447	27	21	17	37
gene-PA3102	AE004091.2	3480697	3481914	-	1218	39	54	26	52
gene-PA3103	AE004091.2	3481914	3483422	-	1509	63	69	43	77
gene-PA3104	AE004091.2	3483642	3484349	+	708	279	319	96	331
gene-PA3105	AE004091.2	3484354	3486330	+	1977	76	81	70	147
gene-PA3106	AE004091.2	3486417	3487184	-	768	80	101	68	159
gene-PA3107	AE004091.2	3487181	3488392	-	1212	168	218	106	198
gene-PA3108	AE004091.2	3488409	3489914	-	1506	376	535	254	576
gene-PA3109	AE004091.2	3490136	3490678	-	543	212	205	184	415
gene-PA3110	AE004091.2	3490752	3491411	-	660	117	131	67	147
gene-PA3111	AE004091.2	3491415	3492704	-	1290	397	446	279	600
gene-PA3112	AE004091.2	3492701	3493573	-	873	259	270	250	463
gene-PA3113	AE004091.2	3493842	3494477	-	636	123	132	85	175
gene-PA3114	AE004091.2	3494567	3495424	-	858	181	173	82	207
gene-PA3115	AE004091.2	3495446	3498205	-	2760	1062	1228	556	1311
gene-PA3116	AE004091.2	3498374	3499384	-	1011	103	92	57	100
gene-PA3117	AE004091.2	3499486	3500598	-	1113	303	350	229	518
gene-PA3118	AE004091.2	3500668	3501750	-	1083	72	66	46	121
gene-PA3119	AE004091.2	3501809	3502372	-	564	23	19	14	45
gene-PA3120	AE004091.2	3502642	3503280	-	639	28	52	18	33
gene-PA3121	AE004091.2	3503292	3504716	-	1425	122	175	77	159
gene-PA3122	AE004091.2	3504879	3505772	+	894	57	37	33	75
gene-PA3123	AE004091.2	3505865	3506242	-	378	14	17	11	19
gene-PA3124	AE004091.2	3506322	3507233	-	912	44	47	15	36
gene-PA3125	AE004091.2	3507345	3508673	+	1329	18	30	11	25
gene-PA3126	AE004091.2	3508717	3509166	-	450	59	98	29	51
gene-PA3127	AE004091.2	3509324	3510127	+	804	13	29	6	25
gene-PA3128	AE004091.2	3510144	3510890	+	747	20	30	15	17
gene-PA3129	AE004091.2	3510905	3511864	-	960	63	99	50	98
gene-PA3130	AE004091.2	3511957	3512394	-	438	54	60	22	50
gene-PA3131	AE004091.2	3512394	3513041	-	648	66	113	47	103
gene-PA3132	AE004091.2	3513154	3514011	-	858	11	21	8	4
gene-PA3133	AE004091.2	3514023	3514565	-	543	13	7	8	14
gene-PA3133.1	AE004091.2	3514723	3514798	-	76	202	238	190	240
gene-PA3133.2	AE004091.2	3514845	3514920	-	76	1378	1845	1084	1801
gene-PA3133.3	AE004091.2	3515014	3515089	-	76	201	274	208	246
gene-PA3133.4	AE004091.2	3515138	3515213	-	76	1591	1998	1179	1984
gene-PA3134	AE004091.2	3515416	3516900	-	1485	318	356	170	457
gene-PA3135	AE004091.2	3516938	3517858	-	921	33	27	15	44
gene-PA3136	AE004091.2	3517928	3518995	+	1068	19	19	7	26
gene-PA3137	AE004091.2	3519045	3520544	+	1500	35	28	24	30
gene-PA3138	AE004091.2	3520548	3522560	-	2013	107	120	65	120
gene-PA3139	AE004091.2	3522748	3523944	+	1197	372	458	246	579
gene-PA3139.1	AE004091.2	3524012	3524087	+	76	2861	2693	5353	3819
gene-PA3140	AE004091.2	3524161	3524490	-	330	32	42	8	25
gene-PA3141	AE004091.2	3524681	3526678	-	1998	742	918	353	885
gene-PA3142	AE004091.2	3527429	3527734	-	306	101	138	40	122
gene-PA3143	AE004091.2	3527670	3528212	-	543	124	204	78	193
gene-PA3144	AE004091.2	3528231	3528350	-	120	57	56	29	63
gene-PA3145	AE004091.2	3528428	3529447	-	1020	447	526	211	424
gene-PA3146	AE004091.2	3529508	3530458	-	951	259	308	123	270
gene-PA3147	AE004091.2	3530467	3531708	-	1242	596	823	324	724
gene-PA3148	AE004091.2	3531751	3532815	-	1065	314	412	257	384
gene-PA3149	AE004091.2	3532812	3533933	-	1122	310	394	215	362
gene-PA3150	AE004091.2	3533948	3535081	-	1134	265	340	194	335
gene-PA3151	AE004091.2	3535216	3535971	-	756	313	379	122	292
gene-PA3152	AE004091.2	3535971	3536579	-	609	202	255	128	297
gene-PA3153	AE004091.2	3536576	3537811	-	1236	369	441	198	366
gene-PA3154	AE004091.2	3537808	3539124	-	1317	646	708	272	456
gene-PA3155	AE004091.2	3539128	3540207	-	1080	747	948	368	753
gene-PA3156	AE004091.2	3540210	3540785	-	576	794	1024	346	761
gene-PA3157	AE004091.2	3540782	3542671	-	1890	1010	1124	385	898
gene-PA3158	AE004091.2	3542740	3543690	-	951	583	644	310	705
gene-PA3159	AE004091.2	3543764	3545074	-	1311	794	899	723	1080
gene-PA3160	AE004091.2	3545881	3546927	-	1047	1265	1392	677	1280
gene-PA3161	AE004091.2	3547689	3547973	-	285	64	96	44	106
gene-PA3162	AE004091.2	3548110	3549789	-	1680	3467	3945	3034	4642
gene-PA3163	AE004091.2	3550057	3550746	-	690	167	214	102	188
gene-PA3165	AE004091.2	3552979	3554088	-	1110	125	162	98	231
gene-PA3166	AE004091.2	3554157	3555254	-	1098	326	361	237	458
gene-PA3167	AE004091.2	3555254	3556339	-	1086	356	375	203	539
gene-PA3168	AE004091.2	3556427	3559198	-	2772	1102	1351	767	1504
gene-PA3169	AE004091.2	3559435	3560511	-	1077	308	283	111	276
gene-PA3170	AE004091.2	3560621	3561955	+	1335	130	142	79	162
gene-PA3171	AE004091.2	3562106	3562804	+	699	90	109	47	117
gene-PA3172	AE004091.2	3562801	3563481	+	681	68	107	60	112
gene-PA3173	AE004091.2	3563546	3564286	+	741	49	45	29	64
gene-PA3174	AE004091.2	3564445	3565173	+	729	18	12	3	10
gene-PA3175	AE004091.2	3565189	3566124	+	936	12	6	4	20
gene-PA3176	AE004091.2	3566163	3567377	+	1215	9	7	10	20
gene-PA3177	AE004091.2	3567606	3568529	+	924	67	105	24	68
gene-PA3178	AE004091.2	3568636	3569013	-	378	66	83	34	59
gene-PA3179	AE004091.2	3569106	3570266	-	1161	129	152	79	117
gene-PA3180	AE004091.2	3570414	3570851	+	438	14	15	7	17
gene-PA3181	AE004091.2	3570941	3571603	-	663	128	152	52	193
gene-PA3182	AE004091.2	3571621	3572337	-	717	45	53	28	81
gene-PA3183	AE004091.2	3572324	3573793	-	1470	202	254	198	434
gene-PA3184	AE004091.2	3573980	3574837	+	858	105	126	77	155
gene-PA3185	AE004091.2	3574846	3575697	-	852	227	300	130	332
gene-PA3186	AE004091.2	3575912	3577276	-	1365	109	139	96	213
gene-PA3187	AE004091.2	3577320	3578480	-	1161	7	12	7	17
gene-PA3188	AE004091.2	3578513	3579358	-	846	11	9	4	13
gene-PA3189	AE004091.2	3579351	3580283	-	933	17	9	8	8
gene-PA3190	AE004091.2	3580384	3581646	-	1263	17	21	18	34
gene-PA3191	AE004091.2	3582171	3583592	-	1422	41	54	45	88
gene-PA3192	AE004091.2	3583616	3584344	-	729	53	86	66	152
gene-PA3193	AE004091.2	3584379	3585374	-	996	64	104	61	147
gene-PA3194	AE004091.2	3585477	3587303	-	1827	172	223	216	397
gene-PA3195	AE004091.2	3587433	3588437	+	1005	62	71	46	103
gene-PA3196	AE004091.2	3588741	3589271	-	531	28	49	39	81
gene-PA3197	AE004091.2	3589352	3590350	-	999	71	106	55	131
gene-PA3198	AE004091.2	3590490	3591242	-	753	46	29	39	49
gene-PA3199	AE004091.2	3591415	3592044	-	630	59	79	34	90
gene-PA3200	AE004091.2	3592041	3592928	-	888	123	160	44	125
gene-PA3201	AE004091.2	3593144	3593731	+	588	330	384	147	414
gene-PA3202	AE004091.2	3593733	3594032	+	300	99	112	47	106
gene-PA3203	AE004091.2	3594208	3594570	+	363	57	57	25	59
gene-PA3204	AE004091.2	3594581	3595258	+	678	92	149	74	167
gene-PA3205	AE004091.2	3595387	3595827	+	441	13	21	23	24
gene-PA3206	AE004091.2	3595942	3597279	+	1338	41	52	18	41
gene-PA3207	AE004091.2	3597319	3597798	+	480	27	22	12	27
gene-PA3208	AE004091.2	3597779	3598339	-	561	54	60	34	77
gene-PA3209	AE004091.2	3598404	3598775	-	372	4	10	2	10
gene-PA3210	AE004091.2	3598933	3600387	+	1455	135	137	58	195
gene-PA3211	AE004091.2	3600454	3601599	+	1146	155	184	76	187
gene-PA3212	AE004091.2	3601596	3602390	+	795	42	50	18	61
gene-PA3213	AE004091.2	3602392	3603330	+	939	55	52	27	64
gene-PA3214	AE004091.2	3603327	3603971	+	645	38	27	16	42
gene-PA3215	AE004091.2	3603994	3605007	-	1014	46	69	17	56
gene-PA3216	AE004091.2	3605150	3605467	+	318	3	5	1	6
gene-PA3217	AE004091.2	3605684	3607075	+	1392	169	176	82	190
gene-PA3218	AE004091.2	3607617	3608090	+	474	0	1	0	1
gene-PA3219	AE004091.2	3608117	3608929	-	813	1	1	1	4
gene-PA3220	AE004091.2	3609076	3609840	+	765	15	23	8	21
gene-PA3221	AE004091.2	3609905	3610240	+	336	4	9	8	15
gene-PA3222	AE004091.2	3610250	3611149	+	900	12	24	11	27
gene-PA3223	AE004091.2	3611254	3611895	-	642	3	9	5	10
gene-PA3224	AE004091.2	3612042	3612359	-	318	146	187	51	184
gene-PA3225	AE004091.2	3612559	3613488	+	930	59	59	40	83
gene-PA3226	AE004091.2	3613495	3614322	+	828	66	66	23	63
gene-PA3227	AE004091.2	3614304	3614867	+	564	91	109	45	77
gene-PA3228	AE004091.2	3614930	3616762	+	1833	113	156	77	156
gene-PA3229	AE004091.2	3617044	3617310	+	267	2	16	4	11
gene-PA3230	AE004091.2	3617343	3618467	-	1125	42	54	32	47
gene-PA3231	AE004091.2	3618726	3618884	-	159	3	7	4	4
gene-PA3232	AE004091.2	3618993	3619619	-	627	5	9	4	12
gene-PA3233	AE004091.2	3619616	3621415	-	1800	14	8	19	25
gene-PA3234	AE004091.2	3621505	3623160	-	1656	42	59	33	104
gene-PA3235	AE004091.2	3623157	3623468	-	312	11	23	19	52
gene-PA3236	AE004091.2	3623686	3624543	-	858	10	34	9	22
gene-PA3237	AE004091.2	3624837	3625058	+	222	10	13	4	4
gene-PA3238	AE004091.2	3625201	3626562	+	1362	100	111	59	142
gene-PA3239	AE004091.2	3626566	3627369	+	804	87	98	36	136
gene-PA3240	AE004091.2	3627509	3628366	+	858	24	27	7	27
gene-PA3241	AE004091.2	3628430	3629599	-	1170	48	56	18	61
gene-PA3242	AE004091.2	3629667	3630605	-	939	88	111	96	161
gene-PA3243	AE004091.2	3630765	3631556	+	792	174	197	95	201
gene-PA3244	AE004091.2	3631618	3632433	+	816	2060	2641	707	2062
gene-PA3245	AE004091.2	3632430	3632684	+	255	1278	1995	437	1083
gene-PA3246	AE004091.2	3632788	3633423	+	636	60	67	48	84
gene-PA3247	AE004091.2	3633592	3634881	+	1290	88	136	95	168
gene-PA3248	AE004091.2	3634924	3635475	-	552	47	58	41	73
gene-PA3249	AE004091.2	3635541	3636257	-	717	10	18	9	16
gene-PA3250	AE004091.2	3636621	3637679	+	1059	8	18	4	7
gene-PA3251	AE004091.2	3637734	3638543	+	810	5	2	0	5
gene-PA3252	AE004091.2	3638540	3639379	+	840	20	20	7	23
gene-PA3253	AE004091.2	3639366	3640163	+	798	8	10	5	6
gene-PA3254	AE004091.2	3640166	3641161	+	996	23	18	7	22
gene-PA3255	AE004091.2	3641233	3641811	+	579	69	66	26	63
gene-PA3256	AE004091.2	3641872	3642834	-	963	77	61	22	60
gene-PA3257	AE004091.2	3642964	3645060	+	2097	596	701	387	924
gene-PA3258	AE004091.2	3645099	3646904	+	1806	65	85	43	107
gene-PA3259	AE004091.2	3646918	3647397	-	480	53	63	16	56
gene-PA3260	AE004091.2	3647755	3648066	-	312	106	83	46	120
gene-PA3261	AE004091.2	3648170	3648916	+	747	61	74	18	86
gene-PA3262	AE004091.2	3649705	3650466	-	762	273	345	201	351
gene-PA3262.1	AE004091.2	3650722	3650798	-	77	270	293	301	406
gene-PA3262.2	AE004091.2	3650815	3650890	-	76	679	777	1057	940
gene-PA3263	AE004091.2	3651056	3651976	+	921	101	135	75	144
gene-PA3264	AE004091.2	3652063	3652998	+	936	43	25	26	52
gene-PA3265	AE004091.2	3653138	3653452	+	315	15	12	5	16
gene-PA3266	AE004091.2	3653667	3653876	+	210	109	115	182	258
gene-PA3267	AE004091.2	3653937	3655811	-	1875	153	177	79	191
gene-PA3268	AE004091.2	3655986	3658151	-	2166	112	130	65	123
gene-PA3269	AE004091.2	3658248	3659102	-	855	42	74	45	98
gene-PA3270	AE004091.2	3659169	3659756	-	588	52	50	21	67
gene-PA3271	AE004091.2	3660022	3663501	+	3480	131	150	133	288
gene-PA3272	AE004091.2	3663509	3667855	-	4347	81	89	55	105
gene-PA3273	AE004091.2	3667924	3668523	-	600	8	10	5	8
gene-PA3274	AE004091.2	3668474	3668761	+	288	8	9	5	13
gene-PA3275	AE004091.2	3668840	3669169	-	330	31	32	11	39
gene-PA3276	AE004091.2	3669166	3669588	-	423	104	101	37	92
gene-PA3277	AE004091.2	3669821	3670633	-	813	16	29	8	22
gene-PA3278	AE004091.2	3670759	3671058	-	300	503	580	98	378
gene-PA3279	AE004091.2	3671227	3672549	-	1323	10	6	3	9
gene-PA3280	AE004091.2	3673008	3674324	-	1317	3	23	8	19
gene-PA3281	AE004091.2	3674570	3675160	-	591	29	34	11	32
gene-PA3282	AE004091.2	3675163	3675897	-	735	14	18	7	33
gene-PA3283	AE004091.2	3675894	3676748	-	855	14	22	16	22
gene-PA3284	AE004091.2	3676767	3677081	-	315	11	11	6	2
gene-PA3285	AE004091.2	3677720	3678331	-	612	75	151	65	118
gene-PA3286	AE004091.2	3678334	3679386	-	1053	91	122	59	147
gene-PA3287	AE004091.2	3679946	3680461	+	516	12	12	7	12
gene-PA3288	AE004091.2	3680465	3680968	-	504	35	51	9	40
gene-PA3289	AE004091.2	3681048	3681461	+	414	4	9	3	8
gene-PA3290	AE004091.2	3681500	3684148	-	2649	237	291	67	194
gene-PA3291	AE004091.2	3684163	3684717	-	555	72	93	38	39
gene-PA3292	AE004091.2	3684905	3685762	-	858	56	70	33	54
gene-PA3293	AE004091.2	3685759	3686574	-	816	23	33	9	10
gene-PA3294	AE004091.2	3686584	3688650	-	2067	98	136	44	94
gene-PA3295	AE004091.2	3688879	3689316	-	438	46	49	29	76
gene-PA3296	AE004091.2	3689521	3690951	+	1431	14	16	5	18
gene-PA3297	AE004091.2	3691024	3695004	-	3981	200	217	132	335
gene-PA3298	AE004091.2	3695179	3695481	-	303	3	8	6	9
gene-PA3299	AE004091.2	3695511	3697199	-	1689	305	393	216	462
gene-PA3300	AE004091.2	3697434	3699122	-	1689	46	88	42	118
gene-PA3301	AE004091.2	3699369	3700319	+	951	55	72	45	70
gene-PA3302	AE004091.2	3700316	3700786	+	471	31	51	28	44
gene-PA3303	AE004091.2	3700937	3702112	+	1176	23	29	13	32
gene-PA3304	AE004091.2	3702093	3702950	-	858	23	17	18	34
gene-PA3304.1	AE004091.2	3703022	3703156	-	135	13	10	3	14
gene-PA3305	AE004091.2	3703167	3705161	-	1995	147	143	71	151
gene-PA3305.1	AE004091.2	3705309	3705521	-	213	989	1088	383	1110
gene-PA3306	AE004091.2	3705890	3706492	-	603	46	66	22	42
gene-PA3307	AE004091.2	3706546	3706854	-	309	19	34	14	31
gene-PA3308	AE004091.2	3707090	3709942	+	2853	569	576	307	678
gene-PA3309	AE004091.2	3710225	3710680	+	456	950	889	313	730
gene-PA3310	AE004091.2	3710749	3712404	-	1656	124	234	49	92
gene-PA3311	AE004091.2	3712560	3714911	+	2352	23	18	14	22
gene-PA3312	AE004091.2	3714915	3715805	-	891	21	15	7	29
gene-PA3313	AE004091.2	3715804	3716811	+	1008	62	54	28	55
gene-PA3314	AE004091.2	3716808	3717611	+	804	37	34	14	33
gene-PA3315	AE004091.2	3717605	3718438	+	834	25	26	9	33
gene-PA3316	AE004091.2	3718435	3719205	+	771	22	19	11	22
gene-PA3317	AE004091.2	3719329	3720057	+	729	35	51	21	55
gene-PA3318	AE004091.2	3720123	3720623	+	501	1	9	3	6
gene-PA3319	AE004091.2	3720681	3722759	-	2079	9	13	5	14
gene-PA3320	AE004091.2	3722990	3723445	-	456	3	4	1	1
gene-PA3321	AE004091.2	3723534	3724448	+	915	19	19	13	21
gene-PA3322	AE004091.2	3724456	3725154	-	699	57	106	24	111
gene-PA3323	AE004091.2	3725580	3726455	+	876	19	15	7	5
gene-PA3324	AE004091.2	3726452	3728230	+	1779	28	19	15	27
gene-PA3325	AE004091.2	3728240	3729127	+	888	24	28	18	19
gene-PA3326	AE004091.2	3729471	3730076	-	606	23	43	6	12
gene-PA3327	AE004091.2	3730557	3737615	+	7059	43	62	13	52
gene-PA3328	AE004091.2	3737612	3738778	+	1167	13	4	3	4
gene-PA3329	AE004091.2	3738775	3740103	+	1329	6	11	1	5
gene-PA3330	AE004091.2	3740105	3741019	+	915	2	4	0	3
gene-PA3331	AE004091.2	3741012	3742268	+	1257	11	15	1	15
gene-PA3332	AE004091.2	3742265	3742690	+	426	6	5	1	2
gene-PA3333	AE004091.2	3742694	3743686	+	993	8	15	6	9
gene-PA3334	AE004091.2	3743700	3743939	+	240	5	5	2	2
gene-PA3335	AE004091.2	3744057	3744809	+	753	14	12	6	8
gene-PA3336	AE004091.2	3744901	3746067	+	1167	30	21	5	11
gene-PA3337	AE004091.2	3746078	3747076	-	999	138	176	39	119
gene-PA3338	AE004091.2	3747166	3747456	-	291	10	17	3	5
gene-PA3339	AE004091.2	3747525	3749711	+	2187	130	126	57	118
gene-PA3340	AE004091.2	3749719	3751767	-	2049	258	307	168	389
gene-PA3341	AE004091.2	3752044	3752478	-	435	119	155	50	151
gene-PA3342	AE004091.2	3752596	3753612	-	1017	21	22	9	22
gene-PA3343	AE004091.2	3753763	3754932	-	1170	109	122	52	107
gene-PA3344	AE004091.2	3755021	3757159	-	2139	189	220	129	263
gene-PA3345	AE004091.2	3757243	3757593	-	351	46	48	51	78
