# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "ERR1378069_sorted.bam" "ERR1378068_sorted.bam" "ERR1378065_sorted.bam" "ERR1378064_sorted.bam" "ERR1378066_sorted.bam" "ERR1378063_sorted.bam" "ERR1378062_sorted.bam" "ERR1378067_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ERR1378069_sorted.bam	ERR1378068_sorted.bam	ERR1378065_sorted.bam	ERR1378064_sorted.bam	ERR1378066_sorted.bam	ERR1378063_sorted.bam	ERR1378062_sorted.bam	ERR1378067_sorted.bam
gene-BSU_19980	NC_000964.3	2157341	2157682	-	342	5	51	272	159	224	70	46	219
gene-BSU_19990	NC_000964.3	2157829	2158119	-	291	11	88	482	342	418	121	105	307
gene-BSU_19999	NC_000964.3	2158120	2158287	-	168	12	87	379	310	397	90	66	283
gene-BSU_20000	NC_000964.3	2158439	2158684	+	246	22	168	541	407	709	149	122	406
gene-BSU_20010	NC_000964.3	2158724	2159173	-	450	118	643	2318	1819	2530	614	568	1573
gene-BSU_20020	NC_000964.3	2159268	2159696	-	429	333	870	2659	1996	2828	957	791	1828
gene-BSU_20040	NC_000964.3	2159981	2161778	-	1798	1721	3094	7489	5105	7339	2873	2891	5288
gene-BSU_misc_RNA_76	NC_000964.3	2160390	2161194	-	805	807	1856	3681	2290	3328	1468	1520	2252
gene-BSU_20050	NC_000964.3	2160565	2161086	-	522	542	1460	2466	1405	2164	1042	1086	1446
gene-BSU_20060	NC_000964.3	2162108	2165614	-	3507	1483	4451	11349	8244	11666	4893	4103	7984
gene-BSU_misc_RNA_33	NC_000964.3	2164643	2164894	-	252	15	80	606	479	773	75	28	429
gene-BSU_20070	NC_000964.3	2165577	2165972	-	396	43	143	214	126	171	111	120	127
gene-BSU_20080	NC_000964.3	2165972	2166325	-	354	18	68	413	295	405	60	88	234
gene-BSU_20090	NC_000964.3	2166413	2166613	-	201	50	137	994	753	942	121	120	722
gene-BSU_20100	NC_000964.3	2166658	2166852	-	195	41	113	880	712	958	151	99	640
gene-BSU_20110	NC_000964.3	2166873	2167007	-	135	14	82	516	502	671	70	48	395
gene-BSU_20120	NC_000964.3	2167039	2167509	-	471	47	295	1816	1488	2134	241	171	1223
gene-BSU_20130	NC_000964.3	2167570	2167932	-	363	38	298	1463	1260	1956	258	190	1140
gene-BSU_20140	NC_000964.3	2167975	2168100	-	126	27	160	769	625	935	105	117	551
gene-BSU_20150	NC_000964.3	2168114	2168461	-	348	55	245	752	585	871	222	209	593
gene-BSU_20160	NC_000964.3	2168476	2168871	-	396	54	170	452	326	367	222	183	326
gene-BSU_20170	NC_000964.3	2168910	2169452	-	543	48	170	991	750	1136	158	127	714
gene-BSU_20180	NC_000964.3	2169497	2169676	-	180	26	114	810	657	909	115	95	663
gene-BSU_20190	NC_000964.3	2169807	2169926	+	120	26	92	741	568	838	109	73	553
gene-BSU_20200	NC_000964.3	2170030	2170242	-	213	8	66	350	267	382	53	67	243
gene-BSU_20210	NC_000964.3	2170309	2170491	-	183	27	59	151	68	145	71	104	70
gene-BSU_20220	NC_000964.3	2170504	2170731	-	228	42	102	175	69	156	96	106	109
gene-BSU_20230	NC_000964.3	2170771	2171136	-	366	77	260	377	145	211	209	268	235
gene-BSU_20240	NC_000964.3	2171139	2171357	-	219	38	195	278	141	155	157	167	169
gene-BSU_20250	NC_000964.3	2171401	2172732	-	1332	187	651	1605	997	1364	540	538	968
gene-BSU_20260	NC_000964.3	2172781	2172900	-	120	15	97	365	219	353	60	81	231
gene-BSU_20270	NC_000964.3	2172932	2173450	-	519	38	209	385	255	362	158	153	261
gene-BSU_20280	NC_000964.3	2173459	2173956	-	498	50	192	420	240	293	187	169	265
gene-BSU_20290	NC_000964.3	2173956	2174111	-	156	21	77	189	153	221	94	81	144
gene-BSU_20300	NC_000964.3	2174104	2174319	-	216	22	97	183	167	186	82	79	123
gene-BSU_20310	NC_000964.3	2174352	2174549	-	198	17	93	225	142	162	85	82	156
gene-BSU_20320	NC_000964.3	2174585	2174734	-	150	13	96	246	147	181	79	86	169
gene-BSU_20330	NC_000964.3	2174852	2175568	-	717	71	215	609	396	550	222	211	464
gene-BSU_20340	NC_000964.3	2175596	2179513	-	3918	427	1661	8406	6423	9609	1700	1420	6092
gene-BSU_20350	NC_000964.3	2179526	2181256	-	1731	137	606	3269	2268	3551	582	621	2142
gene-BSU_20360	NC_000964.3	2181256	2182392	-	1137	150	430	940	590	740	510	493	574
gene-BSU_20370	NC_000964.3	2182408	2183922	-	1515	288	1298	6038	4893	6999	1146	905	4467
gene-BSU_20380	NC_000964.3	2183937	2184407	-	471	103	427	1686	1284	1959	426	345	1197
gene-BSU_20390	NC_000964.3	2184450	2185421	-	972	1380	4273	8372	5567	7927	4221	3561	5177
gene-BSU_20400	NC_000964.3	2185504	2186418	-	915	496	2277	4324	2627	3716	2223	2015	2774
gene-BSU_20410	NC_000964.3	2186440	2186811	-	372	115	544	905	548	614	508	549	538
gene-BSU_20420	NC_000964.3	2186985	2187299	-	315	118	512	1008	532	820	304	683	792
gene-BSU_20430	NC_000964.3	2187376	2187756	-	381	35	245	437	294	409	273	230	324
gene-BSU_20440	NC_000964.3	2187819	2188115	-	297	46	298	756	437	581	243	247	548
gene-BSU_20450	NC_000964.3	2188204	2189964	-	1761	163	444	1794	1332	1649	549	530	1216
gene-BSU_20460	NC_000964.3	2189961	2190785	-	825	208	2061	8617	8810	10863	1552	1063	5518
gene-BSU_20470	NC_000964.3	2190884	2191279	-	396	519	3051	16251	16244	20354	2275	1438	10102
gene-BSU_20480	NC_000964.3	2191334	2191555	-	222	81	625	4094	3737	4930	449	334	2529
gene-BSU_20490	NC_000964.3	2191626	2192300	+	675	533	1300	7583	6795	9072	1201	835	5354
gene-BSU_20500	NC_000964.3	2192370	2193182	+	813	137	280	2261	1723	2635	329	227	1671
gene-BSU_20510	NC_000964.3	2193248	2193661	-	414	36	87	488	380	483	83	99	343
gene-BSU_20520	NC_000964.3	2193827	2193976	+	150	7	27	324	217	359	53	59	188
gene-BSU_20530	NC_000964.3	2194053	2194400	-	348	16	59	324	226	377	84	52	225
gene-BSU_20540	NC_000964.3	2194402	2194758	-	357	12	46	218	164	174	85	47	183
gene-BSU_20550	NC_000964.3	2194718	2195059	-	342	13	42	279	232	266	63	31	219
gene-BSU_20560	NC_000964.3	2195173	2195547	+	375	25	77	334	196	294	55	76	251
gene-BSU_20570	NC_000964.3	2195564	2195782	-	219	4	38	124	69	92	60	55	91
gene-BSU_20580	NC_000964.3	2195986	2196264	+	279	8	53	180	122	190	35	56	93
gene-BSU_20590	NC_000964.3	2196389	2197081	-	693	26	140	415	265	318	127	89	302
gene-BSU_20600	NC_000964.3	2197121	2197324	-	204	5	50	158	80	118	67	29	107
gene-BSU_20610	NC_000964.3	2197344	2197859	-	516	30	107	834	591	849	110	93	573
gene-BSU_20620	NC_000964.3	2198070	2198264	-	195	14	82	977	789	1123	95	71	645
gene-BSU_20630	NC_000964.3	2198313	2198765	-	453	53	283	2651	2077	3046	239	146	1957
gene-BSU_20640	NC_000964.3	2198848	2199105	-	258	9	117	1222	1046	1456	139	91	904
gene-BSU_20650	NC_000964.3	2199150	2199353	-	204	25	115	1123	1098	1434	137	70	861
gene-BSU_20660	NC_000964.3	2199362	2199526	-	165	18	90	864	729	1059	84	52	652
gene-BSU_20670	NC_000964.3	2199580	2200335	-	756	27	139	1020	829	1105	135	96	768
gene-BSU_20680	NC_000964.3	2200376	2200783	-	408	8	33	206	137	197	48	43	132
gene-BSU_20690	NC_000964.3	2200790	2201128	-	339	6	25	146	101	154	47	27	94
gene-BSU_20700	NC_000964.3	2201125	2201475	-	351	11	25	309	172	288	61	28	197
gene-BSU_20710	NC_000964.3	2201488	2201691	-	204	10	25	212	136	220	52	20	147
gene-BSU_20720	NC_000964.3	2201705	2201983	-	279	4	31	201	213	219	39	18	156
gene-BSU_20730	NC_000964.3	2201980	2202384	-	405	17	54	460	370	476	52	27	341
gene-BSU_20740	NC_000964.3	2202381	2202716	-	336	3	32	311	163	288	32	26	235
gene-BSU_20750	NC_000964.3	2202805	2202999	-	195	0	15	66	55	59	20	14	48
gene-BSU_20760	NC_000964.3	2203111	2203308	-	198	12	145	401	274	439	134	69	262
gene-BSU_20770	NC_000964.3	2203378	2203596	-	219	19	151	396	270	372	159	91	254
gene-BSU_20780	NC_000964.3	2203779	2204003	+	225	145	1008	485	446	646	614	507	253
gene-BSU_20790	NC_000964.3	2204192	2205169	-	978	185	1799	3834	3162	4739	1324	1091	2831
gene-BSU_20800	NC_000964.3	2205193	2206575	-	1383	277	2248	5715	5182	7953	1915	1444	4528
gene-BSU_20810	NC_000964.3	2206682	2207758	-	1077	87	507	2483	2083	3377	416	326	1943
gene-BSU_20820	NC_000964.3	2207748	2207960	-	213	29	76	357	223	454	77	80	255
gene-BSU_20830	NC_000964.3	2208008	2208325	-	318	25	111	141	76	93	105	114	120
gene-BSU_20840	NC_000964.3	2208328	2208528	-	201	17	113	109	43	84	89	106	82
gene-BSU_ncRNA_1	NC_000964.3	2208590	2208880	-	291	10	170	236	97	229	82	153	160
gene-BSU_20850	NC_000964.3	2208855	2208980	-	126	6	115	316	130	332	67	126	238
gene-BSU_20860	NC_000964.3	2208994	2210154	-	1161	40	301	995	570	1144	248	225	773
gene-BSU_20870	NC_000964.3	2210331	2210747	-	417	69	204	728	507	915	237	295	606
gene-BSU_20880	NC_000964.3	2210749	2211282	-	534	43	218	720	607	863	235	351	682
gene-BSU_20890	NC_000964.3	2211309	2211845	-	537	40	147	482	370	526	178	240	420
gene-BSU_20900	NC_000964.3	2211884	2212015	-	132	20	58	189	134	158	78	89	155
gene-BSU_20910	NC_000964.3	2212026	2212241	-	216	17	44	165	101	135	62	79	116
gene-BSU_20920	NC_000964.3	2212245	2212496	-	252	18	70	187	107	151	79	128	178
gene-BSU_20928	NC_000964.3	2212567	2212746	+	180	46	104	233	148	223	85	125	191
gene-BSU_20929	NC_000964.3	2212848	2213078	+	231	83	363	782	615	944	279	316	580
gene-BSU_20930	NC_000964.3	2213083	2213478	-	396	157	558	1330	1150	1599	488	530	1047
gene-BSU_20940	NC_000964.3	2213536	2214864	-	1329	200	900	1813	1576	2354	787	753	1454
gene-BSU_20950	NC_000964.3	2214972	2215199	-	228	8	15	26	26	52	24	15	19
gene-BSU_20960	NC_000964.3	2215460	2216776	-	1317	217	1580	5429	4613	6941	1459	979	3929
gene-BSU_20970	NC_000964.3	2217133	2217639	-	507	39	326	1269	1084	1557	305	241	893
gene-BSU_20980	NC_000964.3	2217967	2219199	-	1233	60	379	745	566	685	330	327	564
gene-BSU_20990	NC_000964.3	2219281	2219469	-	189	116	611	1265	905	1305	473	445	826
gene-BSU_20999	NC_000964.3	2219514	2219765	-	252	246	785	1435	1038	1431	487	463	1002
gene-BSU_misc_RNA_90	NC_000964.3	2219743	2219849	+	107	104	238	284	196	153	85	133	215
gene-BSU_21000	NC_000964.3	2219784	2219960	-	177	82	219	242	164	124	84	110	168
gene-BSU_21010	NC_000964.3	2220335	2220946	-	612	147	1158	1581	1374	2214	713	785	1088
gene-BSU_21020	NC_000964.3	2221061	2221387	-	327	18	240	541	471	668	195	190	316
gene-BSU_21030	NC_000964.3	2222340	2222534	+	195	6	132	211	115	147	108	119	138
gene-BSU_21040	NC_000964.3	2222574	2225093	+	2520	742	2302	5017	3312	4407	2657	2355	3008
gene-BSU_21050	NC_000964.3	2225337	2225615	+	279	290	918	2833	1635	2256	661	949	1658
gene-BSU_21058	NC_000964.3	2226176	2226346	+	171	1195	1919	4785	2094	2684	1807	2582	2657
gene-BSU_21060	NC_000964.3	2227297	2227488	+	192	122	518	765	450	627	349	530	509
gene-BSU_21070	NC_000964.3	2227505	2228722	+	1218	2387	6532	10028	5285	6554	6402	6335	5679
gene-BSU_21080	NC_000964.3	2228756	2229166	-	411	568	2831	4604	2452	2864	3110	2927	2336
gene-BSU_21090	NC_000964.3	2229385	2229885	+	501	799	3108	4478	2363	2727	2956	3185	2532
gene-BSU_21100	NC_000964.3	2229988	2230908	+	921	207	610	1313	642	811	634	689	731
gene-BSU_21110	NC_000964.3	2230895	2232664	+	1770	1019	2622	4330	2168	2488	2319	2417	2313
gene-BSU_21120	NC_000964.3	2232682	2234202	+	1521	1545	4088	7565	3946	4418	4248	4660	4460
gene-BSU_21130	NC_000964.3	2234233	2235669	+	1437	6236	22222	26212	15927	18222	19907	18043	14283
gene-BSU_21140	NC_000964.3	2235694	2236230	+	537	3073	12398	14660	9290	11300	12082	9969	8259
gene-BSU_21150	NC_000964.3	2236269	2237285	+	1017	10356	26846	34685	22621	27466	28500	22555	20019
gene-BSU_21160	NC_000964.3	2237321	2237791	+	471	2870	12574	15681	10048	11981	12125	10546	9057
gene-BSU_21170	NC_000964.3	2237806	2238201	+	396	2204	6369	8976	5272	5763	6020	5766	5125
gene-BSU_21180	NC_000964.3	2238198	2238452	+	255	1685	4887	6691	3989	4200	4603	4498	4002
gene-BSU_21190	NC_000964.3	2238436	2239086	+	651	2662	7844	11552	6407	7103	7165	7410	6542
gene-BSU_21200	NC_000964.3	2239083	2239589	+	507	1807	5230	8109	4325	4950	5043	5263	4626
gene-BSU_21210	NC_000964.3	2239586	2240296	+	711	1578	6510	8181	4333	5515	5222	5131	4670
gene-BSU_21220	NC_000964.3	2240339	2241136	+	798	6368	15665	21846	13769	15838	16588	14825	12432
gene-BSU_21229	NC_000964.3	2241154	2241765	+	612	5154	14484	20234	13294	15338	15806	13809	11359
gene-BSU_21230	NC_000964.3	2241765	2241992	+	228	1600	5813	7643	5168	5739	6309	5278	4299
gene-BSU_21240	NC_000964.3	2242056	2242412	+	357	952	2667	3999	2255	2760	2811	2413	2196
gene-BSU_21250	NC_000964.3	2242414	2243631	+	1218	3294	8326	12913	7428	8885	9127	8047	7402
gene-BSU_21260	NC_000964.3	2243642	2243992	+	351	870	2631	4082	2393	2678	2816	2545	2285
gene-BSU_21270	NC_000964.3	2243989	2244180	+	192	531	1508	2283	1396	1585	1661	1483	1323
gene-BSU_21280	NC_000964.3	2244230	2244730	+	501	807	3152	4316	2635	3093	3191	2864	2550
gene-BSU_21290	NC_000964.3	2244714	2245133	+	420	1196	3357	4778	2907	3347	3364	3204	2769
gene-BSU_21300	NC_000964.3	2245147	2246148	+	1002	2680	6473	9491	5660	6357	7019	6462	5279
gene-BSU_21310	NC_000964.3	2246151	2246480	-	330	749	2213	3016	1831	1968	2283	2102	1650
gene-BSU_21320	NC_000964.3	2246656	2247342	-	687	93	996	603	493	700	672	329	384
gene-BSU_21329	NC_000964.3	2247367	2247543	-	177	42	367	238	155	294	224	160	143
gene-BSU_21330	NC_000964.3	2247889	2248335	+	447	47	322	870	599	916	310	359	566
gene-BSU_21340	NC_000964.3	2248417	2249100	+	684	162	613	1456	1037	1494	585	679	1036
gene-BSU_21350	NC_000964.3	2249154	2256011	+	6858	3559	7638	13373	7326	8638	8147	8525	8030
gene-BSU_21360	NC_000964.3	2256062	2256820	+	759	233	1146	1468	774	969	1089	1019	813
gene-BSU_21370	NC_000964.3	2256832	2259459	+	2628	1627	4181	6996	4232	5128	4408	4058	4261
gene-BSU_21380	NC_000964.3	2259475	2260296	+	822	450	1726	2446	1484	1697	1611	1539	1593
gene-BSU_21390	NC_000964.3	2260333	2262267	+	1935	1964	5760	8650	5701	6794	6523	5506	4981
gene-BSU_21400	NC_000964.3	2262437	2263261	+	825	526	2308	3030	1965	2274	2349	1985	1902
gene-BSU_21409	NC_000964.3	2263251	2263469	+	219	177	875	1149	696	905	915	810	696
gene-BSU_21410	NC_000964.3	2263489	2264592	+	1104	1138	2816	4077	2658	3247	3237	2652	2575
gene-BSU_21420	NC_000964.3	2264680	2264892	+	213	123	561	917	495	727	642	499	596
gene-BSU_21430	NC_000964.3	2264903	2265169	+	267	65	407	626	395	579	372	313	433
gene-BSU_21440	NC_000964.3	2265225	2265671	-	447	62	1396	1011	920	1937	1399	728	762
gene-BSU_21450	NC_000964.3	2265668	2266936	-	1269	102	3140	2805	2534	5266	3674	1615	1850
gene-BSU_21460	NC_000964.3	2266936	2267349	-	414	25	979	1092	1000	1985	1285	565	630
gene-BSU_21470	NC_000964.3	2267346	2269463	-	2118	215	3150	3065	2844	6111	4424	1904	1868
gene-BSU_21480	NC_000964.3	2269521	2269691	-	171	108	549	1317	861	1503	671	345	876
gene-BSU_21490	NC_000964.3	2269988	2270305	-	318	25	493	389	187	314	207	332	195
gene-BSU_21500	NC_000964.3	2270407	2271657	-	1251	44	103	581	477	667	99	78	440
gene-BSU_21510	NC_000964.3	2271650	2271982	-	333	6	10	45	35	45	18	21	29
gene-BSU_21520	NC_000964.3	2272156	2272491	+	336	5	28	148	102	155	25	31	78
gene-BSU_21530	NC_000964.3	2272534	2272890	-	357	826	2396	2128	1333	2176	1750	2536	1964
gene-BSU_21540	NC_000964.3	2272896	2273363	-	468	1397	3419	3272	1972	3226	2582	4081	2968
gene-BSU_21546	NC_000964.3	2273594	2273710	+	117	556	4535	821	1068	2111	2972	1443	478
gene-BSU_misc_RNA_77	NC_000964.3	2273705	2273884	-	180	163	1661	458	386	736	758	744	333
gene-BSU_21550	NC_000964.3	2273989	2274522	-	534	122	599	917	753	1162	509	509	788
gene-BSU_21560	NC_000964.3	2274558	2275136	-	579	185	451	728	506	797	517	483	688
gene-BSU_21570	NC_000964.3	2275200	2275697	-	498	172	297	445	296	426	282	311	483
gene-BSU_21580	NC_000964.3	2275706	2277421	-	1716	388	479	1498	1198	1690	519	654	1329
gene-BSU_21590	NC_000964.3	2277521	2278078	-	558	82	327	472	432	715	303	255	501
gene-BSU_21600	NC_000964.3	2278602	2279675	-	1074	209	542	879	792	1142	407	504	836
gene-BSU_21610	NC_000964.3	2279977	2280867	+	891	794	2302	1677	1293	1966	2011	2462	1418
gene-BSU_21620	NC_000964.3	2280881	2281363	+	483	243	1026	738	571	782	906	990	560
gene-BSU_21630	NC_000964.3	2281667	2282485	+	819	120	423	983	821	1251	426	359	884
gene-BSU_21638	NC_000964.3	2282505	2282639	-	135	10	85	292	252	368	115	79	226
gene-BSU_21639	NC_000964.3	2282801	2282956	-	156	22	50	298	257	317	54	68	202
gene-BSU_21640	NC_000964.3	2283136	2283651	-	516	26	82	396	331	384	133	123	243
gene-BSU_21650	NC_000964.3	2283858	2284568	-	711	26	103	360	248	347	88	116	276
gene-BSU_21660	NC_000964.3	2284771	2286408	+	1638	208	613	1375	1061	1737	471	614	1111
gene-BSU_21680	NC_000964.3	2287097	2287528	-	432	581	723	840	603	913	759	591	919
gene-BSU_21690	NC_000964.3	2287529	2288062	-	534	849	879	895	573	993	747	688	1061
gene-BSU_21700	NC_000964.3	2288194	2288619	+	426	110	431	441	275	532	192	215	372
gene-BSU_21710	NC_000964.3	2288669	2290006	-	1338	454	772	2685	2193	3398	704	767	2141
gene-BSU_21720	NC_000964.3	2290078	2290272	-	195	115	465	1091	839	1346	361	359	900
gene-BSU_21730	NC_000964.3	2290285	2290848	-	564	738	1534	3906	3082	4793	1396	1455	3380
gene-BSU_21740	NC_000964.3	2290858	2291625	-	768	894	1496	3831	3097	4916	1373	1459	3497
gene-BSU_21750	NC_000964.3	2291703	2292284	-	582	232	274	867	675	881	364	284	839
gene-BSU_21760	NC_000964.3	2292432	2292683	-	252	254	429	794	739	1035	354	323	905
gene-BSU_21770	NC_000964.3	2292769	2294037	-	1269	856	904	2239	1686	2611	1020	849	2454
gene-BSU_21780	NC_000964.3	2294286	2295281	+	996	564	1628	9690	8512	12649	1516	935	7586
gene-BSU_21790	NC_000964.3	2295302	2295943	+	642	524	1641	9389	8011	12074	1512	1017	6752
gene-BSU_21800	NC_000964.3	2295982	2296602	-	621	1077	1708	3175	2345	3696	1740	1945	2884
gene-BSU_21810	NC_000964.3	2296603	2297109	-	507	1107	1630	2573	1990	3107	1726	1838	2537
gene-BSU_21820	NC_000964.3	2297106	2297900	-	795	1235	1634	3213	2391	3838	1847	2063	2990
gene-BSU_21830	NC_000964.3	2297984	2298517	-	534	1349	2306	2537	1833	2996	2380	2198	2678
gene-BSU_21840	NC_000964.3	2298535	2299146	-	612	1407	2079	2196	1789	2702	1912	1895	2452
gene-BSU_21850	NC_000964.3	2299406	2300179	-	774	724	769	2073	1539	2438	764	874	2225
gene-BSU_21860	NC_000964.3	2300221	2300655	-	435	465	395	1156	711	1105	402	454	1307
gene-BSU_21870	NC_000964.3	2300762	2302438	-	1677	1471	1528	3996	3391	4638	2050	1481	3782
gene-BSU_21880	NC_000964.3	2302727	2303860	-	1134	2146	2548	2639	1921	2994	2464	1990	2824
gene-BSU_21890	NC_000964.3	2303920	2304537	-	618	255	374	343	259	411	435	287	397
gene-BSU_21900	NC_000964.3	2304553	2305035	-	483	127	171	227	193	275	201	135	263
gene-BSU_21910	NC_000964.3	2305378	2306283	+	906	1935	2782	5758	4720	7066	2983	3025	5632
gene-BSU_21920	NC_000964.3	2306514	2307662	+	1149	6009	10700	17831	14738	22239	10363	10329	16635
gene-BSU_21925	NC_000964.3	2307743	2307889	+	147	1048	6766	1933	1167	2660	2040	2533	1646
gene-BSU_21930	NC_000964.3	2307905	2308105	+	201	2919	16590	5295	3211	7207	5554	6912	4307
gene-BSU_21940	NC_000964.3	2308157	2308339	-	183	135	672	982	691	1075	420	632	754
gene-BSU_21950	NC_000964.3	2308495	2308764	+	270	77	116	247	248	346	81	184	317
gene-BSU_21960	NC_000964.3	2308792	2308974	-	183	137	138	293	211	283	86	206	355
gene-BSU_21970	NC_000964.3	2308967	2309647	-	681	758	454	1587	1238	1893	445	900	1676
gene-BSU_21980	NC_000964.3	2309730	2310419	+	690	373	429	984	695	1146	423	617	1022
gene-BSU_21990	NC_000964.3	2310419	2310817	+	399	347	404	654	465	733	383	525	738
gene-BSU_22000	NC_000964.3	2310859	2310987	+	129	196	211	385	267	344	175	279	386
gene-BSU_22010	NC_000964.3	2310995	2311885	-	891	1092	1217	2523	1831	2946	1024	1529	2630
gene-BSU_22019	NC_000964.3	2311986	2312132	-	147	225	300	247	172	304	173	195	307
gene-BSU_22020	NC_000964.3	2312207	2312464	-	258	211	443	332	201	456	295	407	467
gene-BSU_22030	NC_000964.3	2312529	2316110	-	3582	1007	1666	2285	2000	3193	1736	1219	2157
gene-BSU_22036	NC_000964.3	2316286	2316375	-	90	2	25	18	12	28	14	20	27
gene-BSU_22040	NC_000964.3	2316446	2316952	-	507	25	34	103	67	125	54	31	67
gene-BSU_22050	NC_000964.3	2316956	2318053	-	1098	70	77	382	273	451	162	112	240
gene-BSU_22060	NC_000964.3	2318127	2319443	-	1317	657	1439	1657	1339	2221	2104	1591	1107
gene-BSU_22070	NC_000964.3	2319440	2320024	-	585	362	615	745	535	1044	1023	710	497
gene-BSU_misc_RNA_34	NC_000964.3	2320113	2320213	-	101	33	327	164	119	241	442	236	208
gene-BSU_22080	NC_000964.3	2320355	2321860	-	1506	2771	4649	2408	1612	3054	6285	3693	3238
gene-BSU_22090	NC_000964.3	2321972	2322964	-	993	126	368	387	409	492	348	190	301
gene-BSU_22100	NC_000964.3	2323009	2323599	-	591	75	300	351	343	516	287	133	272
gene-BSU_22110	NC_000964.3	2323601	2324575	-	975	250	658	1166	1091	1500	624	379	883
gene-BSU_22120	NC_000964.3	2324613	2325632	-	1020	202	543	890	754	986	427	318	666
gene-BSU_22130	NC_000964.3	2325854	2326681	+	828	343	755	1242	1061	1572	701	564	1017
gene-BSU_22140	NC_000964.3	2326683	2327447	+	765	414	686	996	886	1402	622	476	876
gene-BSU_22150	NC_000964.3	2327488	2329413	-	1926	4825	3287	8626	5888	8771	3005	5883	11400
gene-BSU_22160	NC_000964.3	2329515	2329706	-	192	145	382	1615	1319	2143	336	322	1298
gene-BSU_22169	NC_000964.3	2329870	2330022	+	153	253	710	3264	2694	4404	667	579	2554
gene-BSU_22170	NC_000964.3	2330075	2331232	-	1158	3703	6873	27533	23075	35443	7006	6267	21999
gene-BSU_misc_RNA_35	NC_000964.3	2331320	2331720	-	401	8916	11754	21032	12736	21004	8498	10136	20818
gene-BSU_22180	NC_000964.3	2331779	2332075	-	297	850	3485	3732	2463	4100	2282	2592	3518
gene-BSU_22190	NC_000964.3	2332153	2332782	-	630	1749	1505	2255	1228	1992	1434	2756	2683
gene-BSU_22200	NC_000964.3	2332784	2333011	-	228	1229	1112	1892	1035	1624	784	1833	2006
gene-BSU_22205	NC_000964.3	2333095	2333223	-	129	104	472	766	550	806	290	533	765
gene-BSU_22210	NC_000964.3	2333324	2334565	-	1242	979	1613	3803	3102	4467	1566	1382	3087
gene-BSU_22220	NC_000964.3	2334581	2336830	-	2250	1206	1868	4065	3402	5054	2100	1734	3501
gene-BSU_22230	NC_000964.3	2336933	2337439	-	507	208	300	584	350	571	175	277	558
gene-BSU_22240	NC_000964.3	2337577	2337996	+	420	14	35	141	111	183	27	44	134
gene-BSU_22250	NC_000964.3	2338017	2338394	-	378	11	26	70	68	95	23	39	84
gene-BSU_22260	NC_000964.3	2338582	2338770	+	189	29	157	186	119	195	110	125	125
gene-BSU_22270	NC_000964.3	2338809	2339180	-	372	85	117	318	260	403	117	130	270
gene-BSU_22280	NC_000964.3	2339226	2339471	-	246	30	34	86	109	175	52	59	119
gene-BSU_22290	NC_000964.3	2339670	2339774	+	105	6	5	29	25	36	39	17	33
gene-BSU_22300	NC_000964.3	2339799	2340761	-	963	1991	3432	5107	4086	5898	3163	3461	4318
gene-BSU_22310	NC_000964.3	2340802	2341422	+	621	2400	5840	9638	7842	11085	5482	5722	7652
gene-BSU_22320	NC_000964.3	2341444	2344188	+	2745	19520	31838	40250	32713	46083	30145	30377	33614
gene-BSU_22330	NC_000964.3	2344264	2344758	-	495	1466	1261	2684	1847	2896	1252	2016	2806
gene-BSU_22340	NC_000964.3	2344755	2345414	-	660	2350	2027	4558	3175	4744	2229	3117	4565
gene-BSU_22350	NC_000964.3	2345433	2346131	-	699	1060	1516	2696	2038	2932	1360	1919	2829
gene-BSU_22360	NC_000964.3	2346224	2347516	-	1293	14665	17255	17894	12601	20504	17559	19829	19426
gene-BSU_22370	NC_000964.3	2347660	2348841	-	1182	9349	12210	9173	6277	11198	12952	13352	12760
gene-BSU_22380	NC_000964.3	2348864	2349349	-	486	3158	5333	4492	3496	5218	5223	5274	5822
gene-BSU_22390	NC_000964.3	2349358	2349528	-	171	651	1380	1451	1134	1603	1329	1495	1900
gene-BSU_22400	NC_000964.3	2349671	2352466	-	2796	7764	8234	10476	7145	11319	8138	10524	12860
gene-BSU_22410	NC_000964.3	2352592	2352975	-	384	1912	2664	3977	2929	4375	2547	3112	4592
